,simulation,model,n_sample,n_dim,rep,s@98
3319,trunk_overlap,KNN,2048.0,4096.0,20.0,0.0107317073170731
3320,trunk_overlap,KNN,2048.0,4096.0,19.0,0.0
3321,trunk_overlap,KNN,2048.0,4096.0,22.0,0.0156336681013868
3322,trunk_overlap,KNN,2048.0,4096.0,21.0,0.0078048780487804
3323,trunk_overlap,KNN,2048.0,4096.0,26.0,0.0146341463414634
3324,trunk_overlap,KNN,2048.0,4096.0,24.0,0.0117073170731707
3325,trunk_overlap,KNN,2048.0,4096.0,23.0,0.0048780487804878
3326,trunk_overlap,KNN,2048.0,4096.0,29.0,0.008780487804878
3327,trunk_overlap,KNN,2048.0,4096.0,27.0,0.0078240076518412
3328,trunk_overlap,KNN,2048.0,4096.0,28.0,0.0
3329,trunk_overlap,KNN,2048.0,4096.0,25.0,0.0088043998087039
3330,trunk_overlap,KNN,2048.0,4096.0,32.0,0.0039024390243902
3331,trunk_overlap,KNN,2048.0,4096.0,33.0,0.0
3332,trunk_overlap,KNN,2048.0,4096.0,40.0,0.0
3333,trunk_overlap,KNN,2048.0,4096.0,31.0,0.0185700621712099
3334,trunk_overlap,KNN,2048.0,4096.0,30.0,0.0068292682926829
3335,trunk_overlap,KNN,2048.0,4096.0,34.0,0.0166284074605451
3336,trunk_overlap,KNN,2048.0,4096.0,37.0,0.0048780487804878
3337,trunk_overlap,KNN,2048.0,4096.0,36.0,0.0048780487804878
3338,trunk_overlap,KNN,2048.0,4096.0,35.0,0.0117073170731707
3339,trunk_overlap,KNN,2048.0,4096.0,39.0,0.0097560975609756
3340,trunk_overlap,KNN,2048.0,4096.0,47.0,0.0126829268292682
3341,trunk_overlap,KNN,2048.0,4096.0,38.0,0.017560975609756
3342,trunk_overlap,KNN,2048.0,4096.0,41.0,0.008780487804878
3343,trunk_overlap,KNN,2048.0,4096.0,45.0,0.0204878048780487
3344,trunk_overlap,KNN,2048.0,4096.0,43.0,0.0127116212338594
3345,trunk_overlap,KNN,2048.0,4096.0,58.0,0.0087852702056432
3346,trunk_overlap,KNN,2048.0,4096.0,44.0,0.0058823529411764
3347,trunk_overlap,KNN,2048.0,4096.0,64.0,0.0107508369201339
3348,trunk_overlap,KNN,2048.0,4096.0,42.0,0.021506456241033
3349,trunk_overlap,KNN,2048.0,4096.0,53.0,0.0107317073170731
3350,trunk_overlap,KNN,2048.0,4096.0,49.0,0.0
3351,trunk_overlap,KNN,2048.0,4096.0,51.0,0.0
3352,trunk_overlap,KNN,2048.0,4096.0,57.0,0.0
3353,trunk_overlap,KNN,2048.0,4096.0,46.0,0.0146676231468197
3354,trunk_overlap,KNN,2048.0,4096.0,48.0,0.0
3355,trunk_overlap,KNN,2048.0,4096.0,50.0,0.0
3356,trunk_overlap,KNN,2048.0,4096.0,52.0,0.0048780487804878
3357,trunk_overlap,KNN,2048.0,4096.0,60.0,0.0
3358,trunk_overlap,KNN,2048.0,4096.0,56.0,0.0
3359,trunk_overlap,KNN,2048.0,4096.0,59.0,0.0
3360,trunk_overlap,KNN,2048.0,4096.0,55.0,0.0097560975609756
3361,trunk_overlap,KNN,2048.0,4096.0,63.0,0.0068292682926829
3362,trunk_overlap,KNN,2048.0,4096.0,54.0,0.0126829268292682
3363,trunk_overlap,KNN,2048.0,4096.0,65.0,0.0058680057388809
3364,trunk_overlap,KNN,2048.0,4096.0,61.0,0.0068292682926829
3365,trunk_overlap,KNN,2048.0,4096.0,62.0,0.0
3366,trunk_overlap,KNN,2048.0,4096.0,68.0,0.0
3367,trunk_overlap,KNN,2048.0,4096.0,69.0,0.0136824485891917
3368,trunk_overlap,KNN,2048.0,4096.0,70.0,0.0
3369,trunk_overlap,KNN,2048.0,4096.0,67.0,0.0078096604495456
3370,trunk_overlap,KNN,2048.0,4096.0,66.0,0.0
3371,trunk_overlap,KNN,2048.0,4096.0,75.0,0.0068292682926829
3372,trunk_overlap,KNN,2048.0,4096.0,72.0,0.0029268292682926
3373,trunk_overlap,KNN,2048.0,4096.0,76.0,0.0156097560975609
3374,trunk_overlap,KNN,2048.0,4096.0,77.0,0.0117073170731707
3375,trunk_overlap,KNN,2048.0,4096.0,71.0,0.0019512195121951
3376,trunk_overlap,KNN,2048.0,4096.0,79.0,0.0117647058823529
3377,trunk_overlap,KNN,2048.0,4096.0,74.0,0.0048780487804878
3378,trunk_overlap,KNN,2048.0,4096.0,73.0,0.0156097560975609
3379,trunk_overlap,KNN,2048.0,4096.0,78.0,0.0
3380,trunk_overlap,KNN,2048.0,4096.0,80.0,0.0019512195121951
3381,trunk_overlap,KNN,2048.0,4096.0,82.0,0.0
3382,trunk_overlap,KNN,2048.0,4096.0,87.0,0.0
3383,trunk_overlap,KNN,2048.0,4096.0,81.0,0.008780487804878
3384,trunk_overlap,KNN,2048.0,4096.0,85.0,0.0
3385,trunk_overlap,KNN,2048.0,4096.0,83.0,0.0039024390243902
3386,trunk_overlap,KNN,2048.0,4096.0,90.0,0.0
3387,trunk_overlap,KNN,2048.0,4096.0,86.0,0.0
3388,trunk_overlap,KNN,2048.0,4096.0,84.0,0.0
3389,trunk_overlap,KNN,2048.0,4096.0,97.0,0.0068292682926829
3390,trunk_overlap,KNN,2048.0,4096.0,98.0,0.0126829268292682
3391,trunk_overlap,KNN,2048.0,4096.0,95.0,0.0058680057388809
3392,trunk_overlap,KNN,2048.0,4096.0,88.0,0.0215016738402678
3393,trunk_overlap,KNN,2048.0,4096.0,89.0,0.0
3394,trunk_overlap,KNN,2048.0,4096.0,91.0,0.0058536585365853
3395,trunk_overlap,KNN,2048.0,4096.0,93.0,0.0127068388330942
3396,trunk_overlap,KNN,2048.0,4096.0,99.0,0.0048780487804878
3397,trunk_overlap,KNN,2048.0,4096.0,96.0,0.0087948350071736
3398,trunk_overlap,KNN,2048.0,4096.0,92.0,0.0
3399,trunk_overlap,KNN,2048.0,4096.0,94.0,0.0068292682926829
3400,trunk_overlap,KNN,4096.0,4.0,3.0,0.0
3401,trunk_overlap,KNN,4096.0,4.0,8.0,0.0092682926829268
3402,trunk_overlap,KNN,4096.0,4.0,4.0,0.0097560975609756
3403,trunk_overlap,KNN,4096.0,4.0,18.0,0.0
3404,trunk_overlap,KNN,4096.0,4.0,2.0,0.0
3405,trunk_overlap,KNN,4096.0,4.0,1.0,0.0053658536585365
3406,trunk_overlap,KNN,4096.0,4.0,0.0,0.0
3407,trunk_overlap,KNN,4096.0,4.0,20.0,0.0082926829268292
3408,trunk_overlap,KNN,4096.0,4.0,21.0,0.0
3409,trunk_overlap,KNN,4096.0,4.0,29.0,0.0
3410,trunk_overlap,KNN,4096.0,4.0,5.0,0.0
3411,trunk_overlap,KNN,4096.0,4.0,7.0,0.0092909535452322
3412,trunk_overlap,KNN,4096.0,4.0,14.0,0.0058679706601467
3413,trunk_overlap,KNN,4096.0,4.0,11.0,0.0
3414,trunk_overlap,KNN,4096.0,4.0,6.0,0.0
3415,trunk_overlap,KNN,4096.0,4.0,22.0,0.0053789731051344
3416,trunk_overlap,KNN,4096.0,4.0,13.0,0.0068292682926829
3417,trunk_overlap,KNN,4096.0,4.0,71.0,0.0
3418,trunk_overlap,KNN,4096.0,4.0,12.0,0.0
3419,trunk_overlap,KNN,4096.0,4.0,15.0,0.0
3420,trunk_overlap,KNN,4096.0,4.0,28.0,0.0078048780487804
3421,trunk_overlap,KNN,4096.0,4.0,24.0,0.0034229828850855
3422,trunk_overlap,KNN,4096.0,4.0,10.0,0.0136728487089271
3423,trunk_overlap,KNN,4096.0,4.0,25.0,0.0
3424,trunk_overlap,KNN,4096.0,4.0,19.0,0.0
3425,trunk_overlap,KNN,4096.0,4.0,23.0,0.0
3426,trunk_overlap,KNN,4096.0,4.0,32.0,0.0
3427,trunk_overlap,KNN,4096.0,4.0,35.0,0.0
3428,trunk_overlap,KNN,4096.0,4.0,30.0,0.0073349633251833
3429,trunk_overlap,KNN,4096.0,4.0,17.0,0.0
3430,trunk_overlap,KNN,4096.0,4.0,26.0,0.0
3431,trunk_overlap,KNN,4096.0,4.0,16.0,0.0078239608801955
3432,trunk_overlap,KNN,4096.0,4.0,9.0,0.0
3433,trunk_overlap,KNN,4096.0,4.0,65.0,0.0058536585365853
3434,trunk_overlap,KNN,4096.0,4.0,27.0,0.0
3435,trunk_overlap,KNN,4096.0,4.0,58.0,0.0
3436,trunk_overlap,KNN,4096.0,4.0,60.0,0.0068292682926829
3437,trunk_overlap,KNN,4096.0,4.0,59.0,0.0
3438,trunk_overlap,KNN,4096.0,4.0,52.0,0.00440097799511
3439,trunk_overlap,KNN,4096.0,4.0,68.0,0.0
3440,trunk_overlap,KNN,4096.0,4.0,31.0,0.0
3441,trunk_overlap,KNN,4096.0,4.0,74.0,0.0112195121951219
3442,trunk_overlap,KNN,4096.0,4.0,61.0,0.0102522511777685
3443,trunk_overlap,KNN,4096.0,4.0,62.0,0.0
3444,trunk_overlap,KNN,4096.0,4.0,67.0,0.0
3445,trunk_overlap,KNN,4096.0,4.0,49.0,0.0
3446,trunk_overlap,KNN,4096.0,4.0,51.0,0.0
3447,trunk_overlap,KNN,4096.0,4.0,48.0,0.0
3448,trunk_overlap,KNN,4096.0,4.0,64.0,0.0
3449,trunk_overlap,KNN,4096.0,4.0,76.0,0.004390243902439
3450,trunk_overlap,KNN,4096.0,4.0,53.0,0.0
3451,trunk_overlap,KNN,4096.0,4.0,40.0,0.0
3452,trunk_overlap,KNN,4096.0,4.0,43.0,0.0092682926829268
3453,trunk_overlap,KNN,4096.0,4.0,57.0,0.0
3454,trunk_overlap,KNN,4096.0,4.0,33.0,0.0
3455,trunk_overlap,KNN,4096.0,4.0,73.0,0.0
3456,trunk_overlap,KNN,4096.0,4.0,47.0,0.0078239608801955
3457,trunk_overlap,KNN,4096.0,4.0,54.0,0.0
3458,trunk_overlap,KNN,4096.0,4.0,36.0,0.004390243902439
3459,trunk_overlap,KNN,4096.0,4.0,66.0,0.0
3460,trunk_overlap,KNN,4096.0,4.0,46.0,0.0
3461,trunk_overlap,KNN,4096.0,4.0,45.0,0.0
3462,trunk_overlap,KNN,4096.0,4.0,63.0,0.0
3463,trunk_overlap,KNN,4096.0,4.0,38.0,0.0
3464,trunk_overlap,KNN,4096.0,4.0,34.0,0.0063569682151589
3465,trunk_overlap,KNN,4096.0,4.0,69.0,0.0
3466,trunk_overlap,KNN,4096.0,4.0,42.0,0.0
3467,trunk_overlap,KNN,4096.0,4.0,72.0,0.0
3468,trunk_overlap,KNN,4096.0,4.0,39.0,0.0083058023734271
3469,trunk_overlap,KNN,4096.0,4.0,41.0,0.0073349633251833
3470,trunk_overlap,KNN,4096.0,4.0,55.0,0.0
3471,trunk_overlap,KNN,4096.0,4.0,75.0,0.0073349633251833
3472,trunk_overlap,KNN,4096.0,4.0,37.0,0.0
3473,trunk_overlap,KNN,4096.0,4.0,50.0,0.0
3474,trunk_overlap,KNN,4096.0,4.0,79.0,0.0107460194406345
3475,trunk_overlap,KNN,4096.0,4.0,56.0,0.0058679706601467
3476,trunk_overlap,KNN,4096.0,4.0,70.0,0.0
3477,trunk_overlap,KNN,4096.0,4.0,80.0,0.0
3478,trunk_overlap,KNN,4096.0,4.0,77.0,0.0068292682926829
3479,trunk_overlap,KNN,4096.0,4.0,44.0,0.0
3480,trunk_overlap,KNN,4096.0,4.0,82.0,0.0
3481,trunk_overlap,KNN,4096.0,4.0,78.0,0.0053658536585365
3482,trunk_overlap,KNN,4096.0,4.0,86.0,0.0127020096606834
3483,trunk_overlap,KNN,4096.0,4.0,85.0,0.0
3484,trunk_overlap,KNN,4096.0,4.0,84.0,0.0
3485,trunk_overlap,KNN,4096.0,4.0,83.0,0.0210149680958912
3486,trunk_overlap,KNN,4096.0,4.0,87.0,0.0053789731051344
3487,trunk_overlap,KNN,4096.0,4.0,81.0,0.0078048780487804
3488,trunk_overlap,KNN,4096.0,4.0,88.0,0.0
3489,trunk_overlap,KNN,4096.0,4.0,91.0,0.0053658536585365
3490,trunk_overlap,KNN,4096.0,4.0,96.0,0.0024390243902439
3491,trunk_overlap,KNN,4096.0,4.0,94.0,0.0
3492,trunk_overlap,KNN,4096.0,4.0,90.0,0.0
3493,trunk_overlap,KNN,4096.0,4.0,89.0,0.0048780487804878
3494,trunk_overlap,KNN,4096.0,4.0,92.0,0.0
3495,trunk_overlap,KNN,4096.0,4.0,95.0,0.0
3496,trunk_overlap,KNN,4096.0,4.0,98.0,0.0
3497,trunk_overlap,KNN,4096.0,4.0,93.0,0.0053789731051344
3498,trunk_overlap,KNN,4096.0,4.0,99.0,0.004390243902439
3499,trunk_overlap,KNN,4096.0,4.0,97.0,0.0107472121175979
3500,trunk_overlap,KNN,4096.0,8.0,6.0,0.0
3501,trunk_overlap,KNN,4096.0,8.0,5.0,0.0
3502,trunk_overlap,KNN,4096.0,8.0,9.0,0.0
3503,trunk_overlap,KNN,4096.0,8.0,1.0,0.0048780487804878
3504,trunk_overlap,KNN,4096.0,8.0,0.0,0.0
3505,trunk_overlap,KNN,4096.0,8.0,20.0,0.0082926829268292
3506,trunk_overlap,KNN,4096.0,8.0,2.0,0.0082926829268292
3507,trunk_overlap,KNN,4096.0,8.0,8.0,0.0082926829268292
3508,trunk_overlap,KNN,4096.0,8.0,3.0,0.0
3509,trunk_overlap,KNN,4096.0,8.0,13.0,0.0
3510,trunk_overlap,KNN,4096.0,8.0,18.0,0.0
3511,trunk_overlap,KNN,4096.0,8.0,12.0,0.0
3512,trunk_overlap,KNN,4096.0,8.0,66.0,0.0141666169717931
3513,trunk_overlap,KNN,4096.0,8.0,17.0,0.0
3514,trunk_overlap,KNN,4096.0,8.0,15.0,0.0082926829268292
3515,trunk_overlap,KNN,4096.0,8.0,21.0,0.0058679706601467
3516,trunk_overlap,KNN,4096.0,8.0,26.0,0.0
3517,trunk_overlap,KNN,4096.0,8.0,7.0,0.0
3518,trunk_overlap,KNN,4096.0,8.0,4.0,0.0
3519,trunk_overlap,KNN,4096.0,8.0,27.0,0.0
3520,trunk_overlap,KNN,4096.0,8.0,59.0,0.0
3521,trunk_overlap,KNN,4096.0,8.0,22.0,0.0063569682151589
3522,trunk_overlap,KNN,4096.0,8.0,58.0,0.0
3523,trunk_overlap,KNN,4096.0,8.0,24.0,0.013170731707317
3524,trunk_overlap,KNN,4096.0,8.0,57.0,0.0
3525,trunk_overlap,KNN,4096.0,8.0,31.0,0.0078048780487804
3526,trunk_overlap,KNN,4096.0,8.0,10.0,0.0126996243067565
3527,trunk_overlap,KNN,4096.0,8.0,14.0,0.0053789731051344
3528,trunk_overlap,KNN,4096.0,8.0,29.0,0.0097560975609756
3529,trunk_overlap,KNN,4096.0,8.0,41.0,0.0
3530,trunk_overlap,KNN,4096.0,8.0,16.0,0.0092909535452322
3531,trunk_overlap,KNN,4096.0,8.0,11.0,0.0073170731707317
3532,trunk_overlap,KNN,4096.0,8.0,28.0,0.010251058500805
3533,trunk_overlap,KNN,4096.0,8.0,19.0,0.0053658536585365
3534,trunk_overlap,KNN,4096.0,8.0,61.0,0.0
3535,trunk_overlap,KNN,4096.0,8.0,30.0,0.0
3536,trunk_overlap,KNN,4096.0,8.0,34.0,0.0
3537,trunk_overlap,KNN,4096.0,8.0,43.0,0.00880195599022
3538,trunk_overlap,KNN,4096.0,8.0,23.0,0.0
3539,trunk_overlap,KNN,4096.0,8.0,60.0,0.0
3540,trunk_overlap,KNN,4096.0,8.0,44.0,0.0
3541,trunk_overlap,KNN,4096.0,8.0,65.0,0.0
3542,trunk_overlap,KNN,4096.0,8.0,69.0,0.0112326316417198
3543,trunk_overlap,KNN,4096.0,8.0,25.0,0.0
3544,trunk_overlap,KNN,4096.0,8.0,51.0,0.00440097799511
3545,trunk_overlap,KNN,4096.0,8.0,35.0,0.0063414634146341
3546,trunk_overlap,KNN,4096.0,8.0,39.0,0.0
3547,trunk_overlap,KNN,4096.0,8.0,36.0,0.0073349633251833
3548,trunk_overlap,KNN,4096.0,8.0,62.0,0.0
3549,trunk_overlap,KNN,4096.0,8.0,33.0,0.0
3550,trunk_overlap,KNN,4096.0,8.0,63.0,0.0
3551,trunk_overlap,KNN,4096.0,8.0,64.0,0.0
3552,trunk_overlap,KNN,4096.0,8.0,71.0,0.0
3553,trunk_overlap,KNN,4096.0,8.0,50.0,0.0
3554,trunk_overlap,KNN,4096.0,8.0,72.0,0.008780487804878
3555,trunk_overlap,KNN,4096.0,8.0,67.0,0.0
3556,trunk_overlap,KNN,4096.0,8.0,49.0,0.0082926829268292
3557,trunk_overlap,KNN,4096.0,8.0,53.0,0.0
3558,trunk_overlap,KNN,4096.0,8.0,70.0,0.0
3559,trunk_overlap,KNN,4096.0,8.0,45.0,0.0
3560,trunk_overlap,KNN,4096.0,8.0,54.0,0.0063414634146341
3561,trunk_overlap,KNN,4096.0,8.0,73.0,0.0073349633251833
3562,trunk_overlap,KNN,4096.0,8.0,75.0,0.0165853658536585
3563,trunk_overlap,KNN,4096.0,8.0,48.0,0.0
3564,trunk_overlap,KNN,4096.0,8.0,32.0,0.0
3565,trunk_overlap,KNN,4096.0,8.0,55.0,0.0082926829268292
3566,trunk_overlap,KNN,4096.0,8.0,37.0,0.0
3567,trunk_overlap,KNN,4096.0,8.0,56.0,0.0
3568,trunk_overlap,KNN,4096.0,8.0,85.0,0.0053658536585365
3569,trunk_overlap,KNN,4096.0,8.0,46.0,0.0
3570,trunk_overlap,KNN,4096.0,8.0,77.0,0.0
3571,trunk_overlap,KNN,4096.0,8.0,40.0,0.0
3572,trunk_overlap,KNN,4096.0,8.0,68.0,0.0
3573,trunk_overlap,KNN,4096.0,8.0,52.0,0.0
3574,trunk_overlap,KNN,4096.0,8.0,83.0,0.010261792593476
3575,trunk_overlap,KNN,4096.0,8.0,42.0,0.0
3576,trunk_overlap,KNN,4096.0,8.0,38.0,0.0053789731051344
3577,trunk_overlap,KNN,4096.0,8.0,80.0,0.0097560975609756
3578,trunk_overlap,KNN,4096.0,8.0,76.0,0.0063414634146341
3579,trunk_overlap,KNN,4096.0,8.0,78.0,0.0
3580,trunk_overlap,KNN,4096.0,8.0,92.0,0.0
3581,trunk_overlap,KNN,4096.0,8.0,47.0,0.0068292682926829
3582,trunk_overlap,KNN,4096.0,8.0,74.0,0.0107495974715248
3583,trunk_overlap,KNN,4096.0,8.0,90.0,0.0
3584,trunk_overlap,KNN,4096.0,8.0,82.0,0.0
3585,trunk_overlap,KNN,4096.0,8.0,81.0,0.0
3586,trunk_overlap,KNN,4096.0,8.0,84.0,0.0
3587,trunk_overlap,KNN,4096.0,8.0,89.0,0.0
3588,trunk_overlap,KNN,4096.0,8.0,86.0,0.0
3589,trunk_overlap,KNN,4096.0,8.0,79.0,0.0
3590,trunk_overlap,KNN,4096.0,8.0,88.0,0.013675234062854
3591,trunk_overlap,KNN,4096.0,8.0,94.0,0.0
3592,trunk_overlap,KNN,4096.0,8.0,95.0,0.0039024390243902
3593,trunk_overlap,KNN,4096.0,8.0,91.0,0.0053789731051344
3594,trunk_overlap,KNN,4096.0,8.0,97.0,0.008780487804878
3595,trunk_overlap,KNN,4096.0,8.0,96.0,0.008780487804878
3596,trunk_overlap,KNN,4096.0,8.0,87.0,0.0
3597,trunk_overlap,KNN,4096.0,8.0,98.0,0.0053789731051344
3598,trunk_overlap,KNN,4096.0,8.0,93.0,0.0078048780487804
3599,trunk_overlap,KNN,4096.0,8.0,99.0,0.0
3600,trunk_overlap,KNN,4096.0,16.0,1.0,0.0039119804400977
3601,trunk_overlap,KNN,4096.0,16.0,3.0,0.0
3602,trunk_overlap,KNN,4096.0,16.0,8.0,0.0073170731707317
3603,trunk_overlap,KNN,4096.0,16.0,16.0,0.0034229828850855
3604,trunk_overlap,KNN,4096.0,16.0,5.0,0.0068459657701711
3605,trunk_overlap,KNN,4096.0,16.0,2.0,0.0112195121951219
3606,trunk_overlap,KNN,4096.0,16.0,9.0,0.0
3607,trunk_overlap,KNN,4096.0,16.0,14.0,0.0019559902200488
3608,trunk_overlap,KNN,4096.0,16.0,4.0,0.0
3609,trunk_overlap,KNN,4096.0,16.0,0.0,0.0200345876319398
3610,trunk_overlap,KNN,4096.0,16.0,23.0,0.0068292682926829
3611,trunk_overlap,KNN,4096.0,16.0,22.0,0.0097560975609756
3612,trunk_overlap,KNN,4096.0,16.0,12.0,0.0
3613,trunk_overlap,KNN,4096.0,16.0,19.0,0.0073349633251833
3614,trunk_overlap,KNN,4096.0,16.0,10.0,0.0
3615,trunk_overlap,KNN,4096.0,16.0,11.0,0.0073170731707317
3616,trunk_overlap,KNN,4096.0,16.0,24.0,0.0083129584352078
3617,trunk_overlap,KNN,4096.0,16.0,27.0,0.004390243902439
3618,trunk_overlap,KNN,4096.0,16.0,21.0,0.0
3619,trunk_overlap,KNN,4096.0,16.0,17.0,0.0029268292682926
3620,trunk_overlap,KNN,4096.0,16.0,59.0,0.0029339853300733
3621,trunk_overlap,KNN,4096.0,16.0,7.0,0.0205033096785735
3622,trunk_overlap,KNN,4096.0,16.0,43.0,0.0
3623,trunk_overlap,KNN,4096.0,16.0,28.0,0.0068292682926829
3624,trunk_overlap,KNN,4096.0,16.0,15.0,0.0
3625,trunk_overlap,KNN,4096.0,16.0,20.0,0.0068292682926829
3626,trunk_overlap,KNN,4096.0,16.0,25.0,0.0
3627,trunk_overlap,KNN,4096.0,16.0,6.0,0.0078048780487804
3628,trunk_overlap,KNN,4096.0,16.0,58.0,0.0
3629,trunk_overlap,KNN,4096.0,16.0,26.0,0.0
3630,trunk_overlap,KNN,4096.0,16.0,57.0,0.0131838511539149
3631,trunk_overlap,KNN,4096.0,16.0,13.0,0.0
3632,trunk_overlap,KNN,4096.0,16.0,52.0,0.0
3633,trunk_overlap,KNN,4096.0,16.0,60.0,0.0
3634,trunk_overlap,KNN,4096.0,16.0,38.0,0.0063569682151589
3635,trunk_overlap,KNN,4096.0,16.0,29.0,0.0039119804400977
3636,trunk_overlap,KNN,4096.0,16.0,65.0,0.0048780487804878
3637,trunk_overlap,KNN,4096.0,16.0,63.0,0.0078239608801955
3638,trunk_overlap,KNN,4096.0,16.0,18.0,0.0068292682926829
3639,trunk_overlap,KNN,4096.0,16.0,61.0,0.0063414634146341
3640,trunk_overlap,KNN,4096.0,16.0,62.0,0.0092778340986343
3641,trunk_overlap,KNN,4096.0,16.0,70.0,0.0
3642,trunk_overlap,KNN,4096.0,16.0,74.0,0.0
3643,trunk_overlap,KNN,4096.0,16.0,72.0,0.0058536585365853
3644,trunk_overlap,KNN,4096.0,16.0,34.0,0.0063414634146341
3645,trunk_overlap,KNN,4096.0,16.0,51.0,0.0131874291848052
3646,trunk_overlap,KNN,4096.0,16.0,66.0,0.0078239608801955
3647,trunk_overlap,KNN,4096.0,16.0,68.0,0.0078048780487804
3648,trunk_overlap,KNN,4096.0,16.0,64.0,0.0058536585365853
3649,trunk_overlap,KNN,4096.0,16.0,31.0,0.0063414634146341
3650,trunk_overlap,KNN,4096.0,16.0,67.0,0.0
3651,trunk_overlap,KNN,4096.0,16.0,30.0,0.0
3652,trunk_overlap,KNN,4096.0,16.0,37.0,0.0053658536585365
3653,trunk_overlap,KNN,4096.0,16.0,71.0,0.0058679706601467
3654,trunk_overlap,KNN,4096.0,16.0,32.0,0.0039024390243902
3655,trunk_overlap,KNN,4096.0,16.0,45.0,0.0131790804460611
3656,trunk_overlap,KNN,4096.0,16.0,44.0,0.0
3657,trunk_overlap,KNN,4096.0,16.0,73.0,0.0078239608801955
3658,trunk_overlap,KNN,4096.0,16.0,69.0,0.0078048780487804
3659,trunk_overlap,KNN,4096.0,16.0,77.0,0.0
3660,trunk_overlap,KNN,4096.0,16.0,49.0,0.0
3661,trunk_overlap,KNN,4096.0,16.0,33.0,0.0034229828850855
3662,trunk_overlap,KNN,4096.0,16.0,55.0,0.0
3663,trunk_overlap,KNN,4096.0,16.0,76.0,0.0048780487804878
3664,trunk_overlap,KNN,4096.0,16.0,42.0,0.0
3665,trunk_overlap,KNN,4096.0,16.0,46.0,0.0058679706601467
3666,trunk_overlap,KNN,4096.0,16.0,56.0,0.0048899755501222
3667,trunk_overlap,KNN,4096.0,16.0,47.0,0.0
3668,trunk_overlap,KNN,4096.0,16.0,53.0,0.0
3669,trunk_overlap,KNN,4096.0,16.0,40.0,0.0058679706601467
3670,trunk_overlap,KNN,4096.0,16.0,39.0,0.0
3671,trunk_overlap,KNN,4096.0,16.0,41.0,0.0
3672,trunk_overlap,KNN,4096.0,16.0,75.0,0.0112469437652811
3673,trunk_overlap,KNN,4096.0,16.0,50.0,0.012204663366927
3674,trunk_overlap,KNN,4096.0,16.0,36.0,0.0
3675,trunk_overlap,KNN,4096.0,16.0,79.0,0.0117204365197686
3676,trunk_overlap,KNN,4096.0,16.0,82.0,0.0
3677,trunk_overlap,KNN,4096.0,16.0,83.0,0.0
3678,trunk_overlap,KNN,4096.0,16.0,81.0,0.0029268292682926
3679,trunk_overlap,KNN,4096.0,16.0,48.0,0.0
3680,trunk_overlap,KNN,4096.0,16.0,35.0,0.0073170731707317
3681,trunk_overlap,KNN,4096.0,16.0,80.0,0.008780487804878
3682,trunk_overlap,KNN,4096.0,16.0,86.0,0.00440097799511
3683,trunk_overlap,KNN,4096.0,16.0,54.0,0.0
3684,trunk_overlap,KNN,4096.0,16.0,87.0,0.0122118194287077
3685,trunk_overlap,KNN,4096.0,16.0,78.0,0.0
3686,trunk_overlap,KNN,4096.0,16.0,89.0,0.0112469437652811
3687,trunk_overlap,KNN,4096.0,16.0,84.0,0.0
3688,trunk_overlap,KNN,4096.0,16.0,88.0,0.0
3689,trunk_overlap,KNN,4096.0,16.0,90.0,0.0
3690,trunk_overlap,KNN,4096.0,16.0,85.0,0.0
3691,trunk_overlap,KNN,4096.0,16.0,95.0,0.0058536585365853
3692,trunk_overlap,KNN,4096.0,16.0,91.0,0.0
3693,trunk_overlap,KNN,4096.0,16.0,96.0,0.0058536585365853
3694,trunk_overlap,KNN,4096.0,16.0,97.0,0.0170862901783052
3695,trunk_overlap,KNN,4096.0,16.0,99.0,0.0151374560200369
3696,trunk_overlap,KNN,4096.0,16.0,94.0,0.0
3697,trunk_overlap,KNN,4096.0,16.0,98.0,0.0
3698,trunk_overlap,KNN,4096.0,16.0,93.0,0.0107484047945613
3699,trunk_overlap,KNN,4096.0,16.0,92.0,0.0
3700,trunk_overlap,KNN,4096.0,32.0,0.0,0.0273301926173295
3701,trunk_overlap,KNN,4096.0,32.0,1.0,0.020021468185342
3702,trunk_overlap,KNN,4096.0,32.0,2.0,0.0195229292146222
3703,trunk_overlap,KNN,4096.0,32.0,3.0,0.0190482437831713
3704,trunk_overlap,KNN,4096.0,32.0,4.0,0.0146472657880613
3705,trunk_overlap,KNN,4096.0,32.0,5.0,0.0082998389886099
3706,trunk_overlap,KNN,4096.0,32.0,6.0,0.0175740950563539
3707,trunk_overlap,KNN,4096.0,32.0,7.0,0.012204663366927
3708,trunk_overlap,KNN,4096.0,32.0,8.0,0.0190506291370982
3709,trunk_overlap,KNN,4096.0,32.0,9.0,0.0122070487208539
3710,trunk_overlap,KNN,4096.0,32.0,10.0,0.0141666169717931
3711,trunk_overlap,KNN,4096.0,32.0,11.0,0.0141594609100125
3712,trunk_overlap,KNN,4096.0,32.0,12.0,0.0122130121056711
3713,trunk_overlap,KNN,4096.0,32.0,13.0,0.0117168584888782
3714,trunk_overlap,KNN,4096.0,32.0,14.0,0.0234384876856103
3715,trunk_overlap,KNN,4096.0,32.0,15.0,0.010251058500805
3716,trunk_overlap,KNN,4096.0,32.0,16.0,0.017582443795098
3717,trunk_overlap,KNN,4096.0,32.0,17.0,0.0161047170373904
3718,trunk_overlap,KNN,4096.0,32.0,18.0,0.0107424414097441
3719,trunk_overlap,KNN,4096.0,32.0,19.0,0.0141570755560856
