,simulation,model,n_sample,n_dim,rep,s@98
7497,trunk_mix,LRliblinear,4096.0,4096.0,98.0,0.0644534557815015
7498,trunk_overlap,LRliblinear,256.0,4096.0,4.0,0.0541538461538461
7499,trunk_overlap,LRliblinear,256.0,4096.0,2.0,0.0698461538461538
7500,trunk_overlap,LRliblinear,256.0,4096.0,0.0,0.0
7501,trunk_overlap,LRliblinear,256.0,4096.0,1.0,0.0076923076923076
7502,trunk_overlap,LRliblinear,256.0,4096.0,7.0,0.079076923076923
7503,trunk_overlap,LRliblinear,256.0,4096.0,3.0,0.0233846153846153
7504,trunk_overlap,LRliblinear,256.0,4096.0,5.0,0.0076923076923076
7505,trunk_overlap,LRliblinear,256.0,4096.0,9.0,0.0307692307692307
7506,trunk_overlap,LRliblinear,256.0,4096.0,6.0,0.0313846153846153
7507,trunk_overlap,LRliblinear,256.0,4096.0,8.0,0.039076923076923
7508,trunk_overlap,LRliblinear,256.0,4096.0,10.0,0.0153846153846153
7509,trunk_overlap,LRliblinear,256.0,4096.0,11.0,0.031076923076923
7510,trunk_overlap,LRliblinear,256.0,4096.0,14.0,0.0707692307692307
7511,trunk_overlap,LRliblinear,256.0,4096.0,13.0,0.0624615384615384
7512,trunk_overlap,LRliblinear,256.0,4096.0,17.0,0.0467692307692307
7513,trunk_overlap,LRliblinear,256.0,4096.0,12.0,0.031076923076923
7514,trunk_overlap,LRliblinear,256.0,4096.0,15.0,0.1086153846153846
7515,trunk_overlap,LRliblinear,256.0,4096.0,16.0,0.0476923076923076
7516,trunk_overlap,LRliblinear,256.0,4096.0,18.0,0.039076923076923
7517,trunk_overlap,LRliblinear,256.0,4096.0,20.0,0.0233846153846153
7518,trunk_overlap,LRliblinear,256.0,4096.0,21.0,0.031076923076923
7519,trunk_overlap,LRliblinear,256.0,4096.0,19.0,0.0233846153846153
7520,trunk_overlap,LRliblinear,256.0,4096.0,22.0,0.0387692307692307
7521,trunk_overlap,LRliblinear,256.0,4096.0,23.0,0.0076923076923076
7522,trunk_overlap,LRliblinear,256.0,4096.0,25.0,0.016
7523,trunk_overlap,LRliblinear,256.0,4096.0,26.0,0.0396923076923076
7524,trunk_overlap,LRliblinear,256.0,4096.0,24.0,0.0153846153846153
7525,trunk_overlap,LRliblinear,256.0,4096.0,28.0,0.0387692307692307
7526,trunk_overlap,LRliblinear,256.0,4096.0,27.0,0.0624615384615384
7527,trunk_overlap,LRliblinear,256.0,4096.0,32.0,0.0547692307692307
7528,trunk_overlap,LRliblinear,256.0,4096.0,29.0,0.0153846153846153
7529,trunk_overlap,LRliblinear,256.0,4096.0,31.0,0.1264615384615384
7530,trunk_overlap,LRliblinear,256.0,4096.0,33.0,0.0307692307692307
7531,trunk_overlap,LRliblinear,256.0,4096.0,42.0,0.0544615384615384
7532,trunk_overlap,LRliblinear,256.0,4096.0,30.0,0.0384615384615384
7533,trunk_overlap,LRliblinear,256.0,4096.0,35.0,0.0076923076923076
7534,trunk_overlap,LRliblinear,256.0,4096.0,41.0,0.0393846153846153
7535,trunk_overlap,LRliblinear,256.0,4096.0,34.0,0.0618461538461538
7536,trunk_overlap,LRliblinear,256.0,4096.0,37.0,0.0541538461538461
7537,trunk_overlap,LRliblinear,256.0,4096.0,36.0,0.0236923076923076
7538,trunk_overlap,LRliblinear,256.0,4096.0,40.0,0.0156923076923076
7539,trunk_overlap,LRliblinear,256.0,4096.0,38.0,0.063076923076923
7540,trunk_overlap,LRliblinear,256.0,4096.0,39.0,0.0076923076923076
7541,trunk_overlap,LRliblinear,256.0,4096.0,45.0,0.063076923076923
7542,trunk_overlap,LRliblinear,256.0,4096.0,43.0,0.0
7543,trunk_overlap,LRliblinear,256.0,4096.0,47.0,0.0236923076923076
7544,trunk_overlap,LRliblinear,256.0,4096.0,44.0,0.0396923076923076
7545,trunk_overlap,LRliblinear,256.0,4096.0,46.0,0.016
7546,trunk_overlap,LRliblinear,256.0,4096.0,49.0,0.039076923076923
7547,trunk_overlap,LRliblinear,256.0,4096.0,48.0,0.0233846153846153
7548,trunk_overlap,LRliblinear,256.0,4096.0,50.0,0.1236923076923076
7549,trunk_overlap,LRliblinear,256.0,4096.0,52.0,0.0233846153846153
7550,trunk_overlap,LRliblinear,256.0,4096.0,53.0,0.0153846153846153
7551,trunk_overlap,LRliblinear,256.0,4096.0,51.0,0.0076923076923076
7552,trunk_overlap,LRliblinear,256.0,4096.0,54.0,0.0153846153846153
7553,trunk_overlap,LRliblinear,256.0,4096.0,55.0,0.0781538461538461
7554,trunk_overlap,LRliblinear,256.0,4096.0,56.0,0.0544615384615384
7555,trunk_overlap,LRliblinear,256.0,4096.0,58.0,0.0941538461538461
7556,trunk_overlap,LRliblinear,256.0,4096.0,57.0,0.0313846153846153
7557,trunk_overlap,LRliblinear,256.0,4096.0,59.0,0.0796923076923076
7558,trunk_overlap,LRliblinear,256.0,4096.0,60.0,0.0233846153846153
7559,trunk_overlap,LRliblinear,256.0,4096.0,61.0,0.031076923076923
7560,trunk_overlap,LRliblinear,256.0,4096.0,63.0,0.0233846153846153
7561,trunk_overlap,LRliblinear,256.0,4096.0,62.0,0.0476923076923076
7562,trunk_overlap,LRliblinear,256.0,4096.0,64.0,0.0393846153846153
7563,trunk_overlap,LRliblinear,256.0,4096.0,66.0,0.0464615384615384
7564,trunk_overlap,LRliblinear,256.0,4096.0,65.0,0.0384615384615384
7565,trunk_overlap,LRliblinear,256.0,4096.0,67.0,0.0467692307692307
7566,trunk_overlap,LRliblinear,256.0,4096.0,68.0,0.0156923076923076
7567,trunk_overlap,LRliblinear,256.0,4096.0,69.0,0.0307692307692307
7568,trunk_overlap,LRliblinear,256.0,4096.0,70.0,0.031076923076923
7569,trunk_overlap,LRliblinear,256.0,4096.0,72.0,0.0538461538461538
7570,trunk_overlap,LRliblinear,256.0,4096.0,71.0,0.0076923076923076
7571,trunk_overlap,LRliblinear,256.0,4096.0,73.0,0.023076923076923
7572,trunk_overlap,LRliblinear,256.0,4096.0,74.0,0.0233846153846153
7573,trunk_overlap,LRliblinear,256.0,4096.0,75.0,0.0153846153846153
7574,trunk_overlap,LRliblinear,256.0,4096.0,76.0,0.047076923076923
7575,trunk_overlap,LRliblinear,256.0,4096.0,77.0,0.0621538461538461
7576,trunk_overlap,LRliblinear,256.0,4096.0,78.0,0.0233846153846153
7577,trunk_overlap,LRliblinear,256.0,4096.0,85.0,0.016
7578,trunk_overlap,LRliblinear,256.0,4096.0,80.0,0.0695384615384615
7579,trunk_overlap,LRliblinear,256.0,4096.0,79.0,0.0387692307692307
7580,trunk_overlap,LRliblinear,256.0,4096.0,81.0,0.0076923076923076
7581,trunk_overlap,LRliblinear,256.0,4096.0,83.0,0.0624615384615384
7582,trunk_overlap,LRliblinear,256.0,4096.0,82.0,0.0547692307692307
7583,trunk_overlap,LRliblinear,256.0,4096.0,84.0,0.0156923076923076
7584,trunk_overlap,LRliblinear,256.0,4096.0,86.0,0.0233846153846153
7585,trunk_overlap,LRliblinear,256.0,4096.0,87.0,0.0307692307692307
7586,trunk_overlap,LRliblinear,256.0,4096.0,90.0,0.0701538461538461
7587,trunk_overlap,LRliblinear,256.0,4096.0,89.0,0.0935384615384615
7588,trunk_overlap,LRliblinear,256.0,4096.0,88.0,0.0153846153846153
7589,trunk_overlap,LRliblinear,256.0,4096.0,91.0,0.047076923076923
7590,trunk_overlap,LRliblinear,256.0,4096.0,92.0,0.0153846153846153
7591,trunk_overlap,LRliblinear,256.0,4096.0,93.0,0.0935384615384615
7592,trunk_overlap,LRliblinear,256.0,4096.0,95.0,0.0547692307692307
7593,trunk_overlap,LRliblinear,256.0,4096.0,94.0,0.0713846153846153
7594,trunk_overlap,LRliblinear,256.0,4096.0,96.0,0.0
7595,trunk_overlap,LRliblinear,256.0,4096.0,99.0,0.0156923076923076
7596,trunk_overlap,LRliblinear,256.0,4096.0,98.0,0.039076923076923
7597,trunk_overlap,LRliblinear,256.0,4096.0,97.0,0.0156923076923076
7598,trunk_overlap,LRliblinear,512.0,4096.0,4.0,0.0466063348416289
7599,trunk_overlap,LRliblinear,512.0,4096.0,1.0,0.0038461538461538
7600,trunk_overlap,LRliblinear,512.0,4096.0,3.0,0.0351432880844645
7601,trunk_overlap,LRliblinear,512.0,4096.0,2.0,0.0391402714932126
7602,trunk_overlap,LRliblinear,512.0,4096.0,0.0,0.0233785822021116
7603,trunk_overlap,LRliblinear,512.0,4096.0,5.0,0.0392156862745097
7604,trunk_overlap,LRliblinear,512.0,4096.0,7.0,0.0470588235294117
7605,trunk_overlap,LRliblinear,512.0,4096.0,6.0,0.0156108597285067
7606,trunk_overlap,LRliblinear,512.0,4096.0,8.0,0.0782805429864253
7607,trunk_overlap,LRliblinear,512.0,4096.0,10.0,0.0468325791855203
7608,trunk_overlap,LRliblinear,512.0,4096.0,9.0,0.0273755656108597
7609,trunk_overlap,LRliblinear,512.0,4096.0,18.0,0.0468325791855203
7610,trunk_overlap,LRliblinear,512.0,4096.0,15.0,0.0352187028657616
7611,trunk_overlap,LRliblinear,512.0,4096.0,13.0,0.0196078431372549
7612,trunk_overlap,LRliblinear,512.0,4096.0,16.0,0.0235294117647058
7613,trunk_overlap,LRliblinear,512.0,4096.0,11.0,0.0582956259426847
7614,trunk_overlap,LRliblinear,512.0,4096.0,21.0,0.0156862745098039
7615,trunk_overlap,LRliblinear,512.0,4096.0,12.0,0.0234539969834087
7616,trunk_overlap,LRliblinear,512.0,4096.0,14.0,0.0391402714932126
7617,trunk_overlap,LRliblinear,512.0,4096.0,17.0,0.0274509803921568
7618,trunk_overlap,LRliblinear,512.0,4096.0,19.0,0.1055806938159879
7619,trunk_overlap,LRliblinear,512.0,4096.0,20.0,0.0352941176470588
7620,trunk_overlap,LRliblinear,512.0,4096.0,24.0,0.0509049773755656
7621,trunk_overlap,LRliblinear,512.0,4096.0,23.0,0.0273755656108597
7622,trunk_overlap,LRliblinear,512.0,4096.0,25.0,0.0585972850678733
7623,trunk_overlap,LRliblinear,512.0,4096.0,30.0,0.0391402714932126
7624,trunk_overlap,LRliblinear,512.0,4096.0,26.0,0.0469079939668174
7625,trunk_overlap,LRliblinear,512.0,4096.0,22.0,0.0392156862745098
7626,trunk_overlap,LRliblinear,512.0,4096.0,39.0,0.0234539969834087
7627,trunk_overlap,LRliblinear,512.0,4096.0,27.0,0.0468325791855203
7628,trunk_overlap,LRliblinear,512.0,4096.0,28.0,0.0196078431372549
7629,trunk_overlap,LRliblinear,512.0,4096.0,29.0,0.0352941176470588
7630,trunk_overlap,LRliblinear,512.0,4096.0,48.0,0.0509803921568627
7631,trunk_overlap,LRliblinear,512.0,4096.0,33.0,0.0273001508295625
7632,trunk_overlap,LRliblinear,512.0,4096.0,35.0,0.0352941176470588
7633,trunk_overlap,LRliblinear,512.0,4096.0,32.0,0.0428355957767722
7634,trunk_overlap,LRliblinear,512.0,4096.0,38.0,0.0391402714932126
7635,trunk_overlap,LRliblinear,512.0,4096.0,36.0,0.0234539969834087
7636,trunk_overlap,LRliblinear,512.0,4096.0,31.0,0.0233785822021116
7637,trunk_overlap,LRliblinear,512.0,4096.0,34.0,0.0156862745098039
7638,trunk_overlap,LRliblinear,512.0,4096.0,37.0,0.0156862745098039
7639,trunk_overlap,LRliblinear,512.0,4096.0,41.0,0.0
7640,trunk_overlap,LRliblinear,512.0,4096.0,44.0,0.0156862745098039
7641,trunk_overlap,LRliblinear,512.0,4096.0,42.0,0.0389894419306183
7642,trunk_overlap,LRliblinear,512.0,4096.0,40.0,0.0196078431372549
7643,trunk_overlap,LRliblinear,512.0,4096.0,43.0,0.0235294117647058
7644,trunk_overlap,LRliblinear,512.0,4096.0,46.0,0.0232277526395173
7645,trunk_overlap,LRliblinear,512.0,4096.0,45.0,0.0509803921568627
7646,trunk_overlap,LRliblinear,512.0,4096.0,49.0,0.0429864253393665
7647,trunk_overlap,LRliblinear,512.0,4096.0,47.0,0.0858220211161387
7648,trunk_overlap,LRliblinear,512.0,4096.0,50.0,0.0507541478129713
7649,trunk_overlap,LRliblinear,512.0,4096.0,51.0,0.066289592760181
7650,trunk_overlap,LRliblinear,512.0,4096.0,52.0,0.0543740573152337
7651,trunk_overlap,LRliblinear,512.0,4096.0,55.0,0.0390648567119155
7652,trunk_overlap,LRliblinear,512.0,4096.0,58.0,0.0273001508295625
7653,trunk_overlap,LRliblinear,512.0,4096.0,56.0,0.0271493212669683
7654,trunk_overlap,LRliblinear,512.0,4096.0,53.0,0.0548265460030166
7655,trunk_overlap,LRliblinear,512.0,4096.0,54.0,0.0235294117647058
7656,trunk_overlap,LRliblinear,512.0,4096.0,59.0,0.0625942684766214
7657,trunk_overlap,LRliblinear,512.0,4096.0,57.0,0.0116138763197586
7658,trunk_overlap,LRliblinear,512.0,4096.0,60.0,0.0429864253393665
7659,trunk_overlap,LRliblinear,512.0,4096.0,62.0,0.0390648567119155
7660,trunk_overlap,LRliblinear,512.0,4096.0,61.0,0.0195324283559577
7661,trunk_overlap,LRliblinear,512.0,4096.0,63.0,0.0310708898944193
7662,trunk_overlap,LRliblinear,512.0,4096.0,64.0,0.0390648567119155
7663,trunk_overlap,LRliblinear,512.0,4096.0,65.0,0.0156862745098039
7664,trunk_overlap,LRliblinear,512.0,4096.0,66.0,0.1245098039215686
7665,trunk_overlap,LRliblinear,512.0,4096.0,68.0,0.0235294117647058
7666,trunk_overlap,LRliblinear,512.0,4096.0,67.0,0.0156862745098039
7667,trunk_overlap,LRliblinear,512.0,4096.0,69.0,0.0351432880844645
7668,trunk_overlap,LRliblinear,512.0,4096.0,70.0,0.0390648567119155
7669,trunk_overlap,LRliblinear,512.0,4096.0,71.0,0.0272247360482654
7670,trunk_overlap,LRliblinear,512.0,4096.0,72.0,0.0469079939668174
7671,trunk_overlap,LRliblinear,512.0,4096.0,75.0,0.0312971342383107
7672,trunk_overlap,LRliblinear,512.0,4096.0,74.0,0.0312971342383107
7673,trunk_overlap,LRliblinear,512.0,4096.0,73.0,0.0273001508295625
7674,trunk_overlap,LRliblinear,512.0,4096.0,76.0,0.0235294117647058
7675,trunk_overlap,LRliblinear,512.0,4096.0,78.0,0.0352187028657616
7676,trunk_overlap,LRliblinear,512.0,4096.0,77.0,0.0430618401206636
7677,trunk_overlap,LRliblinear,512.0,4096.0,81.0,0.0585218702865761
7678,trunk_overlap,LRliblinear,512.0,4096.0,79.0,0.0740573152337858
7679,trunk_overlap,LRliblinear,512.0,4096.0,80.0,0.0391402714932126
7680,trunk_overlap,LRliblinear,512.0,4096.0,82.0,0.0156862745098039
7681,trunk_overlap,LRliblinear,512.0,4096.0,83.0,0.0509049773755656
7682,trunk_overlap,LRliblinear,512.0,4096.0,86.0,0.0116138763197586
7683,trunk_overlap,LRliblinear,512.0,4096.0,85.0,0.0503770739064856
7684,trunk_overlap,LRliblinear,512.0,4096.0,84.0,0.0154600301659125
7685,trunk_overlap,LRliblinear,512.0,4096.0,89.0,0.0313725490196078
7686,trunk_overlap,LRliblinear,512.0,4096.0,87.0,0.0392156862745098
7687,trunk_overlap,LRliblinear,512.0,4096.0,88.0,0.0822775263951734
7688,trunk_overlap,LRliblinear,512.0,4096.0,91.0,0.050603318250377
7689,trunk_overlap,LRliblinear,512.0,4096.0,90.0,0.0665158371040724
7690,trunk_overlap,LRliblinear,512.0,4096.0,92.0,0.0429864253393665
7691,trunk_overlap,LRliblinear,512.0,4096.0,93.0,0.0194570135746606
7692,trunk_overlap,LRliblinear,512.0,4096.0,95.0,0.0231523378582202
7693,trunk_overlap,LRliblinear,512.0,4096.0,94.0,0.0312971342383107
7694,trunk_overlap,LRliblinear,512.0,4096.0,96.0,0.0388386123680241
7695,trunk_overlap,LRliblinear,512.0,4096.0,99.0,0.0195324283559577
7696,trunk_overlap,LRliblinear,512.0,4096.0,97.0,0.0504524886877828
7697,trunk_overlap,LRliblinear,512.0,4096.0,98.0,0.0272247360482654
7698,trunk_overlap,LRliblinear,1024.0,4096.0,7.0,0.0349895297924995
7699,trunk_overlap,LRliblinear,1024.0,4096.0,0.0,0.0097658480868075
7700,trunk_overlap,LRliblinear,1024.0,4096.0,1.0,0.019531696173615
7701,trunk_overlap,LRliblinear,1024.0,4096.0,4.0,0.0137064534551684
7702,trunk_overlap,LRliblinear,1024.0,4096.0,2.0,0.0331810394060536
7703,trunk_overlap,LRliblinear,1024.0,4096.0,3.0,0.0155530173234342
7704,trunk_overlap,LRliblinear,1024.0,4096.0,11.0,0.0272986864648772
7705,trunk_overlap,LRliblinear,1024.0,4096.0,5.0,0.0273938701694269
7706,trunk_overlap,LRliblinear,1024.0,4096.0,6.0,0.0487911669522177
7707,trunk_overlap,LRliblinear,1024.0,4096.0,8.0,0.0332381496287835
7708,trunk_overlap,LRliblinear,1024.0,4096.0,13.0,0.0234913382828859
7709,trunk_overlap,LRliblinear,1024.0,4096.0,9.0,0.0195888063963449
7710,trunk_overlap,LRliblinear,1024.0,4096.0,10.0,0.019550732914525
7711,trunk_overlap,LRliblinear,1024.0,4096.0,23.0,0.0254521225966114
7712,trunk_overlap,LRliblinear,1024.0,4096.0,12.0,0.0155910908052541
7713,trunk_overlap,LRliblinear,1024.0,4096.0,16.0,0.0253379021511517
7714,trunk_overlap,LRliblinear,1024.0,4096.0,15.0,0.0488863506567675
7715,trunk_overlap,LRliblinear,1024.0,4096.0,17.0,0.0175709118598895
7716,trunk_overlap,LRliblinear,1024.0,4096.0,14.0,0.0233961545783361
7717,trunk_overlap,LRliblinear,1024.0,4096.0,20.0,0.0215305539691604
7718,trunk_overlap,LRliblinear,1024.0,4096.0,18.0,0.0351608604606891
7719,trunk_overlap,LRliblinear,1024.0,4096.0,24.0,0.027355796687607
7720,trunk_overlap,LRliblinear,1024.0,4096.0,53.0,0.0762421473443746
7721,trunk_overlap,LRliblinear,1024.0,4096.0,19.0,0.0546354464115743
7722,trunk_overlap,LRliblinear,1024.0,4096.0,22.0,0.0253759756329716
7723,trunk_overlap,LRliblinear,1024.0,4096.0,21.0,0.046925566343042
7724,trunk_overlap,LRliblinear,1024.0,4096.0,25.0,0.0214544070055206
7725,trunk_overlap,LRliblinear,1024.0,4096.0,33.0,0.0117456691414429
7726,trunk_overlap,LRliblinear,1024.0,4096.0,31.0,0.0273367599466971
7727,trunk_overlap,LRliblinear,1024.0,4096.0,26.0,0.0137254901960784
7728,trunk_overlap,LRliblinear,1024.0,4096.0,30.0,0.0214734437464306
7729,trunk_overlap,LRliblinear,1024.0,4096.0,37.0,0.0467923091566723
7730,trunk_overlap,LRliblinear,1024.0,4096.0,27.0,0.0332191128878735
7731,trunk_overlap,LRliblinear,1024.0,4096.0,32.0,0.0253950123738815
7732,trunk_overlap,LRliblinear,1024.0,4096.0,36.0,0.035179897201599
7733,trunk_overlap,LRliblinear,1024.0,4096.0,29.0,0.0351418237197791
7734,trunk_overlap,LRliblinear,1024.0,4096.0,38.0,0.0468303826384922
7735,trunk_overlap,LRliblinear,1024.0,4096.0,28.0,0.0312583285741481
7736,trunk_overlap,LRliblinear,1024.0,4096.0,39.0,0.0293736912240624
7737,trunk_overlap,LRliblinear,1024.0,4096.0,35.0,0.0175518751189796
7738,trunk_overlap,LRliblinear,1024.0,4096.0,34.0,0.0370074243289548
7739,trunk_overlap,LRliblinear,1024.0,4096.0,41.0,0.0312202550923281
7740,trunk_overlap,LRliblinear,1024.0,4096.0,43.0,0.0156672377688939
7741,trunk_overlap,LRliblinear,1024.0,4096.0,40.0,0.043003997715591
7742,trunk_overlap,LRliblinear,1024.0,4096.0,42.0,0.0274319436512469
7743,trunk_overlap,LRliblinear,1024.0,4096.0,44.0,0.0410812868836855
7744,trunk_overlap,LRliblinear,1024.0,4096.0,46.0,0.0391585760517799
7745,trunk_overlap,LRliblinear,1024.0,4096.0,47.0,0.0293356177422425
7746,trunk_overlap,LRliblinear,1024.0,4096.0,51.0,0.0292404340376927
7747,trunk_overlap,LRliblinear,1024.0,4096.0,45.0,0.0194745859508852
7748,trunk_overlap,LRliblinear,1024.0,4096.0,48.0,0.031277365315058
7749,trunk_overlap,LRliblinear,1024.0,4096.0,49.0,0.0409099562154959
7750,trunk_overlap,LRliblinear,1024.0,4096.0,50.0,0.0293356177422425
7751,trunk_overlap,LRliblinear,1024.0,4096.0,55.0,0.0292023605558728
7752,trunk_overlap,LRliblinear,1024.0,4096.0,56.0,0.0253569388920616
7753,trunk_overlap,LRliblinear,1024.0,4096.0,52.0,0.0234151913192461
7754,trunk_overlap,LRliblinear,1024.0,4096.0,60.0,0.0311821816105082
7755,trunk_overlap,LRliblinear,1024.0,4096.0,54.0,0.0371216447744146
7756,trunk_overlap,LRliblinear,1024.0,4096.0,58.0,0.0253950123738815
7757,trunk_overlap,LRliblinear,1024.0,4096.0,57.0,0.0272796497239672
7758,trunk_overlap,LRliblinear,1024.0,4096.0,59.0,0.0274129069103369
7759,trunk_overlap,LRliblinear,1024.0,4096.0,76.0,0.0136874167142585
7760,trunk_overlap,LRliblinear,1024.0,4096.0,61.0,0.0175899486007995
7761,trunk_overlap,LRliblinear,1024.0,4096.0,62.0,0.043042071197411
7762,trunk_overlap,LRliblinear,1024.0,4096.0,78.0,0.0351227869788692
7763,trunk_overlap,LRliblinear,1024.0,4096.0,63.0,0.0293356177422425
7764,trunk_overlap,LRliblinear,1024.0,4096.0,64.0,0.0507709880068532
7765,trunk_overlap,LRliblinear,1024.0,4096.0,65.0,0.0254330858557015
7766,trunk_overlap,LRliblinear,1024.0,4096.0,67.0,0.0586141252617551
7767,trunk_overlap,LRliblinear,1024.0,4096.0,68.0,0.0566723776889396
7768,trunk_overlap,LRliblinear,1024.0,4096.0,66.0,0.0136874167142585
7769,trunk_overlap,LRliblinear,1024.0,4096.0,70.0,0.0490005711022272
7770,trunk_overlap,LRliblinear,1024.0,4096.0,84.0,0.031277365315058
7771,trunk_overlap,LRliblinear,1024.0,4096.0,72.0,0.0233961545783361
7772,trunk_overlap,LRliblinear,1024.0,4096.0,71.0,0.0410241766609556
7773,trunk_overlap,LRliblinear,1024.0,4096.0,69.0,0.023472301541976
7774,trunk_overlap,LRliblinear,1024.0,4096.0,73.0,0.031296402055968
7775,trunk_overlap,LRliblinear,1024.0,4096.0,85.0,0.0254330858557015
7776,trunk_overlap,LRliblinear,1024.0,4096.0,74.0,0.0195697696554349
7777,trunk_overlap,LRliblinear,1024.0,4096.0,75.0,0.0350847134970493
7778,trunk_overlap,LRliblinear,1024.0,4096.0,77.0,0.0371026080335046
7779,trunk_overlap,LRliblinear,1024.0,4096.0,79.0,0.0214544070055206
7780,trunk_overlap,LRliblinear,1024.0,4096.0,82.0,0.0292404340376927
7781,trunk_overlap,LRliblinear,1024.0,4096.0,80.0,0.0449647820293165
7782,trunk_overlap,LRliblinear,1024.0,4096.0,81.0,0.0487530934703978
7783,trunk_overlap,LRliblinear,1024.0,4096.0,83.0,0.0077669902912621
7784,trunk_overlap,LRliblinear,1024.0,4096.0,86.0,0.0252998286693318
7785,trunk_overlap,LRliblinear,1024.0,4096.0,87.0,0.0371406815153245
7786,trunk_overlap,LRliblinear,1024.0,4096.0,90.0,0.0176089853417094
7787,trunk_overlap,LRliblinear,1024.0,4096.0,88.0,0.0175709118598895
7788,trunk_overlap,LRliblinear,1024.0,4096.0,89.0,0.031296402055968
7789,trunk_overlap,LRliblinear,1024.0,4096.0,93.0,0.0371597182562345
7790,trunk_overlap,LRliblinear,1024.0,4096.0,92.0,0.0176089853417094
7791,trunk_overlap,LRliblinear,1024.0,4096.0,91.0,0.0292975442604226
7792,trunk_overlap,LRliblinear,1024.0,4096.0,95.0,0.0215305539691604
7793,trunk_overlap,LRliblinear,1024.0,4096.0,96.0,0.0194555492099752
7794,trunk_overlap,LRliblinear,1024.0,4096.0,94.0,0.0233961545783361
7795,trunk_overlap,LRliblinear,1024.0,4096.0,97.0,0.0429849609746811
7796,trunk_overlap,LRliblinear,1024.0,4096.0,99.0,0.0431182181610508
7797,trunk_overlap,LRliblinear,1024.0,4096.0,98.0,0.0215115172282505
7798,trunk_overlap,LRliblinear,2048.0,4096.0,27.0,0.0332424677187948
7799,trunk_overlap,LRliblinear,2048.0,4096.0,4.0,0.0224772835963653
7800,trunk_overlap,LRliblinear,2048.0,4096.0,8.0,0.0273314203730272
7801,trunk_overlap,LRliblinear,2048.0,4096.0,20.0,0.0205164992826398
7802,trunk_overlap,LRliblinear,2048.0,4096.0,3.0,0.0292969870875179
7803,trunk_overlap,LRliblinear,2048.0,4096.0,5.0,0.0244141559062649
7804,trunk_overlap,LRliblinear,2048.0,4096.0,1.0,0.0273457675753228
7805,trunk_overlap,LRliblinear,2048.0,4096.0,0.0,0.0146532759445241
7806,trunk_overlap,LRliblinear,2048.0,4096.0,7.0,0.0263892874222859
7807,trunk_overlap,LRliblinear,2048.0,4096.0,11.0,0.0214729794356767
7808,trunk_overlap,LRliblinear,2048.0,4096.0,6.0,0.0273362027737924
7809,trunk_overlap,LRliblinear,2048.0,4096.0,2.0,0.0224581539933046
7810,trunk_overlap,LRliblinear,2048.0,4096.0,13.0,0.0214681970349115
7811,trunk_overlap,LRliblinear,2048.0,4096.0,24.0,0.023428981348637
7812,trunk_overlap,LRliblinear,2048.0,4096.0,10.0,0.0224533715925394
7813,trunk_overlap,LRliblinear,2048.0,4096.0,9.0,0.0282926829268292
7814,trunk_overlap,LRliblinear,2048.0,4096.0,16.0,0.0263845050215208
7815,trunk_overlap,LRliblinear,2048.0,4096.0,30.0,0.0224581539933046
7816,trunk_overlap,LRliblinear,2048.0,4096.0,31.0,0.0361214729794356
7817,trunk_overlap,LRliblinear,2048.0,4096.0,15.0,0.0234576757532281
7818,trunk_overlap,LRliblinear,2048.0,4096.0,12.0,0.0331946437111429
7819,trunk_overlap,LRliblinear,2048.0,4096.0,26.0,0.030286944045911
7820,trunk_overlap,LRliblinear,2048.0,4096.0,14.0,0.0204925872788139
7821,trunk_overlap,LRliblinear,2048.0,4096.0,17.0,0.0312434241989478
7822,trunk_overlap,LRliblinear,2048.0,4096.0,19.0,0.0273362027737924
7823,trunk_overlap,LRliblinear,2048.0,4096.0,29.0,0.0234385461501673
7824,trunk_overlap,LRliblinear,2048.0,4096.0,61.0,0.0244141559062649
7825,trunk_overlap,LRliblinear,2048.0,4096.0,25.0,0.0439263510282161
7826,trunk_overlap,LRliblinear,2048.0,4096.0,18.0,0.0292826398852223
7827,trunk_overlap,LRliblinear,2048.0,4096.0,33.0,0.0283070301291248
7828,trunk_overlap,LRliblinear,2048.0,4096.0,32.0,0.0253849832615973
7829,trunk_overlap,LRliblinear,2048.0,4096.0,23.0,0.022443806791009
7830,trunk_overlap,LRliblinear,2048.0,4096.0,35.0,0.043950263032042
7831,trunk_overlap,LRliblinear,2048.0,4096.0,36.0,0.0195265423242467
7832,trunk_overlap,LRliblinear,2048.0,4096.0,21.0,0.0234385461501673
7833,trunk_overlap,LRliblinear,2048.0,4096.0,22.0,0.0409995217599234
7834,trunk_overlap,LRliblinear,2048.0,4096.0,34.0,0.0214873266379722
7835,trunk_overlap,LRliblinear,2048.0,4096.0,43.0,0.0253897656623625
7836,trunk_overlap,LRliblinear,2048.0,4096.0,49.0,0.0322190339550454
7837,trunk_overlap,LRliblinear,2048.0,4096.0,40.0,0.0312673362027737
7838,trunk_overlap,LRliblinear,2048.0,4096.0,60.0,0.0234672405547584
7839,trunk_overlap,LRliblinear,2048.0,4096.0,44.0,0.0253754184600669
7840,trunk_overlap,LRliblinear,2048.0,4096.0,47.0,0.0302821616451458
7841,trunk_overlap,LRliblinear,2048.0,4096.0,28.0,0.018546150167384
7842,trunk_overlap,LRliblinear,2048.0,4096.0,52.0,0.02636537541846
7843,trunk_overlap,LRliblinear,2048.0,4096.0,38.0,0.0126972740315638
