sas98,cmi,idx,n_samples,n_dims_1,n_dims_2
0.0078125,-7.357299095289704e-06,0,256,506,6
0.01953125,8.683836441092385e-05,0,512,506,6
0.00390625,-0.00011006232573274044,0,1024,506,6
0.0078125,-5.801088855172942e-06,1,256,506,6
0.00390625,-0.0003737528731374562,1,512,506,6
0.02734375,7.69424215745218e-05,1,1024,506,6
0.015625,0.00010809995370286707,2,256,506,6
0.00390625,0.00015336569776158715,2,512,506,6
0.0234375,3.302869997945379e-05,2,1024,506,6
0.015625,-0.00014810602350356916,3,256,506,6
0.00390625,-1.2594730822379496e-05,3,512,506,6
0.001953125,-4.3437955102643144e-05,3,1024,506,6
0.0078125,-0.0001380888363980981,4,256,506,6
0.0,0.00019350835172182723,4,512,506,6
0.00390625,-4.036835474630074e-05,4,1024,506,6
0.0,0.00027544421371172856,5,256,506,6
0.01953125,-6.9365482247008e-05,5,512,506,6
0.009765625,-1.7568058208183857e-05,5,1024,506,6
0.0,-0.00032358369646312557,6,256,506,6
0.01953125,0.00015036051795269678,6,512,506,6
0.009765625,-2.9524417283099957e-05,6,1024,506,6
0.0078125,3.3931921783803e-05,7,256,506,6
0.00390625,6.228608689551329e-05,7,512,506,6
0.017578125,8.390560285709281e-05,7,1024,506,6
0.0078125,0.00021142641781546345,8,256,506,6
0.0,0.00010795174463951174,8,512,506,6
0.015625,2.082102614875403e-05,8,1024,506,6
0.0,-6.963945038074293e-05,9,256,506,6
0.00390625,-0.00044587911393756396,9,512,506,6
0.005859375,-4.307870945485792e-05,9,1024,506,6
0.0078125,-1.4222667758190255e-05,10,256,506,6
0.015625,0.0002679665325446834,10,512,506,6
0.0,2.902407766502968e-05,10,1024,506,6
0.0078125,0.00020784434464959922,11,256,506,6
0.0,-0.00010220030092988885,11,512,506,6
0.009765625,-7.667995284177387e-06,11,1024,506,6
0.015625,-0.0002503442050517668,12,256,506,6
0.00390625,3.9151784083424346e-05,12,512,506,6
0.017578125,-5.639904760679215e-05,12,1024,506,6
0.015625,1.4507957386444836e-05,13,256,506,6
0.0,-0.0001157494958339278,13,512,506,6
0.005859375,2.178186549062211e-05,13,1024,506,6
0.0,9.567032743196258e-05,14,256,506,6
0.00390625,6.80221919009405e-05,14,512,506,6
0.009765625,-1.68287308723869e-05,14,1024,506,6
0.0078125,7.39731539134425e-05,15,256,506,6
0.00390625,0.00014692495773260816,15,512,506,6
