n_samples,sim_type,model,metric,metric_value
256,mean_shiftv4,rf,sas98,0.0625
256,mean_shiftv4,rf,sas98,0.03125
256,mean_shiftv4,rf,sas98,0.1171875
256,mean_shiftv4,rf,sas98,0.1484375
256,mean_shiftv4,rf,sas98,0.0703125
256,mean_shiftv4,rf,sas98,0.0234375
256,mean_shiftv4,rf,sas98,0.0390625
256,mean_shiftv4,rf,sas98,0.078125
256,mean_shiftv4,rf,sas98,0.09375
256,mean_shiftv4,rf,sas98,0.0546875
256,mean_shiftv4,rf,sas98,0.109375
256,mean_shiftv4,rf,sas98,0.0390625
256,mean_shiftv4,rf,sas98,0.125
256,mean_shiftv4,rf,sas98,0.0078125
256,mean_shiftv4,rf,sas98,0.15625
256,mean_shiftv4,rf,sas98,0.1015625
256,mean_shiftv4,rf,sas98,0.0234375
256,mean_shiftv4,rf,sas98,0.0546875
256,mean_shiftv4,rf,sas98,0.0
256,mean_shiftv4,rf,sas98,0.0234375
256,mean_shiftv4,rf,sas98,0.1015625
256,mean_shiftv4,rf,sas98,0.0703125
256,mean_shiftv4,rf,sas98,0.0390625
256,mean_shiftv4,rf,sas98,0.1171875
256,mean_shiftv4,rf,sas98,0.03125
256,mean_shiftv4,rf,sas98,0.046875
256,mean_shiftv4,rf,sas98,0.0234375
256,mean_shiftv4,rf,sas98,0.0078125
256,mean_shiftv4,rf,sas98,0.0390625
256,mean_shiftv4,rf,sas98,0.0703125
256,mean_shiftv4,rf,sas98,0.0234375
256,mean_shiftv4,rf,sas98,0.0859375
256,mean_shiftv4,rf,sas98,0.0078125
256,mean_shiftv4,rf,sas98,0.046875
256,mean_shiftv4,rf,sas98,0.234375
256,mean_shiftv4,rf,sas98,0.078125
256,mean_shiftv4,rf,sas98,0.171875
256,mean_shiftv4,rf,sas98,0.0546875
256,mean_shiftv4,rf,sas98,0.0625
256,mean_shiftv4,rf,sas98,0.0625
256,mean_shiftv4,rf,sas98,0.109375
256,mean_shiftv4,rf,sas98,0.125
256,mean_shiftv4,rf,sas98,0.109375
256,mean_shiftv4,rf,sas98,0.1015625
256,mean_shiftv4,rf,sas98,0.078125
256,mean_shiftv4,rf,sas98,0.0625
256,mean_shiftv4,rf,sas98,0.046875
256,mean_shiftv4,rf,sas98,0.0859375
256,mean_shiftv4,rf,sas98,0.0390625
256,mean_shiftv4,rf,sas98,0.09375
256,mean_shiftv4,rf,sas98,0.0078125
