sas98,idx,n_samples,n_dims_1,n_dims_2
0.1875,0,256,5,6
0.15625,0,256,13,6
0.0625,0,256,29,6
-0.0078125,0,256,61,6
-0.03125,0,256,125,6
0.0625,0,256,253,6
0.09375,0,256,509,6
0.046875,0,256,1021,6
0.15625,1,256,5,6
0.1484375,1,256,13,6
0.0546875,1,256,29,6
0.0234375,1,256,61,6
0.0625,1,256,125,6
0.0390625,1,256,253,6
0.109375,1,256,509,6
0.0234375,1,256,1021,6
0.1796875,2,256,5,6
0.0625,2,256,13,6
0.0625,2,256,29,6
0.0390625,2,256,61,6
0.0625,2,256,125,6
0.0546875,2,256,253,6
0.0546875,2,256,509,6
0.0546875,2,256,1021,6
0.125,3,256,5,6
0.0703125,3,256,13,6
-0.0234375,3,256,29,6
0.015625,3,256,61,6
0.1015625,3,256,125,6
0.015625,3,256,253,6
0.0234375,3,256,509,6
0.078125,3,256,1021,6
0.171875,4,256,5,6
0.0703125,4,256,13,6
0.0546875,4,256,29,6
0.015625,4,256,61,6
0.0546875,4,256,125,6
0.078125,4,256,253,6
0.0703125,4,256,509,6
0.046875,4,256,1021,6
0.1640625,5,256,5,6
0.2265625,5,256,13,6
0.0625,5,256,29,6
0.0234375,5,256,61,6
0.0078125,5,256,125,6
-0.0078125,5,256,253,6
-0.0234375,5,256,509,6
0.0859375,5,256,1021,6
0.234375,6,256,5,6
0.0625,6,256,13,6
0.1328125,6,256,29,6
0.078125,6,256,61,6
0.0546875,6,256,125,6
-0.015625,6,256,253,6
0.0546875,6,256,509,6
0.0859375,6,256,1021,6
0.2109375,7,256,5,6
0.0234375,7,256,13,6
0.1328125,7,256,29,6
0.0390625,7,256,61,6
0.0234375,7,256,125,6
0.046875,7,256,253,6
0.0390625,7,256,509,6
0.0078125,7,256,1021,6
0.0546875,8,256,5,6
0.015625,8,256,13,6
-0.03125,8,256,29,6
0.0390625,8,256,61,6
-0.03125,8,256,125,6
0.0078125,8,256,253,6
0.015625,8,256,509,6
-0.0234375,8,256,1021,6
0.1015625,9,256,5,6
0.0859375,9,256,13,6
0.03125,9,256,29,6
0.0234375,9,256,61,6
-0.03125,9,256,125,6
0.046875,9,256,253,6
0.0703125,9,256,509,6
0.0234375,9,256,1021,6
0.1015625,10,256,5,6
0.078125,10,256,13,6
0.046875,10,256,29,6
0.0546875,10,256,61,6
-0.0625,10,256,125,6
-0.0234375,10,256,253,6
0.015625,10,256,509,6
0.0234375,10,256,1021,6
0.0859375,11,256,5,6
0.0,11,256,13,6
-0.03125,11,256,29,6
0.0078125,11,256,61,6
0.0546875,11,256,125,6
-0.03125,11,256,253,6
0.015625,11,256,509,6
-0.015625,11,256,1021,6
0.2109375,12,256,5,6
0.2421875,12,256,13,6
0.171875,12,256,29,6
0.09375,12,256,61,6
0.0625,12,256,125,6
0.0234375,12,256,253,6
0.109375,12,256,509,6
0.0234375,12,256,1021,6
