n_dims_1,sim_type,model,metric,metric_value
2,multi_modalv2,rf,sas98,0.296875
2,multi_modalv2,rf,sas98,0.25390625
2,multi_modalv2,rf,sas98,0.23046875
2,multi_modalv2,rf,sas98,0.2265625
2,multi_modalv2,rf,sas98,0.33203125
2,multi_modalv2,rf,sas98,0.20703125
2,multi_modalv2,rf,sas98,0.26953125
2,multi_modalv2,rf,sas98,0.28515625
2,multi_modalv2,rf,sas98,0.24609375
2,multi_modalv2,rf,sas98,0.28515625
2,multi_modalv2,rf,sas98,0.234375
2,multi_modalv2,rf,sas98,0.21484375
2,multi_modalv2,rf,sas98,0.2890625
2,multi_modalv2,rf,sas98,0.22265625
2,multi_modalv2,rf,sas98,0.28515625
2,multi_modalv2,rf,sas98,0.27734375
2,multi_modalv2,rf,sas98,0.2109375
2,multi_modalv2,rf,sas98,0.21875
2,multi_modalv2,rf,sas98,0.2421875
2,multi_modalv2,rf,sas98,0.2265625
2,multi_modalv2,rf,sas98,0.2421875
2,multi_modalv2,rf,sas98,0.265625
2,multi_modalv2,rf,sas98,0.2421875
2,multi_modalv2,rf,sas98,0.23828125
2,multi_modalv2,rf,sas98,0.21484375
2,multi_modalv2,rf,sas98,0.2734375
2,multi_modalv2,rf,sas98,0.28515625
2,multi_modalv2,rf,sas98,0.26171875
2,multi_modalv2,rf,sas98,0.3203125
2,multi_modalv2,rf,sas98,0.21484375
2,multi_modalv2,rf,sas98,0.25
2,multi_modalv2,rf,sas98,0.23828125
2,multi_modalv2,rf,sas98,0.2421875
2,multi_modalv2,rf,sas98,0.24609375
2,multi_modalv2,rf,sas98,0.234375
2,multi_modalv2,rf,sas98,0.25
2,multi_modalv2,rf,sas98,0.2109375
2,multi_modalv2,rf,sas98,0.23046875
2,multi_modalv2,rf,sas98,0.2421875
2,multi_modalv2,rf,sas98,0.2265625
2,multi_modalv2,rf,sas98,0.22265625
2,multi_modalv2,rf,sas98,0.28125
2,multi_modalv2,rf,sas98,0.234375
2,multi_modalv2,rf,sas98,0.25390625
2,multi_modalv2,rf,sas98,0.2421875
2,multi_modalv2,rf,sas98,0.2734375
2,multi_modalv2,rf,sas98,0.18359375
2,multi_modalv2,rf,sas98,0.22265625
2,multi_modalv2,rf,sas98,0.21875
2,multi_modalv2,rf,sas98,0.265625
2,multi_modalv2,rf,sas98,0.2421875
2,multi_modalv2,rf,sas98,0.23828125
2,multi_modalv2,rf,sas98,0.203125
2,multi_modalv2,rf,sas98,0.24609375
2,multi_modalv2,rf,sas98,0.2421875
2,multi_modalv2,rf,sas98,0.1953125
2,multi_modalv2,rf,sas98,0.21484375
2,multi_modalv2,rf,sas98,0.265625
2,multi_modalv2,rf,sas98,0.25390625
2,multi_modalv2,rf,sas98,0.234375
2,multi_modalv2,rf,sas98,0.3046875
2,multi_modalv2,rf,sas98,0.23046875
2,multi_modalv2,rf,sas98,0.2578125
2,multi_modalv2,rf,sas98,0.23828125
2,multi_modalv2,rf,sas98,0.25
2,multi_modalv2,rf,sas98,0.21875
2,multi_modalv2,rf,sas98,0.265625
2,multi_modalv2,rf,sas98,0.24609375
2,multi_modalv2,rf,sas98,0.27734375
2,multi_modalv2,rf,sas98,0.234375
2,multi_modalv2,rf,sas98,0.25
2,multi_modalv2,rf,sas98,0.21484375
