n_samples,sim_type,model,metric,metric_value
256,multi_modalv2,knn,auc,0.56561279296875
256,multi_modalv2,knn,auc,0.535980224609375
256,multi_modalv2,knn,auc,0.447967529296875
256,multi_modalv2,knn,auc,0.562774658203125
256,multi_modalv2,knn,auc,0.594146728515625
256,multi_modalv2,knn,auc,0.553924560546875
256,multi_modalv2,knn,auc,0.61138916015625
256,multi_modalv2,knn,auc,0.53997802734375
256,multi_modalv2,knn,auc,0.53692626953125
256,multi_modalv2,knn,auc,0.592041015625
256,multi_modalv2,knn,auc,0.57696533203125
256,multi_modalv2,knn,auc,0.5430908203125
256,multi_modalv2,knn,auc,0.635040283203125
256,multi_modalv2,knn,auc,0.467529296875
256,multi_modalv2,knn,auc,0.517120361328125
256,multi_modalv2,knn,auc,0.606597900390625
256,multi_modalv2,knn,auc,0.591156005859375
256,multi_modalv2,knn,auc,0.5462646484375
256,multi_modalv2,knn,auc,0.473175048828125
256,multi_modalv2,knn,auc,0.50390625
256,multi_modalv2,knn,auc,0.569671630859375
256,multi_modalv2,knn,auc,0.522979736328125
256,multi_modalv2,knn,auc,0.5772705078125
256,multi_modalv2,knn,auc,0.5631103515625
256,multi_modalv2,knn,auc,0.506317138671875
256,multi_modalv2,knn,auc,0.600982666015625
256,multi_modalv2,knn,auc,0.529449462890625
256,multi_modalv2,knn,auc,0.513702392578125
256,multi_modalv2,knn,auc,0.62457275390625
256,multi_modalv2,knn,auc,0.532806396484375
256,multi_modalv2,knn,auc,0.58538818359375
256,multi_modalv2,knn,auc,0.524017333984375
256,multi_modalv2,knn,auc,0.533935546875
256,multi_modalv2,knn,auc,0.581085205078125
256,multi_modalv2,knn,auc,0.525909423828125
256,multi_modalv2,knn,auc,0.543304443359375
256,multi_modalv2,knn,auc,0.579254150390625
256,multi_modalv2,knn,auc,0.577117919921875
256,multi_modalv2,knn,auc,0.560638427734375
256,multi_modalv2,knn,auc,0.552490234375
256,multi_modalv2,knn,auc,0.611175537109375
256,multi_modalv2,knn,auc,0.622039794921875
256,multi_modalv2,knn,auc,0.57928466796875
256,multi_modalv2,knn,auc,0.578216552734375
256,multi_modalv2,knn,auc,0.528350830078125
256,multi_modalv2,knn,auc,0.49859619140625
256,multi_modalv2,knn,auc,0.514923095703125
256,multi_modalv2,knn,auc,0.656646728515625
256,multi_modalv2,knn,auc,0.5361328125
256,multi_modalv2,knn,auc,0.58184814453125
256,multi_modalv2,knn,auc,0.55303955078125
256,multi_modalv2,knn,auc,0.560699462890625
256,multi_modalv2,knn,auc,0.519287109375
