sas98,cmi,idx,n_samples,n_dims_1,n_dims_2
0.25,0.02285551045449641,0,256,5,6
0.265625,0.012117447570111128,0,256,13,6
0.265625,0.011018971899545593,0,256,29,6
0.28125,0.008561364361732937,0,256,61,6
0.28125,0.005972800823753732,0,256,125,6
0.265625,0.0037031298971316184,0,256,253,6
0.2734375,0.0018019003058238336,0,256,509,6
0.28125,0.0005670907063164421,0,256,1021,6
0.2578125,0.016950922072236807,1,256,5,6
0.25,0.006469641613663479,1,256,13,6
0.2578125,0.007260320262034825,1,256,29,6
0.2421875,0.006015966972152231,1,256,61,6
0.25,0.0027357499711971878,1,256,125,6
0.2578125,0.0013900239991171404,1,256,253,6
0.234375,1.202700356850439e-05,1,256,509,6
0.265625,-9.421483782567908e-05,1,256,1021,6
0.21875,0.012323035912355396,2,256,5,6
0.21875,0.007181088815075953,2,256,13,6
0.2109375,0.0037396137979139876,2,256,29,6
0.2265625,0.0027697053808577454,2,256,61,6
0.21875,0.0012646606161745844,2,256,125,6
0.234375,6.417866894747881e-05,2,256,253,6
0.2421875,-0.00025158167298544587,2,256,509,6
0.2421875,-0.000675514189348414,2,256,1021,6
0.1796875,0.015144005119748671,3,256,5,6
0.21875,0.008030789659680182,3,256,13,6
0.2109375,0.004218658565146027,3,256,29,6
0.2265625,0.0024203988456606984,3,256,61,6
0.21875,0.0011798966885903095,3,256,125,6
0.1796875,-0.0002791878514073476,3,256,253,6
0.2109375,-0.00043701404670892785,3,256,509,6
0.1875,-0.0011464129101519394,3,256,1021,6
0.21875,0.015527517171508909,4,256,5,6
0.2421875,0.010071212917694417,4,256,13,6
0.234375,0.005829965369773982,4,256,29,6
0.2109375,0.0007649495575841048,4,256,61,6
0.2421875,0.0008236821658486049,4,256,125,6
0.2421875,0.0009252795322892693,4,256,253,6
0.25,-0.00014512864305060713,4,256,509,6
0.2578125,-0.00040867978891689916,4,256,1021,6
0.2578125,0.01916811683173303,5,256,5,6
0.25,0.013059341489815468,5,256,13,6
0.2734375,0.011817582178180075,5,256,29,6
0.2578125,0.007700094404026747,5,256,61,6
0.2578125,0.00479445325489003,5,256,125,6
0.2578125,0.002437304261996731,5,256,253,6
0.2578125,0.0013452156225053358,5,256,509,6
0.265625,0.0006398651572121494,5,256,1021,6
0.3046875,0.03099607096435586,6,256,5,6
0.265625,0.019261692272666053,6,256,13,6
0.3203125,0.020730493264344285,6,256,29,6
0.328125,0.017935043854264254,6,256,61,6
