sas98,cmi,idx,n_samples,n_dims_1,n_dims_2
0.0,0.0,0,256,5,6
0.0,0.0,0,256,13,6
0.0,0.0,0,256,29,6
0.0,0.0,0,256,61,6
0.0,0.0,0,256,125,6
0.0,0.0,0,256,253,6
0.0,0.0,0,256,509,6
0.0,0.0,0,256,1021,6
0.0,0.0,1,256,5,6
0.0,0.0,1,256,13,6
0.0,0.0,1,256,29,6
0.0,0.0,1,256,61,6
0.0,0.0,1,256,125,6
0.0,0.0,1,256,253,6
0.0,0.0,1,256,509,6
0.0,0.0,1,256,1021,6
0.0,0.0,2,256,5,6
0.0,0.0,2,256,13,6
0.0,0.0,2,256,29,6
0.0,0.0,2,256,61,6
0.0,0.0,2,256,125,6
0.0,0.0,2,256,253,6
0.0,0.0,2,256,509,6
0.0,0.0,2,256,1021,6
0.0,0.0,3,256,5,6
0.0,0.0,3,256,13,6
0.0,0.0,3,256,29,6
0.0,0.0,3,256,61,6
0.0,0.0,3,256,125,6
0.0,0.0,3,256,253,6
0.0,0.0,3,256,509,6
0.0,0.0,3,256,1021,6
0.0,0.0,4,256,5,6
0.0,0.0,4,256,13,6
0.0,0.0,4,256,29,6
0.0,0.0,4,256,61,6
0.0,0.0,4,256,125,6
0.0,0.0,4,256,253,6
0.0,0.0,4,256,509,6
0.0,0.0,4,256,1021,6
0.0,0.0,5,256,5,6
0.0,0.0,5,256,13,6
0.0,0.0,5,256,29,6
0.0,0.0,5,256,61,6
0.0,0.0,5,256,125,6
0.0,0.0,5,256,253,6
0.0,0.0,5,256,509,6
0.0,0.0,5,256,1021,6
0.0,0.0,6,256,5,6
0.0,0.0,6,256,13,6
0.0,0.0,6,256,29,6
0.0,0.0,6,256,61,6
0.0,0.0,6,256,125,6
0.0,0.0,6,256,253,6
0.0,0.0,6,256,509,6
0.0,0.0,6,256,1021,6
0.0,0.0,7,256,5,6
0.0,0.0,7,256,13,6
0.0,0.0,7,256,29,6
0.0,0.0,7,256,61,6
0.0,0.0,7,256,125,6
0.0,0.0,7,256,253,6
0.0,0.0,7,256,509,6
0.0,0.0,7,256,1021,6
0.0,0.0,8,256,5,6
0.0,0.0,8,256,13,6
0.0,0.0,8,256,29,6
0.0,0.0,8,256,61,6
0.0,0.0,8,256,125,6
0.0,0.0,8,256,253,6
0.0,0.0,8,256,509,6
0.0,0.0,8,256,1021,6
0.0,0.0,9,256,5,6
0.0,0.0,9,256,13,6
0.0,0.0,9,256,29,6
0.0,0.0,9,256,61,6
0.0,0.0,9,256,125,6
0.0,0.0,9,256,253,6
0.0,0.0,9,256,509,6
0.0,0.0,9,256,1021,6
0.0,0.0,10,256,5,6
0.0,0.0,10,256,13,6
0.0,0.0,10,256,29,6
0.0,0.0,10,256,61,6
0.0,0.0,10,256,125,6
0.0,0.0,10,256,253,6
0.0,0.0,10,256,509,6
0.0,0.0,10,256,1021,6
0.0,0.0,11,256,5,6
0.0,0.0,11,256,13,6
0.0,0.0,11,256,29,6
0.0,0.0,11,256,61,6
0.0,0.0,11,256,125,6
0.0,0.0,11,256,253,6
