sas98,cmi,idx,n_samples,n_dims_1,n_dims_2
0.01953125,0.0030634598074767982,0,512,2,6
-0.01171875,0.0011874481877407472,0,512,10,6
-0.01171875,0.0006107441467182451,0,512,26,6
0.0078125,0.0006133320901661188,0,512,58,6
0.02734375,-0.00020800807750187555,0,512,122,6
-0.0078125,-0.00014869964200836527,0,512,250,6
0.02734375,-5.460726290040796e-05,0,512,506,6
-0.00390625,-6.764530086433851e-05,0,512,1018,6
-0.0234375,-0.0007570757274044659,1,512,2,6
0.01953125,-0.00045524084698556067,1,512,10,6
0.01953125,-0.0001094465030182512,1,512,26,6
0.0078125,-0.0007018621303408468,1,512,58,6
0.0,0.00034059742703884677,1,512,122,6
0.00390625,-0.00023362804156368266,1,512,250,6
-0.01953125,9.180223484439587e-05,1,512,506,6
-0.0078125,0.00017201417734502567,1,512,1018,6
0.04296875,0.0008921245275159695,2,512,2,6
-0.0234375,-0.00011350860421466269,2,512,10,6
-0.01171875,-0.00032552031683452665,2,512,26,6
-0.01171875,5.2112585665842204e-05,2,512,58,6
-0.01171875,-7.128787663379654e-05,2,512,122,6
0.0,8.968697550360005e-05,2,512,250,6
0.0234375,-0.0001230356145109912,2,512,506,6
0.0078125,1.537538310270037e-05,2,512,1018,6
-0.04296875,0.00014862510364710424,3,512,2,6
0.00390625,-0.00037839060759836673,3,512,10,6
0.0078125,0.000391463919320878,3,512,26,6
0.0,0.000545119413774886,3,512,58,6
0.0078125,4.2930543112662534e-05,3,512,122,6
-0.0078125,0.0001917186695384876,3,512,250,6
-0.01171875,-7.989263844931926e-05,3,512,506,6
-0.0078125,-0.00011208499862225274,3,512,1018,6
0.04296875,-0.001250862820308507,4,512,2,6
-0.0078125,0.00023346618051522938,4,512,10,6
-0.00390625,-6.651904861876279e-05,4,512,26,6
0.01171875,-0.0002752937120049648,4,512,58,6
0.0,-0.0002404187006480596,4,512,122,6
0.015625,1.053904895975677e-05,4,512,250,6
-0.01171875,0.00014824334376206671,4,512,506,6
-0.0078125,3.918479241304951e-06,4,512,1018,6
-0.02734375,0.0005071803924521223,5,512,2,6
0.03125,0.00016757769786979182,5,512,10,6
0.0078125,-0.0007972199670293056,5,512,26,6
-0.01171875,0.00036739936499396997,5,512,58,6
0.0,1.2720713731151356e-05,5,512,122,6
-0.0390625,-6.885180200133512e-05,5,512,250,6
-0.02734375,-0.0002642118810738392,5,512,506,6
0.01953125,-2.21516737947125e-05,5,512,1018,6
-0.02734375,-0.0005240410629880898,6,512,2,6
-0.03125,0.00021047598930967748,6,512,10,6
-0.01171875,0.0005141244633181108,6,512,26,6
0.0078125,-0.0002972955461124638,6,512,58,6
0.0078125,7.812403332063678e-05,6,512,122,6
0.00390625,-5.609531049355354e-05,6,512,250,6
0.046875,0.00026763265144646997,6,512,506,6
-0.00390625,6.176866082807653e-05,6,512,1018,6
0.015625,0.0008600409944135023,7,512,2,6
-0.00390625,0.00026413692878390904,7,512,10,6
-0.00390625,-0.0005162559991566118,7,512,26,6
-0.01171875,-0.00022995211871523757,7,512,58,6
-0.00390625,-4.535172005015742e-05,7,512,122,6
0.03515625,-0.0003464750944798256,7,512,250,6
-0.015625,-0.00013503431896022544,7,512,506,6
-0.01171875,1.7182842722451852e-05,7,512,1018,6
0.01171875,-0.0006239762586144337,8,512,2,6
0.015625,-0.00023091147345544183,8,512,10,6
0.0234375,0.00029687890766116887,8,512,26,6
0.015625,0.00030649117052594654,8,512,58,6
-0.0234375,-0.0002126858862616654,8,512,122,6
-0.01953125,0.00037067729885609246,8,512,250,6
-0.0234375,9.812203537451492e-05,8,512,506,6
0.015625,-4.16322481071596e-05,8,512,1018,6
0.01953125,-0.00011671738802609966,9,512,2,6
0.01171875,-0.00016790827447077383,9,512,10,6
-0.07421875,0.0004573014759630123,9,512,26,6
-0.0234375,0.000232758928538912,9,512,58,6
0.03125,0.0005452044664815414,9,512,122,6
0.00390625,0.0001014392499161243,9,512,250,6
0.01953125,0.00011169590351756131,9,512,506,6
0.0,-4.583949663183873e-07,9,512,1018,6
-0.015625,-0.0012178747630278153,10,512,2,6
0.00390625,0.00011009172467590922,10,512,10,6
0.05859375,-8.884494235150697e-05,10,512,26,6
-0.015625,-0.0003433801542207515,10,512,58,6
-0.0078125,-0.00010968323269344715,10,512,122,6
0.01171875,-0.0001047545139422068,10,512,250,6
0.015625,-0.00018935962205557377,10,512,506,6
0.0078125,0.00017999131492185683,10,512,1018,6
-0.01171875,0.0009964031606212176,11,512,2,6
-0.01171875,0.00030295079203745967,11,512,10,6
0.015625,0.00016032256844999981,11,512,26,6
0.0234375,0.00014595443106935058,11,512,58,6
-0.01171875,5.3344299544622054e-05,11,512,122,6
-0.01953125,-5.623099561236078e-05,11,512,250,6
0.0,0.0001975548939987526,11,512,506,6
-0.0234375,-0.00021886227305489836,11,512,1018,6
0.0234375,6.400082213275926e-05,12,512,2,6
0.00390625,-2.7263602253913e-05,12,512,10,6
0.0,-0.0002622832075102055,12,512,26,6
0.0078125,-0.00017020915078758136,12,512,58,6
0.01171875,-0.00016269077326647174,12,512,122,6
0.015625,1.0636702702626621e-05,12,512,250,6
-0.01171875,-6.0714396956651484e-05,12,512,506,6
0.01953125,1.1782208357846713e-05,12,512,1018,6
-0.0546875,0.0007670732845618256,13,512,2,6
0.0,-0.00045906082552216176,13,512,10,6
-0.00390625,0.00022999396358136526,13,512,26,6
0.0,0.00011265588163866802,13,512,58,6
-0.00390625,1.907809198775645e-05,13,512,122,6
0.00390625,9.320496502696063e-05,13,512,250,6
-0.00390625,-7.512216803373661e-05,13,512,506,6
-0.0078125,-3.520672828927207e-05,13,512,1018,6
0.03125,0.00012554952361532035,14,512,2,6
-0.00390625,-0.00025114674666770753,14,512,10,6
-0.015625,-2.769243113054376e-05,14,512,26,6
0.01171875,-0.00020375544385298205,14,512,58,6
0.01171875,-2.9532366654705378e-05,14,512,122,6
-0.01953125,-0.0002309228833264898,14,512,250,6
0.00390625,5.198139301831883e-05,14,512,506,6
-0.0078125,5.52643569141642e-05,14,512,1018,6
0.015625,-0.0030499698116817076,15,512,2,6
-0.02734375,-0.00017623540556543915,15,512,10,6
-0.00390625,-0.0009450629818371636,15,512,26,6
-0.0234375,-8.380718772327267e-05,15,512,58,6
-0.01171875,0.00029735242140893625,15,512,122,6
0.00390625,-0.0006877029825445025,15,512,250,6
0.0078125,-7.692007905368836e-05,15,512,506,6
0.01953125,0.00010310736428909006,15,512,1018,6
0.00390625,0.0023743173836309195,16,512,2,6
0.03515625,0.0005143641370980445,16,512,10,6
-0.00390625,0.0007670124525313016,16,512,26,6
0.0078125,0.00023746330194762688,16,512,58,6
0.00390625,-0.0001326233482082939,16,512,122,6
0.0,0.0008006938809408393,16,512,250,6
-0.00390625,-4.768043852843018e-05,16,512,506,6
-0.01171875,5.3704822539080155e-06,16,512,1018,6
0.0078125,0.001276889253748803,17,512,2,6
0.00390625,-0.0012684306770590625,17,512,10,6
0.00390625,0.00040609933179291957,17,512,26,6
0.015625,2.906595828777725e-05,17,512,58,6
0.0,-0.00019008818641319536,17,512,122,6
0.0078125,-0.00020819930937387987,17,512,250,6
-0.01171875,0.00010162247916833955,17,512,506,6
0.0078125,-0.0001203635606230602,17,512,1018,6
-0.02734375,-0.0036327471819694868,18,512,2,6
-0.015625,0.00022758290864499653,18,512,10,6
0.01953125,-0.00012150674045185994,18,512,26,6
-0.0234375,-0.00048006817674184354,18,512,58,6
0.00390625,0.000245067461138726,18,512,122,6
0.01171875,0.0004082739699886595,18,512,250,6
0.01953125,-0.0001304176374068433,18,512,506,6
-0.01171875,0.00012058905399270348,18,512,1018,6
0.01953125,0.0029140139540340115,19,512,2,6
-0.0078125,0.001785582921369766,19,512,10,6
-0.0078125,6.317453969417741e-05,19,512,26,6
0.0234375,0.00041845608404478263,19,512,58,6
-0.015625,-0.0003810665076280362,19,512,122,6
-0.015625,-0.00020951701044213955,19,512,250,6
-0.04296875,9.280138420630912e-05,19,512,506,6
-0.0234375,-0.0003098984385089265,19,512,1018,6
0.015625,-0.0005536722211894052,20,512,2,6
0.0234375,-0.0005393411597522935,20,512,10,6
0.01171875,-3.5892800346548626e-05,20,512,26,6
-0.0078125,7.07223211966479e-05,20,512,58,6
0.01171875,0.00019204112771675774,20,512,122,6
0.01171875,0.00024548848647998334,20,512,250,6
0.046875,-6.767525104067751e-05,20,512,506,6
0.0390625,0.00022125027850616874,20,512,1018,6
-0.015625,-0.00015320351571768143,21,512,2,6
0.00390625,-0.00030362365746283704,21,512,10,6
-0.00390625,-0.0006628950422529201,21,512,26,6
-0.00390625,-0.0002454815683567979,21,512,58,6
-0.0078125,-0.0002563632615367739,21,512,122,6
-0.01171875,-0.0002796159668536635,21,512,250,6
-0.04296875,-0.0001427896241108506,21,512,506,6
-0.0234375,1.4364989807891249e-05,21,512,1018,6
0.01171875,0.0011223312356889448,22,512,2,6
-0.01171875,0.0007708695067811799,22,512,10,6
-0.0078125,0.0006202829019794631,22,512,26,6
-0.01171875,-0.00011237597735402893,22,512,58,6
0.0,0.00019097325492023476,22,512,122,6
-0.015625,0.00014508180225503153,22,512,250,6
0.03125,0.00023629171809846916,22,512,506,6
0.01171875,9.161781904476474e-05,22,512,1018,6
-0.00390625,-0.0008197903105522375,23,512,2,6
-0.01171875,-0.00041457010822809615,23,512,10,6
0.01171875,-0.0001910789997201512,23,512,26,6
0.01953125,0.0006278733002089698,23,512,58,6
0.015625,0.00016289600835517337,23,512,122,6
0.02734375,-0.00012088156049827603,23,512,250,6
0.00390625,-6.7728802874977845e-06,23,512,506,6
0.00390625,-9.549196247771174e-05,23,512,1018,6
0.0078125,0.0005884206067900966,24,512,2,6
0.01953125,-6.112648830203238e-05,24,512,10,6
-0.0234375,0.00011383451971902492,24,512,26,6
0.00390625,-0.00027404459813773485,24,512,58,6
-0.015625,-0.0002053078485706461,24,512,122,6
-0.015625,0.00017161592553560645,24,512,250,6
-0.015625,9.654812482162711e-05,24,512,506,6
-0.00390625,0.00013102224159156073,24,512,1018,6
-0.03125,-0.0010547691735320885,25,512,2,6
-0.02734375,4.169830871114666e-05,25,512,10,6
0.00390625,-0.0002648874401421919,25,512,26,6
-0.0234375,-4.003140429253982e-05,25,512,58,6
0.0078125,0.0001618055514513994,25,512,122,6
0.01171875,-0.0002520430522876538,25,512,250,6
0.015625,-6.28223329359745e-05,25,512,506,6
-0.01953125,-3.9310774849199426e-05,25,512,1018,6
0.0234375,0.00042290393327659714,26,512,2,6
0.0078125,-0.00016135015462848123,26,512,10,6
0.015625,-0.0005001911228084133,26,512,26,6
0.0234375,-0.00031332079334556173,26,512,58,6
-0.01953125,-0.0004948644575529793,26,512,122,6
0.0,0.00020368094299738626,26,512,250,6
0.00390625,7.747190814422211e-06,26,512,506,6
0.015625,-6.497583349707181e-05,26,512,1018,6
-0.01171875,-0.00010192959858001949,27,512,2,6
