sas98,idx,n_samples,n_dims_1,n_dims_2
0.171875,0,256,5,6
0.234375,0,256,13,6
0.234375,0,256,29,6
0.1875,0,256,61,6
0.0390625,0,256,125,6
0.1015625,0,256,253,6
0.03125,0,256,509,6
0.078125,0,256,1021,6
0.0390625,1,256,5,6
0.1171875,1,256,13,6
0.1640625,1,256,29,6
0.0390625,1,256,61,6
0.1796875,1,256,125,6
0.140625,1,256,253,6
-0.046875,1,256,509,6
0.0,1,256,1021,6
0.1015625,2,256,5,6
-0.0078125,2,256,13,6
0.0,2,256,29,6
-0.0234375,2,256,61,6
0.0625,2,256,125,6
0.0078125,2,256,253,6
-0.015625,2,256,509,6
0.0390625,2,256,1021,6
0.0703125,3,256,5,6
0.0546875,3,256,13,6
0.015625,3,256,29,6
0.0703125,3,256,61,6
-0.0546875,3,256,125,6
-0.0234375,3,256,253,6
0.046875,3,256,509,6
0.03125,3,256,1021,6
0.109375,4,256,5,6
0.03125,4,256,13,6
0.046875,4,256,29,6
0.0859375,4,256,61,6
0.0625,4,256,125,6
0.0546875,4,256,253,6
-0.0234375,4,256,509,6
0.0078125,4,256,1021,6
0.2265625,5,256,5,6
0.1640625,5,256,13,6
0.1015625,5,256,29,6
0.0,5,256,61,6
0.09375,5,256,125,6
0.015625,5,256,253,6
-0.0078125,5,256,509,6
0.0546875,5,256,1021,6
0.2421875,6,256,5,6
0.28125,6,256,13,6
0.2890625,6,256,29,6
0.21875,6,256,61,6
0.0859375,6,256,125,6
0.0859375,6,256,253,6
0.0,6,256,509,6
0.03125,6,256,1021,6
0.046875,7,256,5,6
0.078125,7,256,13,6
0.21875,7,256,29,6
0.0390625,7,256,61,6
-0.015625,7,256,125,6
-0.015625,7,256,253,6
0.078125,7,256,509,6
-0.0078125,7,256,1021,6
0.0625,8,256,5,6
0.0234375,8,256,13,6
0.0234375,8,256,29,6
0.0390625,8,256,61,6
-0.015625,8,256,125,6
0.015625,8,256,253,6
0.0390625,8,256,509,6
0.0078125,8,256,1021,6
0.109375,9,256,5,6
0.0859375,9,256,13,6
0.2578125,9,256,29,6
