n_dims_1,sim_type,model,metric,metric_value
2,multi_modalv2,svm,sas98,0.2578125
2,multi_modalv2,svm,sas98,0.12109375
2,multi_modalv2,svm,sas98,0.203125
2,multi_modalv2,svm,sas98,0.11328125
2,multi_modalv2,svm,sas98,0.22265625
2,multi_modalv2,svm,sas98,0.12109375
2,multi_modalv2,svm,sas98,0.28515625
2,multi_modalv2,svm,sas98,0.21875
2,multi_modalv2,svm,sas98,0.21484375
2,multi_modalv2,svm,sas98,0.2421875
2,multi_modalv2,svm,sas98,0.15234375
2,multi_modalv2,svm,sas98,0.12109375
2,multi_modalv2,svm,sas98,0.1640625
2,multi_modalv2,svm,sas98,0.19140625
2,multi_modalv2,svm,sas98,0.25
2,multi_modalv2,svm,sas98,0.21484375
2,multi_modalv2,svm,sas98,0.09765625
2,multi_modalv2,svm,sas98,0.12109375
2,multi_modalv2,svm,sas98,0.1484375
2,multi_modalv2,svm,sas98,0.078125
2,multi_modalv2,svm,sas98,0.125
2,multi_modalv2,svm,sas98,0.08984375
2,multi_modalv2,svm,sas98,0.125
2,multi_modalv2,svm,sas98,0.1796875
2,multi_modalv2,svm,sas98,0.14453125
2,multi_modalv2,svm,sas98,0.21484375
2,multi_modalv2,svm,sas98,0.1171875
2,multi_modalv2,svm,sas98,0.2265625
2,multi_modalv2,svm,sas98,0.29296875
2,multi_modalv2,svm,sas98,0.05859375
2,multi_modalv2,svm,sas98,0.15234375
2,multi_modalv2,svm,sas98,0.1015625
2,multi_modalv2,svm,sas98,0.07421875
2,multi_modalv2,svm,sas98,0.1328125
2,multi_modalv2,svm,sas98,0.17578125
2,multi_modalv2,svm,sas98,0.19921875
2,multi_modalv2,svm,sas98,0.15234375
2,multi_modalv2,svm,sas98,0.1171875
2,multi_modalv2,svm,sas98,0.1171875
2,multi_modalv2,svm,sas98,0.16015625
2,multi_modalv2,svm,sas98,0.1171875
2,multi_modalv2,svm,sas98,0.23046875
2,multi_modalv2,svm,sas98,0.1953125
2,multi_modalv2,svm,sas98,0.1484375
2,multi_modalv2,svm,sas98,0.04296875
2,multi_modalv2,svm,sas98,0.16796875
2,multi_modalv2,svm,sas98,0.0390625
2,multi_modalv2,svm,sas98,0.08984375
2,multi_modalv2,svm,sas98,0.140625
2,multi_modalv2,svm,sas98,0.26953125
2,multi_modalv2,svm,sas98,0.12890625
2,multi_modalv2,svm,sas98,0.19921875
2,multi_modalv2,svm,sas98,0.09765625
2,multi_modalv2,svm,sas98,0.16015625
2,multi_modalv2,svm,sas98,0.1484375
2,multi_modalv2,svm,sas98,0.09375
2,multi_modalv2,svm,sas98,0.1015625
2,multi_modalv2,svm,sas98,0.15625
2,multi_modalv2,svm,sas98,0.20703125
2,multi_modalv2,svm,sas98,0.140625
2,multi_modalv2,svm,sas98,0.2578125
2,multi_modalv2,svm,sas98,0.2265625
2,multi_modalv2,svm,sas98,0.1796875
2,multi_modalv2,svm,sas98,0.1875
2,multi_modalv2,svm,sas98,0.18359375
2,multi_modalv2,svm,sas98,0.1640625
2,multi_modalv2,svm,sas98,0.17578125
2,multi_modalv2,svm,sas98,0.1796875
2,multi_modalv2,svm,sas98,0.27734375
2,multi_modalv2,svm,sas98,0.19140625
2,multi_modalv2,svm,sas98,0.1171875
2,multi_modalv2,svm,sas98,0.109375
2,multi_modalv2,svm,sas98,0.1328125
2,multi_modalv2,svm,sas98,0.1171875
2,multi_modalv2,svm,sas98,0.2109375
2,multi_modalv2,svm,sas98,0.23828125
2,multi_modalv2,svm,sas98,0.171875
2,multi_modalv2,svm,sas98,0.2421875
2,multi_modalv2,svm,sas98,0.08203125
2,multi_modalv2,svm,sas98,0.1328125
2,multi_modalv2,svm,sas98,0.24609375
2,multi_modalv2,svm,sas98,0.1328125
2,multi_modalv2,svm,sas98,0.19921875
2,multi_modalv2,svm,sas98,0.09765625
2,multi_modalv2,svm,sas98,0.16015625
2,multi_modalv2,svm,sas98,0.2109375
2,multi_modalv2,svm,sas98,0.2265625
2,multi_modalv2,svm,sas98,0.1484375
2,multi_modalv2,svm,sas98,0.20703125
2,multi_modalv2,svm,sas98,0.15625
2,multi_modalv2,svm,sas98,0.1171875
2,multi_modalv2,svm,sas98,0.12109375
2,multi_modalv2,svm,sas98,0.203125
2,multi_modalv2,svm,sas98,0.19140625
2,multi_modalv2,svm,sas98,0.3046875
2,multi_modalv2,svm,sas98,0.1015625
2,multi_modalv2,svm,sas98,0.1640625
2,multi_modalv2,svm,sas98,0.15234375
2,multi_modalv2,svm,sas98,0.2109375
2,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.2734375
10,multi_modalv2,svm,sas98,0.09765625
10,multi_modalv2,svm,sas98,0.11328125
10,multi_modalv2,svm,sas98,0.08203125
10,multi_modalv2,svm,sas98,0.16796875
10,multi_modalv2,svm,sas98,0.11328125
10,multi_modalv2,svm,sas98,0.25390625
10,multi_modalv2,svm,sas98,0.11328125
10,multi_modalv2,svm,sas98,0.16796875
10,multi_modalv2,svm,sas98,0.1640625
10,multi_modalv2,svm,sas98,0.0625
10,multi_modalv2,svm,sas98,0.07421875
10,multi_modalv2,svm,sas98,0.109375
10,multi_modalv2,svm,sas98,0.140625
10,multi_modalv2,svm,sas98,0.2734375
10,multi_modalv2,svm,sas98,0.1953125
10,multi_modalv2,svm,sas98,0.07421875
10,multi_modalv2,svm,sas98,0.0703125
10,multi_modalv2,svm,sas98,0.17578125
10,multi_modalv2,svm,sas98,0.05859375
10,multi_modalv2,svm,sas98,0.0859375
10,multi_modalv2,svm,sas98,0.04296875
10,multi_modalv2,svm,sas98,0.11328125
10,multi_modalv2,svm,sas98,0.1171875
10,multi_modalv2,svm,sas98,0.16015625
10,multi_modalv2,svm,sas98,0.125
10,multi_modalv2,svm,sas98,0.11328125
10,multi_modalv2,svm,sas98,0.140625
10,multi_modalv2,svm,sas98,0.30859375
10,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.203125
10,multi_modalv2,svm,sas98,0.171875
10,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.078125
10,multi_modalv2,svm,sas98,0.15234375
10,multi_modalv2,svm,sas98,0.1171875
10,multi_modalv2,svm,sas98,0.08203125
10,multi_modalv2,svm,sas98,0.1015625
10,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.1484375
10,multi_modalv2,svm,sas98,0.08984375
10,multi_modalv2,svm,sas98,0.13671875
10,multi_modalv2,svm,sas98,0.18359375
10,multi_modalv2,svm,sas98,0.15234375
10,multi_modalv2,svm,sas98,0.09375
10,multi_modalv2,svm,sas98,0.1796875
10,multi_modalv2,svm,sas98,0.03125
10,multi_modalv2,svm,sas98,0.140625
10,multi_modalv2,svm,sas98,0.078125
10,multi_modalv2,svm,sas98,0.22265625
10,multi_modalv2,svm,sas98,0.1171875
10,multi_modalv2,svm,sas98,0.12109375
10,multi_modalv2,svm,sas98,0.07421875
10,multi_modalv2,svm,sas98,0.11328125
10,multi_modalv2,svm,sas98,0.1796875
10,multi_modalv2,svm,sas98,0.10546875
10,multi_modalv2,svm,sas98,0.0859375
10,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.17578125
10,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.234375
10,multi_modalv2,svm,sas98,0.140625
10,multi_modalv2,svm,sas98,0.22265625
10,multi_modalv2,svm,sas98,0.1953125
10,multi_modalv2,svm,sas98,0.20703125
10,multi_modalv2,svm,sas98,0.125
10,multi_modalv2,svm,sas98,0.09765625
10,multi_modalv2,svm,sas98,0.2109375
10,multi_modalv2,svm,sas98,0.234375
10,multi_modalv2,svm,sas98,0.12890625
10,multi_modalv2,svm,sas98,0.09375
10,multi_modalv2,svm,sas98,0.07421875
10,multi_modalv2,svm,sas98,0.1328125
10,multi_modalv2,svm,sas98,0.18359375
10,multi_modalv2,svm,sas98,0.23828125
10,multi_modalv2,svm,sas98,0.19140625
10,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.24609375
10,multi_modalv2,svm,sas98,0.109375
10,multi_modalv2,svm,sas98,0.078125
10,multi_modalv2,svm,sas98,0.1015625
10,multi_modalv2,svm,sas98,0.16796875
10,multi_modalv2,svm,sas98,0.12890625
10,multi_modalv2,svm,sas98,0.08984375
10,multi_modalv2,svm,sas98,0.15625
10,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.234375
10,multi_modalv2,svm,sas98,0.0859375
10,multi_modalv2,svm,sas98,0.171875
10,multi_modalv2,svm,sas98,0.10546875
10,multi_modalv2,svm,sas98,0.09765625
10,multi_modalv2,svm,sas98,0.09765625
10,multi_modalv2,svm,sas98,0.1875
10,multi_modalv2,svm,sas98,0.12890625
10,multi_modalv2,svm,sas98,0.26953125
10,multi_modalv2,svm,sas98,0.1171875
10,multi_modalv2,svm,sas98,0.12109375
10,multi_modalv2,svm,sas98,0.14453125
10,multi_modalv2,svm,sas98,0.109375
10,multi_modalv2,svm,sas98,0.171875
26,multi_modalv2,svm,sas98,0.265625
26,multi_modalv2,svm,sas98,0.1796875
26,multi_modalv2,svm,sas98,0.1796875
26,multi_modalv2,svm,sas98,0.09375
26,multi_modalv2,svm,sas98,0.265625
26,multi_modalv2,svm,sas98,0.17578125
26,multi_modalv2,svm,sas98,0.22265625
26,multi_modalv2,svm,sas98,0.17578125
26,multi_modalv2,svm,sas98,0.1171875
26,multi_modalv2,svm,sas98,0.109375
26,multi_modalv2,svm,sas98,0.08203125
26,multi_modalv2,svm,sas98,0.08984375
26,multi_modalv2,svm,sas98,0.11328125
26,multi_modalv2,svm,sas98,0.015625
26,multi_modalv2,svm,sas98,0.19140625
26,multi_modalv2,svm,sas98,0.21484375
26,multi_modalv2,svm,sas98,0.1640625
26,multi_modalv2,svm,sas98,0.16796875
26,multi_modalv2,svm,sas98,0.15625
26,multi_modalv2,svm,sas98,0.10546875
26,multi_modalv2,svm,sas98,0.1171875
26,multi_modalv2,svm,sas98,0.07421875
26,multi_modalv2,svm,sas98,0.1015625
26,multi_modalv2,svm,sas98,0.0703125
26,multi_modalv2,svm,sas98,0.125
26,multi_modalv2,svm,sas98,0.078125
26,multi_modalv2,svm,sas98,0.09765625
26,multi_modalv2,svm,sas98,0.1640625
26,multi_modalv2,svm,sas98,0.33203125
26,multi_modalv2,svm,sas98,0.15625
26,multi_modalv2,svm,sas98,0.1796875
26,multi_modalv2,svm,sas98,0.11328125
26,multi_modalv2,svm,sas98,0.1484375
26,multi_modalv2,svm,sas98,0.09765625
26,multi_modalv2,svm,sas98,0.15234375
26,multi_modalv2,svm,sas98,0.1328125
26,multi_modalv2,svm,sas98,0.10546875
26,multi_modalv2,svm,sas98,0.05859375
26,multi_modalv2,svm,sas98,0.0703125
26,multi_modalv2,svm,sas98,0.02734375
26,multi_modalv2,svm,sas98,0.09765625
26,multi_modalv2,svm,sas98,0.15234375
26,multi_modalv2,svm,sas98,0.0546875
26,multi_modalv2,svm,sas98,0.22265625
26,multi_modalv2,svm,sas98,0.0859375
26,multi_modalv2,svm,sas98,0.09765625
26,multi_modalv2,svm,sas98,0.078125
26,multi_modalv2,svm,sas98,0.09765625
26,multi_modalv2,svm,sas98,0.15234375
26,multi_modalv2,svm,sas98,0.2109375
26,multi_modalv2,svm,sas98,0.1171875
26,multi_modalv2,svm,sas98,0.09765625
26,multi_modalv2,svm,sas98,0.07421875
