n_samples,sim_type,model,metric,metric_value
256,mean_shiftv2,might_viewtwo,sas98,0.046875
256,mean_shiftv2,might_viewtwo,sas98,0.0625
256,mean_shiftv2,might_viewtwo,sas98,0.0546875
256,mean_shiftv2,might_viewtwo,sas98,0.0390625
256,mean_shiftv2,might_viewtwo,sas98,0.0390625
256,mean_shiftv2,might_viewtwo,sas98,0.015625
256,mean_shiftv2,might_viewtwo,sas98,0.1171875
256,mean_shiftv2,might_viewtwo,sas98,0.0546875
256,mean_shiftv2,might_viewtwo,sas98,0.1875
256,mean_shiftv2,might_viewtwo,sas98,0.0546875
256,mean_shiftv2,might_viewtwo,sas98,0.046875
256,mean_shiftv2,might_viewtwo,sas98,0.046875
256,mean_shiftv2,might_viewtwo,sas98,0.015625
256,mean_shiftv2,might_viewtwo,sas98,0.0
256,mean_shiftv2,might_viewtwo,sas98,0.03125
256,mean_shiftv2,might_viewtwo,sas98,0.09375
256,mean_shiftv2,might_viewtwo,sas98,0.0625
256,mean_shiftv2,might_viewtwo,sas98,0.046875
256,mean_shiftv2,might_viewtwo,sas98,0.0234375
256,mean_shiftv2,might_viewtwo,sas98,0.046875
256,mean_shiftv2,might_viewtwo,sas98,0.0078125
256,mean_shiftv2,might_viewtwo,sas98,0.0078125
256,mean_shiftv2,might_viewtwo,sas98,0.0703125
256,mean_shiftv2,might_viewtwo,sas98,0.1171875
256,mean_shiftv2,might_viewtwo,sas98,0.0703125
256,mean_shiftv2,might_viewtwo,sas98,0.1328125
256,mean_shiftv2,might_viewtwo,sas98,0.1484375
256,mean_shiftv2,might_viewtwo,sas98,0.0078125
256,mean_shiftv2,might_viewtwo,sas98,0.0390625
256,mean_shiftv2,might_viewtwo,sas98,0.1171875
256,mean_shiftv2,might_viewtwo,sas98,0.0
256,mean_shiftv2,might_viewtwo,sas98,0.078125
256,mean_shiftv2,might_viewtwo,sas98,0.03125
256,mean_shiftv2,might_viewtwo,sas98,0.03125
256,mean_shiftv2,might_viewtwo,sas98,0.015625
256,mean_shiftv2,might_viewtwo,sas98,0.046875
256,mean_shiftv2,might_viewtwo,sas98,0.1796875
256,mean_shiftv2,might_viewtwo,sas98,0.046875
