,Feature,Mean Observed MI,Mean Null MI,Mean Observed pAUC,Mean Null pAUC,Co-MIGHT P-value,Co-MIGHT deltaMI,Median pAUC(90%),CI pAUC(90%),Q1 pAUC(90%),Q3 pAUC(90%),Median pAUC(95%),CI pAUC(95%),Q1 pAUC(95%),Q3 pAUC(95%),Median pAUC(98%),CI pAUC(98%),Q1 pAUC(98%),Q3 pAUC(98%),Median S90,CI S90,Q1 S90,Q3 S90,Median S95,CI S95,Q1 S95,Q3 S95,Median S98,CI S98,Q1 S98,Q3 S98,Overall pAUC(90%),Overall pAUC(95%),Overall pAUC(98%),Overall S90,Overall S95,Overall S98
0,WiseCondorX_1Mb,0.025775890957460596,0.007058409629544693,0.7901754385964908,0.5,,,0.7901754385964908,0.006366146233095119,0.7531328320802004,0.8395989974937343,0.7901754385964908,0.006366146233095119,0.7531328320802004,0.8395989974937343,0.7901754385964908,0.006366146233095119,0.7531328320802004,0.8395989974937343,0.7552380952380949,0.012098056543299708,0.6666666666666666,0.8571428571428571,0.626190476190476,0.012977734881241532,0.5238095238095238,0.7142857142857143,0.5576190476190473,0.014524873796945599,0.47619047619047616,0.6666666666666666,0.791124871001032,0.7425842131724485,0.7068726480491186,0.7352941176470589,0.6274509803921569,0.5
1,WiseCondorX_1Mb/OutsidePentamer,0.05761557646932429,0.007052696580831489,0.7551378446115288,0.5,1.0,0.0432900432900433,0.7551378446115288,0.006090085830468955,0.7130325814536341,0.8057644110275689,0.7551378446115288,0.006090085830468955,0.7130325814536341,0.8057644110275689,0.7551378446115288,0.006090085830468955,0.7130325814536341,0.8057644110275689,0.6647619047619046,0.012565735443301381,0.5714285714285714,0.7619047619047619,0.5466666666666666,0.012292310424695842,0.47619047619047616,0.6190476190476191,0.497142857142857,0.012086089945421067,0.41666666666666663,0.5714285714285714,0.7391124871001031,0.7134238310708899,0.6712220241632006,0.6274509803921569,0.5196078431372549,0.45098039215686275
2,WiseCondorX_1Mb/AluFraction,0.045955473037220085,0.006727665181658776,0.8098746867167915,0.5,0.2417582417582417,-0.0067340067340067,0.8098746867167915,0.006167402516356343,0.7744360902255639,0.8508771929824561,0.8098746867167915,0.006167402516356343,0.7744360902255639,0.8508771929824561,0.8098746867167915,0.006167402516356343,0.7744360902255639,0.8508771929824561,0.7847619047619045,0.010958719959062833,0.7142857142857143,0.8571428571428571,0.6680952380952376,0.01278645770990974,0.6190476190476191,0.7619047619047619,0.5980952380952383,0.01433902670496788,0.5238095238095238,0.7142857142857143,0.7985552115583076,0.7592760180995475,0.6959794018617548,0.7450980392156863,0.6372549019607843,0.6176470588235294
3,WiseCondorX_1Mb/Length1,0.05170101159510656,0.00702978662147721,0.7562406015037593,0.5,0.8711288711288712,0.0096200096200096,0.7562406015037593,0.006981061573113478,0.7142857142857143,0.8057644110275689,0.7562406015037593,0.006981061573113478,0.7142857142857143,0.8057644110275689,0.7562406015037593,0.006981061573113478,0.7142857142857143,0.8057644110275689,0.6552380952380951,0.014147451813562016,0.5714285714285714,0.7142857142857143,0.5514285714285714,0.0140309567661122,0.47619047619047616,0.6666666666666666,0.49761904761904774,0.015423296408493952,0.38095238095238093,0.6190476190476191,0.7479876160990712,0.7212669683257918,0.6860764507823331,0.6274509803921569,0.5490196078431373,0.47058823529411764
4,WiseCondorX_1Mb/AluJ,0.08424578496730177,0.006968227131282866,0.7623057644110278,0.5,0.918081918081918,0.0173160173160173,0.7623057644110278,0.00609414823108629,0.7192982456140351,0.7994987468671679,0.7623057644110278,0.00609414823108629,0.7192982456140351,0.7994987468671679,0.7623057644110278,0.00609414823108629,0.7192982456140351,0.7994987468671679,0.6785714285714282,0.014325396825396821,0.5714285714285714,0.7619047619047619,0.5709523809523811,0.012123233206923389,0.5119047619047619,0.6666666666666666,0.5185714285714287,0.013175650395626137,0.42857142857142855,0.6190476190476191,0.7420020639834881,0.7166415284062343,0.6692414339473163,0.6078431372549019,0.5392156862745098,0.47058823529411764
5,WiseCondorX_1Mb/AluFraction/OutsidePentamer,0.05848434141403984,0.007103136432844628,0.7623057644110278,0.5,1.0,0.0567580567580567,0.7623057644110278,0.006136098910723817,0.7192982456140351,0.8107769423558897,0.7623057644110278,0.006136098910723817,0.7192982456140351,0.8107769423558897,0.7623057644110278,0.006136098910723817,0.7192982456140351,0.8107769423558897,0.6838095238095236,0.011654204061052937,0.6071428571428572,0.7619047619047619,0.5576190476190473,0.012653849249231708,0.47619047619047616,0.6666666666666666,0.5099999999999998,0.013213250872730486,0.42857142857142855,0.6190476190476191,0.7492260061919505,0.7210658622423328,0.6761734997029114,0.6372549019607843,0.5392156862745098,0.5098039215686274
6,WiseCondorX_1Mb/AluFraction/Length1,0.05389449901086359,0.0073319295073533,0.7718796992481203,0.5,0.9207920792079208,0.0182780182780184,0.7718796992481203,0.006709986035405825,0.7293233082706767,0.8208020050125313,0.7718796992481203,0.006709986035405825,0.7293233082706767,0.8208020050125313,0.7718796992481203,0.006709986035405825,0.7293233082706767,0.8208020050125313,0.6790476190476192,0.013664328502643633,0.5714285714285714,0.7619047619047619,0.5771428571428568,0.013537572006725736,0.47619047619047616,0.6666666666666666,0.5376190476190476,0.014539098671616794,0.42857142857142855,0.6666666666666666,0.7634674922600619,0.7333333333333334,0.7019211725094078,0.6666666666666666,0.5882352941176471,0.4803921568627451
7,WiseCondorX_1Mb/AluFraction/AluJ,0.08331920068011772,0.007126361550043461,0.7642606516290726,0.5,0.9702970297029704,0.0182780182780183,0.7642606516290726,0.006097257586924796,0.7192982456140351,0.8057644110275689,0.7642606516290726,0.006097257586924796,0.7192982456140351,0.8057644110275689,0.7642606516290726,0.006097257586924796,0.7192982456140351,0.8057644110275689,0.687142857142857,0.013958208993129599,0.5714285714285714,0.8095238095238095,0.5728571428571427,0.012623754873617714,0.47619047619047616,0.6666666666666666,0.5190476190476192,0.013074932877968954,0.42857142857142855,0.6190476190476191,0.7461300309597523,0.7192559074912016,0.6761734997029114,0.6470588235294118,0.5294117647058824,0.47058823529411764
8,WiseCondorX_1Mb/AluFraction/AluJ/OutsidePentamer/Length1,0.07121239024954447,0.006850573009044313,0.7707268170426069,0.5,0.0099009900990099,-0.0221260221260222,0.7707268170426069,0.006055100227038102,0.7293233082706767,0.8095238095238095,0.7707268170426069,0.006055100227038102,0.7293233082706767,0.8095238095238095,0.7707268170426069,0.006055100227038102,0.7293233082706767,0.8095238095238095,0.6880952380952379,0.012540293288869308,0.6190476190476191,0.7619047619047619,0.5776190476190475,0.012478821702790643,0.47619047619047616,0.6666666666666666,0.5295238095238094,0.012864225865062954,0.42857142857142855,0.6190476190476191,0.7576883384932921,0.7216691804927099,0.6890473361061596,0.6666666666666666,0.5490196078431373,0.4803921568627451
