1.598483312030842818e-01,1.585411790049169878e-01,1.574512484412022850e-01,1.585591473037895882e-01,1.605336231001119607e-01,1.624938300227620203e-01,1.595153318245717544e-01,1.650575143663246258e-01,1.570915736386024331e-01,1.580894527739641620e-01
1.397708393119861947e-01,1.408586925688540270e-01,1.380864435255793055e-01,1.409668017056828204e-01,1.411447023857804739e-01,1.432906040881397891e-01,1.412118313748515208e-01,1.439415197577602057e-01,1.384724108397397402e-01,1.397154411978976107e-01
1.338951001027296750e-01,1.285004941638948905e-01,1.304769318514306109e-01,1.300808899264475904e-01,1.323661694469385475e-01,1.341690530069507004e-01,1.302700783597816603e-01,1.347045622227671657e-01,1.285197456949561112e-01,1.281089723836027483e-01
1.308482740662382238e-01,1.275336886843617956e-01,1.294592896088345158e-01,1.305108635680140294e-01,1.306836788353306911e-01,1.355551111087904270e-01,1.293358382233062709e-01,1.354921331573084031e-01,1.274169919093126879e-01,1.261696122161105882e-01
1.265745629195805522e-01,1.247519370739800931e-01,1.265912390123009879e-01,1.266391487970956464e-01,1.258113355026302671e-01,1.321049863476726205e-01,1.276335911640595067e-01,1.326346709079977704e-01,1.255773858237503315e-01,1.244320908236555556e-01
1.230732935834295549e-01,1.218653431322898467e-01,1.222876669934700733e-01,1.224413418040626450e-01,1.222764921965662777e-01,1.277122608875085885e-01,1.215775880264510639e-01,1.259584775818439195e-01,1.214368305672555992e-01,1.201096852125727588e-01
1.172064372204955213e-01,1.171876229455726393e-01,1.189306108040553978e-01,1.176509288153298055e-01,1.207361182257813970e-01,1.251848834534929622e-01,1.183985998402815737e-01,1.206524736020106042e-01,1.187562900012565231e-01,1.161531970144480536e-01
1.150802426601742340e-01,1.155642091710113173e-01,1.133969539489390055e-01,1.145606999154859945e-01,1.174333413867867659e-01,1.225013161720317212e-01,1.163088569565047942e-01,1.194142759844110391e-01,1.152670121752464444e-01,1.129080986702092060e-01
1.126428744334599247e-01,1.110044662448215341e-01,1.130281207261116944e-01,1.136618012535790395e-01,1.148902838124292447e-01,1.164303617467837143e-01,1.127441751509031809e-01,1.167047942830283236e-01,1.105828627534445607e-01,1.099078871709994465e-01
1.095917596917861947e-01,1.074016191775029744e-01,1.108829767182026860e-01,1.109154800814471237e-01,1.096059627085254756e-01,1.167199524592551219e-01,1.114162725594970427e-01,1.138795772061489964e-01,1.074902263017000065e-01,1.087778176896446736e-01
1.039344566809096149e-01,1.046162140042368738e-01,1.058368433082849253e-01,1.059894335649714803e-01,1.104786062098975230e-01,1.113151120389575255e-01,1.075305354363624427e-01,1.110006555796167194e-01,1.065621532008860228e-01,1.036003541907102032e-01
