2.719697658219071348e-02,3.305851476054714327e-02,3.685667534943377899e-02,3.584495053326392650e-02,2.665664006857517560e-02,2.956132613706824452e-02,3.415308194732963321e-02,1.143097282567129974e-02,2.897066082570292495e-02,2.737509879353029404e-02
2.401203727550938610e-02,2.722944553088281136e-02,1.879620102378356389e-02,2.211532193914390182e-02,2.223276718613194716e-02,2.569240474956087025e-02,3.402197611022422796e-02,3.416110146437818795e-02,3.780916171911136159e-02,2.972731400320179768e-02
3.903149690722532844e-02,1.245480568426350632e-02,3.042114628519380221e-02,3.949912242029585130e-02,2.642614377638963230e-02,4.408246107831326893e-02,3.132834360804651053e-02,4.194757245214973673e-02,2.392408866716485075e-02,2.394025181492108120e-02
3.206964331662063433e-02,1.249049815041575369e-02,1.871395415761348269e-02,2.154157194397565006e-02,2.641071981957199277e-02,3.400024449777485497e-02,1.287243242844134453e-02,2.502135336587876097e-02,2.633818595764155640e-02,1.711333339785144417e-02
2.578715914091089800e-02,3.219278147271027735e-02,3.530025982128183470e-02,2.412142479234691966e-02,2.140190162654199979e-02,2.116404834939874732e-02,3.045671333002702985e-02,3.051271563917721738e-02,2.507070063788340367e-02,2.954772464827811265e-02
4.163911258991138953e-02,3.107342253679536495e-02,3.574756423732949190e-02,2.767823566636120475e-02,2.606694712107357481e-02,3.066374363574130360e-02,1.237588500059822946e-02,1.807248887992596309e-02,2.979864009231252692e-02,3.701303481636310233e-02
2.259695357604208157e-02,3.847843593037392901e-02,1.442236697940518265e-02,2.700975916724791467e-02,3.536453887905414983e-02,2.024038849480289462e-02,1.991243347939217895e-02,3.244170103876382188e-02,3.257682554046016643e-02,1.987501972130465561e-02
3.192146111945621395e-02,2.745474941297805158e-02,2.922503026527140113e-02,2.327385434976279172e-02,2.721567961760163953e-02,1.915257266656713447e-02,2.577874369766933182e-02,1.821694788438267196e-02,2.808468904117745329e-02,1.671579392119405816e-02
3.261642418646447383e-02,2.880202271555052512e-02,2.041798481693403791e-02,3.323514762594608624e-02,3.157309301500638848e-02,2.725551134782384574e-02,3.586173597121977696e-02,2.806520825140125866e-02,2.884383417227442958e-02,2.536268205481954224e-02
2.474273471879881101e-02,2.697906084177584957e-02,2.361618152397061687e-02,3.599900881058979568e-02,2.337255500258781857e-02,2.334349765260172391e-02,2.476293631713908858e-02,2.989907055108510098e-02,2.386425136739299749e-02,2.706087779971871193e-02
3.502965605768574436e-02,2.667209027667790527e-02,1.681716055693079429e-02,2.972485996200179351e-02,2.399496829609738119e-02,3.588881363314886525e-02,2.616960781962311341e-02,2.444962207985233726e-02,2.990738726943494713e-02,2.998318300006663772e-02
