n_dims_1,sim_type,model,metric,metric_value
2,multi_modalv2,might_viewone,sas98,0.2431640625
2,multi_modalv2,might_viewone,sas98,0.24755859375
2,multi_modalv2,might_viewone,sas98,0.24365234375
2,multi_modalv2,might_viewone,sas98,0.24853515625
2,multi_modalv2,might_viewone,sas98,0.25390625
2,multi_modalv2,might_viewone,sas98,0.23388671875
2,multi_modalv2,might_viewone,sas98,0.25537109375
2,multi_modalv2,might_viewone,sas98,0.25146484375
2,multi_modalv2,might_viewone,sas98,0.23779296875
2,multi_modalv2,might_viewone,sas98,0.24609375
2,multi_modalv2,might_viewone,sas98,0.25830078125
2,multi_modalv2,might_viewone,sas98,0.2421875
2,multi_modalv2,might_viewone,sas98,0.25537109375
2,multi_modalv2,might_viewone,sas98,0.2373046875
2,multi_modalv2,might_viewone,sas98,0.25537109375
2,multi_modalv2,might_viewone,sas98,0.24755859375
2,multi_modalv2,might_viewone,sas98,0.24658203125
2,multi_modalv2,might_viewone,sas98,0.232421875
2,multi_modalv2,might_viewone,sas98,0.26025390625
2,multi_modalv2,might_viewone,sas98,0.24951171875
2,multi_modalv2,might_viewone,sas98,0.25390625
2,multi_modalv2,might_viewone,sas98,0.24853515625
2,multi_modalv2,might_viewone,sas98,0.23046875
2,multi_modalv2,might_viewone,sas98,0.2373046875
2,multi_modalv2,might_viewone,sas98,0.2470703125
2,multi_modalv2,might_viewone,sas98,0.25439453125
2,multi_modalv2,might_viewone,sas98,0.24365234375
2,multi_modalv2,might_viewone,sas98,0.25146484375
2,multi_modalv2,might_viewone,sas98,0.2587890625
2,multi_modalv2,might_viewone,sas98,0.23974609375
2,multi_modalv2,might_viewone,sas98,0.2587890625
2,multi_modalv2,might_viewone,sas98,0.25732421875
2,multi_modalv2,might_viewone,sas98,0.24560546875
2,multi_modalv2,might_viewone,sas98,0.24072265625
2,multi_modalv2,might_viewone,sas98,0.2412109375
2,multi_modalv2,might_viewone,sas98,0.26708984375
2,multi_modalv2,might_viewone,sas98,0.25244140625
2,multi_modalv2,might_viewone,sas98,0.24755859375
2,multi_modalv2,might_viewone,sas98,0.2451171875
2,multi_modalv2,might_viewone,sas98,0.24462890625
2,multi_modalv2,might_viewone,sas98,0.24462890625
2,multi_modalv2,might_viewone,sas98,0.24267578125
2,multi_modalv2,might_viewone,sas98,0.267578125
2,multi_modalv2,might_viewone,sas98,0.251953125
2,multi_modalv2,might_viewone,sas98,0.25927734375
2,multi_modalv2,might_viewone,sas98,0.236328125
2,multi_modalv2,might_viewone,sas98,0.24267578125
2,multi_modalv2,might_viewone,sas98,0.265625
2,multi_modalv2,might_viewone,sas98,0.24609375
2,multi_modalv2,might_viewone,sas98,0.24365234375
2,multi_modalv2,might_viewone,sas98,0.23681640625
2,multi_modalv2,might_viewone,sas98,0.23681640625
2,multi_modalv2,might_viewone,sas98,0.22900390625
2,multi_modalv2,might_viewone,sas98,0.251953125
2,multi_modalv2,might_viewone,sas98,0.2392578125
2,multi_modalv2,might_viewone,sas98,0.24560546875
2,multi_modalv2,might_viewone,sas98,0.240234375
2,multi_modalv2,might_viewone,sas98,0.2724609375
2,multi_modalv2,might_viewone,sas98,0.24658203125
2,multi_modalv2,might_viewone,sas98,0.263671875
2,multi_modalv2,might_viewone,sas98,0.24658203125
2,multi_modalv2,might_viewone,sas98,0.24267578125
2,multi_modalv2,might_viewone,sas98,0.24609375
2,multi_modalv2,might_viewone,sas98,0.255859375
2,multi_modalv2,might_viewone,sas98,0.2421875
2,multi_modalv2,might_viewone,sas98,0.23388671875
2,multi_modalv2,might_viewone,sas98,0.25732421875
2,multi_modalv2,might_viewone,sas98,0.23876953125
2,multi_modalv2,might_viewone,sas98,0.25048828125
2,multi_modalv2,might_viewone,sas98,0.25244140625
2,multi_modalv2,might_viewone,sas98,0.22900390625
2,multi_modalv2,might_viewone,sas98,0.2431640625
2,multi_modalv2,might_viewone,sas98,0.2373046875
2,multi_modalv2,might_viewone,sas98,0.24072265625
2,multi_modalv2,might_viewone,sas98,0.25390625
2,multi_modalv2,might_viewone,sas98,0.2431640625
2,multi_modalv2,might_viewone,sas98,0.25341796875
2,multi_modalv2,might_viewone,sas98,0.2509765625
2,multi_modalv2,might_viewone,sas98,0.2548828125
2,multi_modalv2,might_viewone,sas98,0.24169921875
2,multi_modalv2,might_viewone,sas98,0.240234375
2,multi_modalv2,might_viewone,sas98,0.2509765625
2,multi_modalv2,might_viewone,sas98,0.25048828125
2,multi_modalv2,might_viewone,sas98,0.2353515625
2,multi_modalv2,might_viewone,sas98,0.2451171875
2,multi_modalv2,might_viewone,sas98,0.27978515625
2,multi_modalv2,might_viewone,sas98,0.2470703125
2,multi_modalv2,might_viewone,sas98,0.25830078125
2,multi_modalv2,might_viewone,sas98,0.23828125
2,multi_modalv2,might_viewone,sas98,0.24755859375
2,multi_modalv2,might_viewone,sas98,0.27880859375
2,multi_modalv2,might_viewone,sas98,0.23193359375
2,multi_modalv2,might_viewone,sas98,0.2509765625
2,multi_modalv2,might_viewone,sas98,0.23291015625
2,multi_modalv2,might_viewone,sas98,0.27734375
2,multi_modalv2,might_viewone,sas98,0.26416015625
2,multi_modalv2,might_viewone,sas98,0.2587890625
2,multi_modalv2,might_viewone,sas98,0.25146484375
2,multi_modalv2,might_viewone,sas98,0.2421875
2,multi_modalv2,might_viewone,sas98,0.2685546875
10,multi_modalv2,might_viewone,sas98,0.2509765625
10,multi_modalv2,might_viewone,sas98,0.25341796875
10,multi_modalv2,might_viewone,sas98,0.2490234375
10,multi_modalv2,might_viewone,sas98,0.25
10,multi_modalv2,might_viewone,sas98,0.2587890625
10,multi_modalv2,might_viewone,sas98,0.24169921875
10,multi_modalv2,might_viewone,sas98,0.25537109375
10,multi_modalv2,might_viewone,sas98,0.251953125
10,multi_modalv2,might_viewone,sas98,0.23583984375
10,multi_modalv2,might_viewone,sas98,0.24462890625
10,multi_modalv2,might_viewone,sas98,0.27197265625
10,multi_modalv2,might_viewone,sas98,0.2333984375
10,multi_modalv2,might_viewone,sas98,0.255859375
10,multi_modalv2,might_viewone,sas98,0.23291015625
10,multi_modalv2,might_viewone,sas98,0.24609375
10,multi_modalv2,might_viewone,sas98,0.2578125
10,multi_modalv2,might_viewone,sas98,0.24609375
10,multi_modalv2,might_viewone,sas98,0.23779296875
10,multi_modalv2,might_viewone,sas98,0.26123046875
10,multi_modalv2,might_viewone,sas98,0.2529296875
10,multi_modalv2,might_viewone,sas98,0.25830078125
10,multi_modalv2,might_viewone,sas98,0.24853515625
10,multi_modalv2,might_viewone,sas98,0.244140625
10,multi_modalv2,might_viewone,sas98,0.24072265625
10,multi_modalv2,might_viewone,sas98,0.25341796875
10,multi_modalv2,might_viewone,sas98,0.25634765625
10,multi_modalv2,might_viewone,sas98,0.244140625
10,multi_modalv2,might_viewone,sas98,0.2509765625
10,multi_modalv2,might_viewone,sas98,0.2646484375
10,multi_modalv2,might_viewone,sas98,0.2470703125
10,multi_modalv2,might_viewone,sas98,0.25537109375
10,multi_modalv2,might_viewone,sas98,0.25390625
10,multi_modalv2,might_viewone,sas98,0.25634765625
10,multi_modalv2,might_viewone,sas98,0.24658203125
10,multi_modalv2,might_viewone,sas98,0.2431640625
