n_samples,sim_type,model,metric,metric_value
256,multi_modalv2,comight-perm,sas98,0.03125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.0234375
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0234375
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0234375
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0234375
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0078125
256,multi_modalv2,comight-perm,sas98,0.0
256,multi_modalv2,comight-perm,sas98,0.015625
256,multi_modalv2,comight-perm,sas98,0.0
512,multi_modalv2,comight-perm,sas98,0.0
512,multi_modalv2,comight-perm,sas98,0.01171875
512,multi_modalv2,comight-perm,sas98,0.0234375
512,multi_modalv2,comight-perm,sas98,0.00390625
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.00390625
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.0234375
512,multi_modalv2,comight-perm,sas98,0.0
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.01171875
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.01171875
512,multi_modalv2,comight-perm,sas98,0.01171875
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.01171875
512,multi_modalv2,comight-perm,sas98,0.015625
512,multi_modalv2,comight-perm,sas98,0.01953125
512,multi_modalv2,comight-perm,sas98,0.0
512,multi_modalv2,comight-perm,sas98,0.01953125
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.00390625
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.01171875
512,multi_modalv2,comight-perm,sas98,0.015625
512,multi_modalv2,comight-perm,sas98,0.00390625
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.01171875
512,multi_modalv2,comight-perm,sas98,0.01171875
512,multi_modalv2,comight-perm,sas98,0.0234375
512,multi_modalv2,comight-perm,sas98,0.0078125
512,multi_modalv2,comight-perm,sas98,0.015625
