n_samples,sim_type,model,metric,metric_value
256,multi_modalv2,comight-cmi,cmi,-0.00038342442397121257
256,multi_modalv2,comight-cmi,cmi,0.0014763392394780972
256,multi_modalv2,comight-cmi,cmi,-0.0008392075136719468
256,multi_modalv2,comight-cmi,cmi,0.0017671549060973568
256,multi_modalv2,comight-cmi,cmi,0.0010475705725072615
256,multi_modalv2,comight-cmi,cmi,-0.00042156556360817277
256,multi_modalv2,comight-cmi,cmi,-0.00022180055364162676
256,multi_modalv2,comight-cmi,cmi,-0.0008728767712983254
256,multi_modalv2,comight-cmi,cmi,-0.000684705402054897
256,multi_modalv2,comight-cmi,cmi,0.00108156305523599
256,multi_modalv2,comight-cmi,cmi,0.00028055764417966866
256,multi_modalv2,comight-cmi,cmi,-0.0008178236072320377
256,multi_modalv2,comight-cmi,cmi,9.388502715290681e-05
256,multi_modalv2,comight-cmi,cmi,2.1203514963374914e-05
256,multi_modalv2,comight-cmi,cmi,9.738692130278892e-05
256,multi_modalv2,comight-cmi,cmi,0.00013529757078012405
256,multi_modalv2,comight-cmi,cmi,0.005727227938174151
256,multi_modalv2,comight-cmi,cmi,-0.0006164250719910003
256,multi_modalv2,comight-cmi,cmi,-0.0005158962979251447
256,multi_modalv2,comight-cmi,cmi,0.0006697531283689218
256,multi_modalv2,comight-cmi,cmi,-0.0003331490643607715
256,multi_modalv2,comight-cmi,cmi,-0.00016201444455399283
256,multi_modalv2,comight-cmi,cmi,-0.00029844336924456094
256,multi_modalv2,comight-cmi,cmi,-0.0007026408319241728
256,multi_modalv2,comight-cmi,cmi,-0.0009320369722201072
256,multi_modalv2,comight-cmi,cmi,-0.0003269414599250675
256,multi_modalv2,comight-cmi,cmi,-0.0007143625792973562
256,multi_modalv2,comight-cmi,cmi,0.00170888900959687
256,multi_modalv2,comight-cmi,cmi,-0.0002552716537895794
256,multi_modalv2,comight-cmi,cmi,-0.000758393846469918
256,multi_modalv2,comight-cmi,cmi,-0.00039162869089370833
256,multi_modalv2,comight-cmi,cmi,0.003434824229391009
256,multi_modalv2,comight-cmi,cmi,0.00016994082334464977
256,multi_modalv2,comight-cmi,cmi,0.0012739657087594836
256,multi_modalv2,comight-cmi,cmi,-0.001274771944349662
256,multi_modalv2,comight-cmi,cmi,0.0010500613179946772
256,multi_modalv2,comight-cmi,cmi,-0.0006242664672495568
256,multi_modalv2,comight-cmi,cmi,-0.00030522081612305296
256,multi_modalv2,comight-cmi,cmi,-0.0005270082174351209
256,multi_modalv2,comight-cmi,cmi,0.009159817590199348
256,multi_modalv2,comight-cmi,cmi,4.9504976094238984e-05
