n_samples,sim_type,model,metric,metric_value
256,multi_equal,comight-cmi,cmi,-7.031313525196481e-06
256,multi_equal,comight-cmi,cmi,-1.7380135552969023e-08
256,multi_equal,comight-cmi,cmi,9.627968697967226e-06
256,multi_equal,comight-cmi,cmi,-1.7360654556264343e-05
256,multi_equal,comight-cmi,cmi,-5.790876506206466e-06
256,multi_equal,comight-cmi,cmi,2.178667930952116e-06
256,multi_equal,comight-cmi,cmi,1.673632384124879e-06
256,multi_equal,comight-cmi,cmi,-8.516751532683386e-06
256,multi_equal,comight-cmi,cmi,4.932137125046587e-06
256,multi_equal,comight-cmi,cmi,-9.948281828653371e-06
256,multi_equal,comight-cmi,cmi,-6.095201586897581e-06
256,multi_equal,comight-cmi,cmi,2.957031789208031e-06
256,multi_equal,comight-cmi,cmi,-8.247440774322712e-06
256,multi_equal,comight-cmi,cmi,8.906910822226166e-07
256,multi_equal,comight-cmi,cmi,4.856122864604906e-06
256,multi_equal,comight-cmi,cmi,-9.948993310415766e-06
256,multi_equal,comight-cmi,cmi,-1.7284722001464914e-06
256,multi_equal,comight-cmi,cmi,-2.246129606131575e-05
256,multi_equal,comight-cmi,cmi,9.117762556076769e-07
256,multi_equal,comight-cmi,cmi,-5.920789947655436e-06
256,multi_equal,comight-cmi,cmi,-7.479872731197545e-07
256,multi_equal,comight-cmi,cmi,-2.720374240317014e-06
256,multi_equal,comight-cmi,cmi,6.454788850640547e-06
256,multi_equal,comight-cmi,cmi,-1.2779617606595295e-05
256,multi_equal,comight-cmi,cmi,8.767042479318476e-06
256,multi_equal,comight-cmi,cmi,-7.050461975355304e-06
256,multi_equal,comight-cmi,cmi,1.946407450770238e-06
256,multi_equal,comight-cmi,cmi,3.850796988613681e-06
256,multi_equal,comight-cmi,cmi,-8.059899727630437e-06
256,multi_equal,comight-cmi,cmi,-1.0035476618819317e-05
256,multi_equal,comight-cmi,cmi,-5.044457504044253e-06
256,multi_equal,comight-cmi,cmi,2.0663786515218163e-07
256,multi_equal,comight-cmi,cmi,-4.7521074798551055e-06
256,multi_equal,comight-cmi,cmi,-3.507605082386789e-06
256,multi_equal,comight-cmi,cmi,-5.408399251005669e-06
256,multi_equal,comight-cmi,cmi,-6.7066133460080835e-06
256,multi_equal,comight-cmi,cmi,8.239414605037965e-07
256,multi_equal,comight-cmi,cmi,8.183274500250803e-06
256,multi_equal,comight-cmi,cmi,8.154227265078084e-06
256,multi_equal,comight-cmi,cmi,-7.50628636914108e-07
256,multi_equal,comight-cmi,cmi,-1.6445483715599174e-05
256,multi_equal,comight-cmi,cmi,1.5232767366368805e-06
256,multi_equal,comight-cmi,cmi,6.9103146712601315e-06
256,multi_equal,comight-cmi,cmi,-3.907233661060161e-07
256,multi_equal,comight-cmi,cmi,-9.813139961512007e-06
256,multi_equal,comight-cmi,cmi,1.0689908617411703e-05
256,multi_equal,comight-cmi,cmi,-5.878649194102081e-06
256,multi_equal,comight-cmi,cmi,9.018046553177506e-06
256,multi_equal,comight-cmi,cmi,-2.05548699461211e-05
256,multi_equal,comight-cmi,cmi,1.4262846126378292e-06
256,multi_equal,comight-cmi,cmi,-8.337775384892332e-06
256,multi_equal,comight-cmi,cmi,7.601955694935825e-07
256,multi_equal,comight-cmi,cmi,4.621829467144067e-06
256,multi_equal,comight-cmi,cmi,5.563362928229232e-06
256,multi_equal,comight-cmi,cmi,6.416210453386029e-06
256,multi_equal,comight-cmi,cmi,4.419777392850044e-06
256,multi_equal,comight-cmi,cmi,-1.689118636227782e-05
256,multi_equal,comight-cmi,cmi,1.0859514872008091e-05
256,multi_equal,comight-cmi,cmi,-1.465839788938883e-05
256,multi_equal,comight-cmi,cmi,-1.2646133722649111e-05
256,multi_equal,comight-cmi,cmi,-7.061215950399102e-06
256,multi_equal,comight-cmi,cmi,-2.4763635708136e-05
256,multi_equal,comight-cmi,cmi,1.1321680625009378e-05
256,multi_equal,comight-cmi,cmi,1.97935939705296e-06
256,multi_equal,comight-cmi,cmi,-1.1315982512694056e-05
256,multi_equal,comight-cmi,cmi,-1.4313610764982165e-05
256,multi_equal,comight-cmi,cmi,-3.3551260180120224e-06
256,multi_equal,comight-cmi,cmi,-7.253377279914375e-07
256,multi_equal,comight-cmi,cmi,8.613130314860662e-06
256,multi_equal,comight-cmi,cmi,1.1378500632042154e-05
256,multi_equal,comight-cmi,cmi,1.8431383275285818e-05
256,multi_equal,comight-cmi,cmi,-4.137159251293987e-06
256,multi_equal,comight-cmi,cmi,-8.826901709335644e-06
256,multi_equal,comight-cmi,cmi,-4.967288653290325e-06
256,multi_equal,comight-cmi,cmi,9.1828271693295e-06
256,multi_equal,comight-cmi,cmi,5.334225989694907e-06
256,multi_equal,comight-cmi,cmi,-5.1934427151012486e-06
256,multi_equal,comight-cmi,cmi,7.526736552909696e-07
