sas98,idx,n_samples,n_dims_1,n_dims_2
0.0703125,0,256,506,6
-0.04296875,0,512,506,6
0.01953125,0,1024,506,6
0.0,1,256,506,6
0.01953125,1,512,506,6
0.0078125,1,1024,506,6
-0.046875,2,256,506,6
0.0078125,2,512,506,6
-0.0390625,2,1024,506,6
-0.015625,3,256,506,6
-0.02734375,3,512,506,6
0.033203125,3,1024,506,6
0.0234375,4,256,506,6
0.0546875,4,512,506,6
-0.001953125,4,1024,506,6
0.015625,5,256,506,6
-0.015625,5,512,506,6
-0.03125,5,1024,506,6
-0.0234375,6,256,506,6
-0.00390625,6,512,506,6
0.005859375,6,1024,506,6
0.0234375,7,256,506,6
-0.015625,7,512,506,6
0.0234375,7,1024,506,6
0.015625,8,256,506,6
0.015625,8,512,506,6
0.0,8,1024,506,6
-0.03125,9,256,506,6
0.01171875,9,512,506,6
-0.013671875,9,1024,506,6
0.015625,10,256,506,6
-0.03125,10,512,506,6
0.0078125,10,1024,506,6
-0.0390625,11,256,506,6
0.04296875,11,512,506,6
-0.009765625,11,1024,506,6
0.0546875,12,256,506,6
-0.01953125,12,512,506,6
0.005859375,12,1024,506,6
-0.078125,13,256,506,6
-0.015625,13,512,506,6
0.01171875,13,1024,506,6
0.0859375,14,256,506,6
-0.046875,14,512,506,6
-0.017578125,14,1024,506,6
-0.0859375,15,256,506,6
0.02734375,15,512,506,6
0.0078125,15,1024,506,6
0.0625,16,256,506,6
0.0,16,512,506,6
0.017578125,16,1024,506,6
0.0390625,17,256,506,6
-0.01171875,17,512,506,6
-0.01953125,17,1024,506,6
0.0,18,256,506,6
0.03125,18,512,506,6
-0.01953125,18,1024,506,6
-0.0234375,19,256,506,6
-0.01171875,19,512,506,6
0.02734375,19,1024,506,6
-0.0546875,20,256,506,6
0.046875,20,512,506,6
-0.005859375,20,1024,506,6
0.0625,21,256,506,6
-0.01953125,21,512,506,6
0.0078125,21,1024,506,6
-0.0078125,22,256,506,6
-0.0078125,22,512,506,6
0.013671875,22,1024,506,6
0.015625,23,256,506,6
0.02734375,23,512,506,6
-0.01953125,23,1024,506,6
-0.015625,24,256,506,6
-0.0234375,24,512,506,6
0.013671875,24,1024,506,6
-0.0078125,25,256,506,6
0.01171875,25,512,506,6
0.0,25,1024,506,6
0.0234375,26,256,506,6
0.0,26,512,506,6
-0.013671875,26,1024,506,6
-0.0234375,27,256,506,6
-0.03125,27,512,506,6
-0.005859375,27,1024,506,6
-0.0078125,28,256,506,6
0.015625,28,512,506,6
0.025390625,28,1024,506,6
0.03125,29,256,506,6
0.01171875,29,512,506,6
-0.005859375,29,1024,506,6
0.0078125,30,256,506,6
-0.01171875,30,512,506,6
-0.0078125,30,1024,506,6
-0.0390625,31,256,506,6
-0.0234375,31,512,506,6
-0.025390625,31,1024,506,6
-0.0703125,32,256,506,6
0.03515625,32,512,506,6
0.01953125,32,1024,506,6
0.078125,33,256,506,6
-0.0078125,33,512,506,6
-0.00390625,33,1024,506,6
-0.046875,34,256,506,6
0.01171875,34,512,506,6
0.00390625,34,1024,506,6
0.0703125,35,256,506,6
-0.05078125,35,512,506,6
-0.0546875,35,1024,506,6
-0.0546875,36,256,506,6
-0.015625,36,512,506,6
0.048828125,36,1024,506,6
0.0,37,256,506,6
0.01953125,37,512,506,6
0.005859375,37,1024,506,6
-0.0703125,38,256,506,6
0.03515625,38,512,506,6
0.0,38,1024,506,6
0.0859375,39,256,506,6
0.02734375,39,512,506,6
-0.001953125,39,1024,506,6
0.0078125,40,256,506,6
-0.04296875,40,512,506,6
0.0,40,1024,506,6
0.03125,41,256,506,6
0.01953125,41,512,506,6
0.00390625,41,1024,506,6
-0.0546875,42,256,506,6
0.0,42,512,506,6
-0.001953125,42,1024,506,6
0.0390625,43,256,506,6
-0.0234375,43,512,506,6
0.001953125,43,1024,506,6
-0.0078125,44,256,506,6
-0.03125,44,512,506,6
0.009765625,44,1024,506,6
-0.0078125,45,256,506,6
0.0234375,45,512,506,6
-0.0234375,45,1024,506,6
0.0,46,256,506,6
-0.0078125,46,512,506,6
0.013671875,46,1024,506,6
