sas98,cmi,idx,n_samples,n_dims_1,n_dims_2
0.0,-0.0005313948956086056,0,256,506,6
0.02734375,-5.460726290040796e-05,0,512,506,6
-0.015625,0.00023422541219875193,0,1024,506,6
-0.015625,0.00040560705170689104,1,256,506,6
-0.01953125,9.180223484439587e-05,1,512,506,6
0.0078125,-0.00014723366473268218,1,1024,506,6
0.015625,0.00019197718780317174,2,256,506,6
0.0234375,-0.0001230356145109912,2,512,506,6
-0.0078125,2.4672962685823308e-05,2,1024,506,6
-0.015625,-7.720793425269878e-05,3,256,506,6
-0.01171875,-7.989263844931926e-05,3,512,506,6
0.0,8.26290136725083e-05,3,1024,506,6
0.015625,-8.855173678778971e-05,4,256,506,6
-0.01171875,0.00014824334376206671,4,512,506,6
0.005859375,4.358935260739827e-06,4,1024,506,6
-0.015625,7.152517132413827e-05,5,256,506,6
-0.02734375,-0.0002642118810738392,5,512,506,6
0.005859375,-0.00012611155738850854,5,1024,506,6
0.015625,-0.00045023355866313786,6,256,506,6
0.046875,0.00026763265144646997,6,512,506,6
0.00390625,4.54679176242756e-05,6,1024,506,6
0.0,0.0005911059080282444,7,256,506,6
-0.015625,-0.00013503431896022544,7,512,506,6
-0.009765625,-0.0001209291439210336,7,1024,506,6
-0.0078125,-0.0003450535419113887,8,256,506,6
-0.0234375,9.812203537451492e-05,8,512,506,6
0.01171875,0.00011520773582163191,8,1024,506,6
0.0078125,0.00015370896927913158,9,256,506,6
0.01953125,0.00011169590351756131,9,512,506,6
-0.005859375,4.6867315990239966e-05,9,1024,506,6
0.0,0.0001497104404798444,10,256,506,6
0.015625,-0.00018935962205557377,10,512,506,6
0.001953125,-5.1251165193888504e-05,10,1024,506,6
0.0,-0.0002488840782761681,11,256,506,6
0.0,0.0001975548939987526,11,512,506,6
-0.0078125,8.397203703014444e-05,11,1024,506,6
-0.0078125,6.189689649371832e-05,12,256,506,6
-0.01171875,-6.0714396956651484e-05,12,512,506,6
0.009765625,-0.0002901548779662422,12,1024,506,6
0.0078125,-0.0002221711742158572,13,256,506,6
-0.00390625,-7.512216803373661e-05,13,512,506,6
-0.015625,0.0001902866036767037,13,1024,506,6
0.0,0.00025545613026445313,14,256,506,6
0.00390625,5.198139301831883e-05,14,512,506,6
-0.00390625,0.00014034959721787033,14,1024,506,6
0.0,6.992234075520187e-06,15,256,506,6
0.0078125,-7.692007905368836e-05,15,512,506,6
0.0078125,-0.00011702411337288776,15,1024,506,6
-0.0234375,4.427997043920939e-05,16,256,506,6
-0.00390625,-4.768043852843018e-05,16,512,506,6
0.009765625,-7.957733562158342e-05,16,1024,506,6
0.015625,-0.00038288496711114117,17,256,506,6
-0.01171875,0.00010162247916833955,17,512,506,6
-0.001953125,5.50100990678315e-05,17,1024,506,6
-0.0078125,0.0003893053461728746,18,256,506,6
0.01953125,-0.0001304176374068433,18,512,506,6
-0.0078125,8.731588387189682e-05,18,1024,506,6
0.0078125,-0.00040148322562849614,19,256,506,6
-0.04296875,9.280138420630912e-05,19,512,506,6
0.001953125,2.0835042596312192e-05,19,1024,506,6
0.0,0.00039181857502357254,20,256,506,6
0.046875,-6.767525104067751e-05,20,512,506,6
-0.015625,-0.00018773562192198057,20,1024,506,6
-0.015625,-0.00017851231067023132,21,256,506,6
-0.04296875,-0.0001427896241108506,21,512,506,6
0.015625,4.3883804577538044e-05,21,1024,506,6
0.015625,-6.391588903287282e-05,22,256,506,6
0.03125,0.00023629171809846916,22,512,506,6
-0.009765625,7.930703582403886e-06,22,1024,506,6
0.0,0.0001487266673931842,23,256,506,6
0.00390625,-6.7728802874977845e-06,23,512,506,6
0.015625,0.00015457705921984033,23,1024,506,6
-0.015625,-8.721063378269722e-05,24,256,506,6
-0.015625,9.654812482162711e-05,24,512,506,6
-0.001953125,-6.130064325537976e-05,24,1024,506,6
0.0234375,-0.0003383387020634565,25,256,506,6
0.015625,-6.28223329359745e-05,25,512,506,6
-0.001953125,-4.409273292060867e-05,25,1024,506,6
0.0,0.00039860212576647847,26,256,506,6
0.00390625,7.747190814422211e-06,26,512,506,6
-0.001953125,8.192292669850776e-05,26,1024,506,6
-0.0078125,-2.342478907613188e-05,27,256,506,6
-0.01171875,-0.00016864624899315395,27,512,506,6
-0.001953125,-5.207686246899712e-05,27,1024,506,6
0.0,2.5519595859502253e-05,28,256,506,6
