sas98,idx,n_samples,n_dims_1,n_dims_2
0.0703125,0,256,5,6
0.109375,0,256,13,6
0.1796875,0,256,29,6
0.140625,0,256,61,6
0.0703125,0,256,125,6
0.078125,0,256,253,6
0.0546875,0,256,509,6
0.109375,0,256,1021,6
0.1640625,1,256,5,6
0.0546875,1,256,13,6
0.0546875,1,256,29,6
0.140625,1,256,61,6
0.078125,1,256,125,6
0.0078125,1,256,253,6
0.0625,1,256,509,6
0.0390625,1,256,1021,6
0.1015625,2,256,5,6
0.0078125,2,256,13,6
0.078125,2,256,29,6
0.0078125,2,256,61,6
0.046875,2,256,125,6
0.03125,2,256,253,6
0.0078125,2,256,509,6
-0.0234375,2,256,1021,6
0.046875,3,256,5,6
0.0390625,3,256,13,6
0.0625,3,256,29,6
-0.0078125,3,256,61,6
0.078125,3,256,125,6
-0.078125,3,256,253,6
0.0,3,256,509,6
0.0,3,256,1021,6
0.0625,4,256,5,6
0.09375,4,256,13,6
0.125,4,256,29,6
0.015625,4,256,61,6
-0.0390625,4,256,125,6
0.0,4,256,253,6
-0.0234375,4,256,509,6
0.0234375,4,256,1021,6
0.1484375,5,256,5,6
0.078125,5,256,13,6
0.0703125,5,256,29,6
0.015625,5,256,61,6
0.1015625,5,256,125,6
0.0,5,256,253,6
0.03125,5,256,509,6
0.1484375,5,256,1021,6
0.0390625,6,256,5,6
0.1953125,6,256,13,6
0.1875,6,256,29,6
0.1640625,6,256,61,6
0.046875,6,256,125,6
0.0625,6,256,253,6
0.0390625,6,256,509,6
0.0,6,256,1021,6
0.1328125,7,256,5,6
0.0625,7,256,13,6
0.09375,7,256,29,6
0.09375,7,256,61,6
-0.0078125,7,256,125,6
0.0390625,7,256,253,6
0.0234375,7,256,509,6
0.015625,7,256,1021,6
-0.03125,8,256,5,6
-0.0390625,8,256,13,6
-0.015625,8,256,29,6
-0.015625,8,256,61,6
0.0,8,256,125,6
0.015625,8,256,253,6
0.0,8,256,509,6
-0.0234375,8,256,1021,6
0.1328125,9,256,5,6
0.0,9,256,13,6
0.0546875,9,256,29,6
0.0703125,9,256,61,6
0.0,9,256,125,6
0.046875,9,256,253,6
0.0,9,256,509,6
0.015625,9,256,1021,6
0.0703125,10,256,5,6
0.109375,10,256,13,6
0.0703125,10,256,29,6
0.0234375,10,256,61,6
0.046875,10,256,125,6
0.0,10,256,253,6
-0.0234375,10,256,509,6
-0.03125,10,256,1021,6
0.0546875,11,256,5,6
0.03125,11,256,13,6
0.0234375,11,256,29,6
0.0,11,256,61,6
0.046875,11,256,125,6
0.015625,11,256,253,6
0.0,11,256,509,6
-0.0703125,11,256,1021,6
0.1171875,12,256,5,6
0.1171875,12,256,13,6
0.2109375,12,256,29,6
0.2109375,12,256,61,6
