sas98,cmi,idx,n_samples,n_dims_1,n_dims_2
-0.01171875,0.0006005284915582276,0,512,2,6
0.0234375,-8.159980416022616e-05,0,512,10,6
0.01171875,-0.0009207348839405105,0,512,26,6
-0.0078125,-0.0010942526110102602,0,512,58,6
-0.0078125,-0.0010107269325539958,0,512,122,6
-0.0078125,-0.001275486808194115,0,512,250,6
-0.0234375,-0.0010678767015587232,0,512,506,6
-0.0078125,-0.0008826024384696041,0,512,1018,6
-0.01171875,0.0003700405661172246,1,512,2,6
0.0,-0.0008425498632205208,1,512,10,6
-0.015625,-0.0005542482497300494,1,512,26,6
0.0,-0.001241412289353927,1,512,58,6
-0.0234375,-0.0010283564053722438,1,512,122,6
0.0078125,-0.0011314701537934457,1,512,250,6
0.0078125,-0.0008535770770508044,1,512,506,6
0.0078125,-0.0008906842398643811,1,512,1018,6
0.00390625,-2.295584806044637e-05,2,512,2,6
0.00390625,-0.001922939497295939,2,512,10,6
-0.00390625,-0.001186826239039207,2,512,26,6
0.00390625,-0.0018741594736434442,2,512,58,6
0.01171875,-0.001824247082697017,2,512,122,6
-0.00390625,-0.0010858724874291958,2,512,250,6
-0.00390625,-0.0013621819631187693,2,512,506,6
0.0078125,-0.0009459784145424699,2,512,1018,6
-0.01171875,-0.0005070493379085717,3,512,2,6
-0.0078125,0.00017258102158868027,3,512,10,6
-0.015625,-0.0002727951137226903,3,512,26,6
0.0,-0.0014119745082744606,3,512,58,6
-0.0078125,-0.0013976998500029314,3,512,122,6
0.015625,-0.0012682311487293152,3,512,250,6
-0.0078125,-0.001209342923667478,3,512,506,6
-0.0078125,-0.001017191999469258,3,512,1018,6
-0.05859375,-0.000145684010594338,4,512,2,6
-0.03125,-0.0006708474211385429,4,512,10,6
0.00390625,-0.0013817529531972017,4,512,26,6
-0.03515625,-0.0008584252587107155,4,512,58,6
0.0078125,-0.0012346527732716162,4,512,122,6
0.0078125,-0.0009311255506855298,4,512,250,6
-0.0078125,-0.0011934914090107052,4,512,506,6
0.02734375,-0.0008524845277519955,4,512,1018,6
0.0,-0.0006496994214763019,5,512,2,6
0.0390625,-3.8181308897100585e-05,5,512,10,6
0.0078125,-0.0008773055598787494,5,512,26,6
0.04296875,-0.0013139454049689858,5,512,58,6
