n_samples,sim_type,model,metric,metric_value
256,multi_equal,rf,auc,0.4478759765625
256,multi_equal,rf,auc,0.553436279296875
256,multi_equal,rf,auc,0.501708984375
256,multi_equal,rf,auc,0.381439208984375
256,multi_equal,rf,auc,0.457000732421875
256,multi_equal,rf,auc,0.507476806640625
256,multi_equal,rf,auc,0.502655029296875
256,multi_equal,rf,auc,0.546142578125
256,multi_equal,rf,auc,0.55792236328125
256,multi_equal,rf,auc,0.559661865234375
256,multi_equal,rf,auc,0.49273681640625
256,multi_equal,rf,auc,0.498779296875
256,multi_equal,rf,auc,0.519012451171875
256,multi_equal,rf,auc,0.491943359375
256,multi_equal,rf,auc,0.52325439453125
256,multi_equal,rf,auc,0.523529052734375
256,multi_equal,rf,auc,0.517669677734375
256,multi_equal,rf,auc,0.4859619140625
256,multi_equal,rf,auc,0.44561767578125
256,multi_equal,rf,auc,0.512237548828125
256,multi_equal,rf,auc,0.50128173828125
256,multi_equal,rf,auc,0.522918701171875
256,multi_equal,rf,auc,0.447296142578125
256,multi_equal,rf,auc,0.586456298828125
256,multi_equal,rf,auc,0.528411865234375
256,multi_equal,rf,auc,0.47015380859375
256,multi_equal,rf,auc,0.45037841796875
256,multi_equal,rf,auc,0.526031494140625
256,multi_equal,rf,auc,0.53875732421875
256,multi_equal,rf,auc,0.438079833984375
256,multi_equal,rf,auc,0.509765625
256,multi_equal,rf,auc,0.622711181640625
256,multi_equal,rf,auc,0.55926513671875
256,multi_equal,rf,auc,0.52655029296875
256,multi_equal,rf,auc,0.524810791015625
256,multi_equal,rf,auc,0.42791748046875
256,multi_equal,rf,auc,0.541015625
256,multi_equal,rf,auc,0.4405517578125
256,multi_equal,rf,auc,0.45062255859375
256,multi_equal,rf,auc,0.542144775390625
256,multi_equal,rf,auc,0.5289306640625
256,multi_equal,rf,auc,0.546173095703125
256,multi_equal,rf,auc,0.5260009765625
256,multi_equal,rf,auc,0.582794189453125
256,multi_equal,rf,auc,0.522216796875
256,multi_equal,rf,auc,0.48004150390625
256,multi_equal,rf,auc,0.46942138671875
256,multi_equal,rf,auc,0.475677490234375
256,multi_equal,rf,auc,0.600250244140625
256,multi_equal,rf,auc,0.469512939453125
256,multi_equal,rf,auc,0.530303955078125
256,multi_equal,rf,auc,0.495849609375
256,multi_equal,rf,auc,0.54156494140625
256,multi_equal,rf,auc,0.439300537109375
256,multi_equal,rf,auc,0.50250244140625
256,multi_equal,rf,auc,0.456512451171875
256,multi_equal,rf,auc,0.423553466796875
256,multi_equal,rf,auc,0.460968017578125
256,multi_equal,rf,auc,0.445892333984375
256,multi_equal,rf,auc,0.43426513671875
256,multi_equal,rf,auc,0.459259033203125
256,multi_equal,rf,auc,0.4688720703125
256,multi_equal,rf,auc,0.475372314453125
256,multi_equal,rf,auc,0.584625244140625
256,multi_equal,rf,auc,0.5399169921875
256,multi_equal,rf,auc,0.446685791015625
256,multi_equal,rf,auc,0.630645751953125
256,multi_equal,rf,auc,0.4710693359375
256,multi_equal,rf,auc,0.540924072265625
256,multi_equal,rf,auc,0.467498779296875
256,multi_equal,rf,auc,0.548309326171875
256,multi_equal,rf,auc,0.558868408203125
256,multi_equal,rf,auc,0.474029541015625
256,multi_equal,rf,auc,0.496734619140625
256,multi_equal,rf,auc,0.496826171875
256,multi_equal,rf,auc,0.48431396484375
256,multi_equal,rf,auc,0.530792236328125
256,multi_equal,rf,auc,0.422027587890625
256,multi_equal,rf,auc,0.46270751953125
256,multi_equal,rf,auc,0.4559326171875
256,multi_equal,rf,auc,0.536285400390625
256,multi_equal,rf,auc,0.39971923828125
256,multi_equal,rf,auc,0.485443115234375
256,multi_equal,rf,auc,0.447479248046875
256,multi_equal,rf,auc,0.50897216796875
256,multi_equal,rf,auc,0.56304931640625
256,multi_equal,rf,auc,0.44696044921875
256,multi_equal,rf,auc,0.476348876953125
256,multi_equal,rf,auc,0.457733154296875
256,multi_equal,rf,auc,0.49053955078125
256,multi_equal,rf,auc,0.504486083984375
256,multi_equal,rf,auc,0.549163818359375
256,multi_equal,rf,auc,0.46197509765625
256,multi_equal,rf,auc,0.53961181640625
256,multi_equal,rf,auc,0.522613525390625
256,multi_equal,rf,auc,0.5577392578125
256,multi_equal,rf,auc,0.449981689453125
256,multi_equal,rf,auc,0.383392333984375
256,multi_equal,rf,auc,0.5506591796875
256,multi_equal,rf,auc,0.4102783203125
512,multi_equal,rf,auc,0.52606201171875
512,multi_equal,rf,auc,0.5702362060546875
512,multi_equal,rf,auc,0.484344482421875
512,multi_equal,rf,auc,0.46521759033203125
512,multi_equal,rf,auc,0.46715545654296875
512,multi_equal,rf,auc,0.5301742553710938
512,multi_equal,rf,auc,0.46871185302734375
512,multi_equal,rf,auc,0.5777206420898438
