sas98,cmi,idx,n_samples,n_dims_1,n_dims_2
0.03125,-0.0003777906013699983,0,256,5,6
0.0078125,2.448237295893385e-05,0,256,13,6
-0.015625,0.00030346175618845006,0,256,29,6
0.0,6.62987309619778e-05,0,256,61,6
0.0546875,8.349212699942932e-05,0,256,125,6
0.015625,6.237244796980512e-05,0,256,253,6
0.03125,2.4901493895779225e-05,0,256,509,6
0.015625,6.403963519563405e-05,0,256,1021,6
0.0,0.0014184068680550554,1,256,5,6
-0.0078125,0.00017017583147094228,1,256,13,6
-0.015625,-0.00028600443056758795,1,256,29,6
-0.0234375,-0.0002806432108919399,1,256,61,6
0.0,-3.572961437203759e-05,1,256,125,6
-0.0703125,-4.044868433750182e-05,1,256,253,6
-0.015625,-1.7554826299281956e-06,1,256,509,6
0.0,-2.9566690768478843e-05,1,256,1021,6
-0.0390625,-0.0011209418283162353,2,256,5,6
-0.015625,-0.00035117676429297084,2,256,13,6
0.0390625,0.0004125237957209871,2,256,29,6
0.015625,0.00038195191392964567,2,256,61,6
0.0078125,0.0001425046210894454,2,256,125,6
0.0703125,8.029669700893027e-05,2,256,253,6
0.03125,1.5797585421806204e-05,2,256,509,6
0.0234375,2.1202352940452585e-05,2,256,1021,6
0.0390625,0.0007074964230779912,3,256,5,6
0.0234375,0.00019499894658403516,3,256,13,6
-0.015625,-1.9864196795449374e-05,3,256,29,6
0.0078125,5.660021535669468e-05,3,256,61,6
-0.0078125,-3.956450653341825e-05,3,256,125,6
0.0,1.0974818080877746e-05,3,256,253,6
-0.0234375,9.850335677130673e-06,3,256,509,6
0.0,-4.540950560905088e-05,3,256,1021,6
-0.015625,-0.0006109570897187,4,256,5,6
-0.0078125,-1.4850497943474927e-05,4,256,13,6
0.015625,2.1835731940367253e-05,4,256,29,6
0.0,-9.060915951275561e-05,4,256,61,6
0.0078125,-5.4378281968414655e-06,4,256,125,6
-0.0078125,-4.4016488808584775e-05,4,256,253,6
0.0234375,-2.0261078230165985e-05,4,256,509,6
-0.0078125,4.383423464526803e-05,4,256,1021,6
0.0234375,0.001097410999078452,5,256,5,6
0.0078125,8.682270248971946e-05,5,256,13,6
0.0,-6.652958561215172e-05,5,256,29,6
0.0,-0.0003108566645375621,5,256,61,6
0.0,-0.00015335205851441103,5,256,125,6
-0.0078125,-5.7905670788227503e-05,5,256,253,6
-0.015625,-4.725353055590187e-05,5,256,509,6
-0.015625,1.266278152578515e-05,5,256,1021,6
-0.0078125,0.0003104077296349761,6,256,5,6
0.0,0.0003865073786597506,6,256,13,6
0.0,0.00024521676960564953,6,256,29,6
0.0,0.0002510491737512943,6,256,61,6
0.0,8.483730264574607e-05,6,256,125,6
-0.0078125,2.0621750572713538e-05,6,256,253,6
0.015625,-2.6566916998982393e-05,6,256,509,6
-0.0234375,-6.586024835975035e-05,6,256,1021,6
0.0078125,8.266679648549768e-05,7,256,5,6
-0.0078125,-0.0002173758200385567,7,256,13,6
0.0,-0.0001266143597005165,7,256,29,6
0.0,3.7203926058215764e-05,7,256,61,6
0.0,-0.00029215058928477866,7,256,125,6
0.0234375,-8.857849497789783e-05,7,256,253,6
-0.015625,-3.2584687084113995e-06,7,256,509,6
0.03125,3.286923211265336e-05,7,256,1021,6
-0.03125,-0.00017560205867250822,8,256,5,6
-0.015625,-9.142956528296331e-05,8,256,13,6
-0.0078125,7.343270637050203e-05,8,256,29,6
0.0,6.0601566123530404e-05,8,256,61,6
-0.015625,0.0003786777561619603,8,256,125,6
0.0,0.0001898590554695323,8,256,253,6
-0.0078125,4.964985776323427e-05,8,256,509,6
0.0078125,2.5551145200197745e-05,8,256,1021,6
0.015625,-0.0034001573472687285,9,256,5,6
0.015625,-0.0017956046302736173,9,256,13,6
-0.046875,-0.000799436348946525,9,256,29,6
-0.0234375,-0.000290538838007004,9,256,61,6
0.015625,-0.0001265805975990686,9,256,125,6
-0.046875,-6.675907050834873e-05,9,256,253,6
0.03125,2.1034573417400004e-05,9,256,509,6
-0.0078125,8.44745812578207e-06,9,256,1021,6
0.0078125,0.003331771285499996,10,256,5,6
-0.015625,0.002037538038669462,10,256,13,6
0.0390625,0.0007024079218318491,10,256,29,6
0.0234375,0.00030715138076709003,10,256,61,6
0.0,0.00011514181058880357,10,256,125,6
0.0390625,8.859187049958805e-06,10,256,253,6
-0.015625,-2.1853631648971472e-05,10,256,509,6
0.0078125,1.6306098067353503e-06,10,256,1021,6
0.0078125,-0.0028837879826286716,11,256,5,6
-0.0078125,-0.0013815047785288304,11,256,13,6
0.0,-0.00020733522301252805,11,256,29,6
-0.0234375,-0.0004500709693127103,11,256,61,6
-0.015625,-0.0001399176823866366,11,256,125,6
0.0,4.051561600881826e-06,11,256,253,6
0.015625,2.360833266790152e-05,11,256,509,6
0.0078125,-4.8196627336905e-06,11,256,1021,6
0.0,-1.756759511128969e-05,12,256,5,6
0.03125,0.0003858002813401651,12,256,13,6
-0.0234375,-1.0828875484203415e-05,12,256,29,6
-0.0078125,0.0003468805606940961,12,256,61,6
0.0078125,0.00016297117586971943,12,256,125,6
0.0078125,5.67667194606436e-06,12,256,253,6
