n_samples,sim_type,model,metric,metric_value
128,multi_modalv3,comight-cmi,auc,0.51220703125
128,multi_modalv3,comight-cmi,auc,0.47021484375
128,multi_modalv3,comight-cmi,auc,0.5595703125
128,multi_modalv3,comight-cmi,auc,0.52734375
128,multi_modalv3,comight-cmi,auc,0.453125
128,multi_modalv3,comight-cmi,auc,0.542724609375
128,multi_modalv3,comight-cmi,auc,0.432373046875
128,multi_modalv3,comight-cmi,auc,0.40478515625
128,multi_modalv3,comight-cmi,auc,0.401123046875
128,multi_modalv3,comight-cmi,auc,0.468017578125
128,multi_modalv3,comight-cmi,auc,0.5009765625
128,multi_modalv3,comight-cmi,auc,0.32958984375
128,multi_modalv3,comight-cmi,auc,0.486572265625
128,multi_modalv3,comight-cmi,auc,0.54345703125
128,multi_modalv3,comight-cmi,auc,0.3974609375
128,multi_modalv3,comight-cmi,auc,0.593994140625
128,multi_modalv3,comight-cmi,auc,0.354248046875
128,multi_modalv3,comight-cmi,auc,0.6494140625
128,multi_modalv3,comight-cmi,auc,0.462158203125
128,multi_modalv3,comight-cmi,auc,0.51953125
128,multi_modalv3,comight-cmi,auc,0.627685546875
128,multi_modalv3,comight-cmi,auc,0.490234375
128,multi_modalv3,comight-cmi,auc,0.388671875
128,multi_modalv3,comight-cmi,auc,0.56103515625
128,multi_modalv3,comight-cmi,auc,0.354248046875
128,multi_modalv3,comight-cmi,auc,0.43798828125
128,multi_modalv3,comight-cmi,auc,0.585205078125
128,multi_modalv3,comight-cmi,auc,0.4599609375
128,multi_modalv3,comight-cmi,auc,0.603271484375
128,multi_modalv3,comight-cmi,auc,0.606201171875
128,multi_modalv3,comight-cmi,auc,0.551513671875
128,multi_modalv3,comight-cmi,auc,0.419189453125
128,multi_modalv3,comight-cmi,auc,0.49853515625
128,multi_modalv3,comight-cmi,auc,0.453125
128,multi_modalv3,comight-cmi,auc,0.509521484375
128,multi_modalv3,comight-cmi,auc,0.69140625
128,multi_modalv3,comight-cmi,auc,0.530517578125
128,multi_modalv3,comight-cmi,auc,0.3935546875
128,multi_modalv3,comight-cmi,auc,0.626953125
128,multi_modalv3,comight-cmi,auc,0.545166015625
128,multi_modalv3,comight-cmi,auc,0.54736328125
