n_samples,sim_type,model,metric,metric_value
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.0703125
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0546875
256,mean_shiftv4,comight,sas98,0.046875
256,mean_shiftv4,comight,sas98,0.046875
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.0625
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.140625
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.1015625
256,mean_shiftv4,comight,sas98,0.0078125
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0546875
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.046875
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.3125
256,mean_shiftv4,comight,sas98,0.046875
256,mean_shiftv4,comight,sas98,0.2109375
256,mean_shiftv4,comight,sas98,0.140625
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.140625
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.0078125
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.0078125
256,mean_shiftv4,comight,sas98,0.0625
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.0546875
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0703125
256,mean_shiftv4,comight,sas98,0.0703125
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.0625
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.0546875
256,mean_shiftv4,comight,sas98,0.0078125
256,mean_shiftv4,comight,sas98,0.046875
256,mean_shiftv4,comight,sas98,0.0078125
256,mean_shiftv4,comight,sas98,0.0703125
256,mean_shiftv4,comight,sas98,0.1484375
256,mean_shiftv4,comight,sas98,0.0703125
256,mean_shiftv4,comight,sas98,0.0078125
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.078125
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.09375
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.1171875
256,mean_shiftv4,comight,sas98,0.0859375
256,mean_shiftv4,comight,sas98,0.0078125
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.03125
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0
256,mean_shiftv4,comight,sas98,0.0546875
256,mean_shiftv4,comight,sas98,0.015625
256,mean_shiftv4,comight,sas98,0.0390625
256,mean_shiftv4,comight,sas98,0.0078125
256,mean_shiftv4,comight,sas98,0.0234375
256,mean_shiftv4,comight,sas98,0.0
512,mean_shiftv4,comight,sas98,0.09765625
512,mean_shiftv4,comight,sas98,0.10546875
512,mean_shiftv4,comight,sas98,0.11328125
512,mean_shiftv4,comight,sas98,0.078125
512,mean_shiftv4,comight,sas98,0.01953125
512,mean_shiftv4,comight,sas98,0.1171875
512,mean_shiftv4,comight,sas98,0.03125
512,mean_shiftv4,comight,sas98,0.1015625
512,mean_shiftv4,comight,sas98,0.12109375
512,mean_shiftv4,comight,sas98,0.0859375
512,mean_shiftv4,comight,sas98,0.1328125
512,mean_shiftv4,comight,sas98,0.08203125
512,mean_shiftv4,comight,sas98,0.1015625
512,mean_shiftv4,comight,sas98,0.07421875
512,mean_shiftv4,comight,sas98,0.07421875
512,mean_shiftv4,comight,sas98,0.04296875
512,mean_shiftv4,comight,sas98,0.01953125
512,mean_shiftv4,comight,sas98,0.06640625
512,mean_shiftv4,comight,sas98,0.03125
512,mean_shiftv4,comight,sas98,0.06640625
512,mean_shiftv4,comight,sas98,0.11328125
512,mean_shiftv4,comight,sas98,0.01171875
512,mean_shiftv4,comight,sas98,0.0703125
512,mean_shiftv4,comight,sas98,0.05859375
512,mean_shiftv4,comight,sas98,0.0390625
512,mean_shiftv4,comight,sas98,0.19140625
512,mean_shiftv4,comight,sas98,0.09765625
512,mean_shiftv4,comight,sas98,0.07421875
512,mean_shiftv4,comight,sas98,0.05859375
512,mean_shiftv4,comight,sas98,0.09375
512,mean_shiftv4,comight,sas98,0.02734375
512,mean_shiftv4,comight,sas98,0.0859375
512,mean_shiftv4,comight,sas98,0.046875
512,mean_shiftv4,comight,sas98,0.05859375
512,mean_shiftv4,comight,sas98,0.34765625
512,mean_shiftv4,comight,sas98,0.0625
512,mean_shiftv4,comight,sas98,0.2265625
512,mean_shiftv4,comight,sas98,0.13671875
512,mean_shiftv4,comight,sas98,0.17578125
512,mean_shiftv4,comight,sas98,0.125
512,mean_shiftv4,comight,sas98,0.08203125
512,mean_shiftv4,comight,sas98,0.1171875
512,mean_shiftv4,comight,sas98,0.02734375
512,mean_shiftv4,comight,sas98,0.11328125
512,mean_shiftv4,comight,sas98,0.015625
512,mean_shiftv4,comight,sas98,0.08203125
512,mean_shiftv4,comight,sas98,0.06640625
512,mean_shiftv4,comight,sas98,0.078125
512,mean_shiftv4,comight,sas98,0.06640625
512,mean_shiftv4,comight,sas98,0.0390625
512,mean_shiftv4,comight,sas98,0.0390625
512,mean_shiftv4,comight,sas98,0.06640625
512,mean_shiftv4,comight,sas98,0.23046875
512,mean_shiftv4,comight,sas98,0.12890625
512,mean_shiftv4,comight,sas98,0.08984375
512,mean_shiftv4,comight,sas98,0.11328125
512,mean_shiftv4,comight,sas98,0.1328125
512,mean_shiftv4,comight,sas98,0.08203125
512,mean_shiftv4,comight,sas98,0.04296875
512,mean_shiftv4,comight,sas98,0.140625
512,mean_shiftv4,comight,sas98,0.01171875
512,mean_shiftv4,comight,sas98,0.12109375
512,mean_shiftv4,comight,sas98,0.05078125
512,mean_shiftv4,comight,sas98,0.1171875
512,mean_shiftv4,comight,sas98,0.05078125
512,mean_shiftv4,comight,sas98,0.08984375
512,mean_shiftv4,comight,sas98,0.0234375
512,mean_shiftv4,comight,sas98,0.12109375
512,mean_shiftv4,comight,sas98,0.0625
512,mean_shiftv4,comight,sas98,0.140625
512,mean_shiftv4,comight,sas98,0.16015625
512,mean_shiftv4,comight,sas98,0.125
512,mean_shiftv4,comight,sas98,0.0625
512,mean_shiftv4,comight,sas98,0.046875
512,mean_shiftv4,comight,sas98,0.0625
512,mean_shiftv4,comight,sas98,0.1328125
512,mean_shiftv4,comight,sas98,0.07421875
512,mean_shiftv4,comight,sas98,0.02734375
512,mean_shiftv4,comight,sas98,0.22265625
512,mean_shiftv4,comight,sas98,0.07421875
512,mean_shiftv4,comight,sas98,0.04296875
512,mean_shiftv4,comight,sas98,0.0390625
512,mean_shiftv4,comight,sas98,0.06640625
512,mean_shiftv4,comight,sas98,0.140625
512,mean_shiftv4,comight,sas98,0.08984375
512,mean_shiftv4,comight,sas98,0.1015625
512,mean_shiftv4,comight,sas98,0.10546875
512,mean_shiftv4,comight,sas98,0.03515625
512,mean_shiftv4,comight,sas98,0.12109375
512,mean_shiftv4,comight,sas98,0.0546875
512,mean_shiftv4,comight,sas98,0.14453125
512,mean_shiftv4,comight,sas98,0.1484375
512,mean_shiftv4,comight,sas98,0.05078125
512,mean_shiftv4,comight,sas98,0.1171875
512,mean_shiftv4,comight,sas98,0.015625
512,mean_shiftv4,comight,sas98,0.0859375
512,mean_shiftv4,comight,sas98,0.140625
512,mean_shiftv4,comight,sas98,0.0546875
512,mean_shiftv4,comight,sas98,0.0703125
512,mean_shiftv4,comight,sas98,0.01953125
1024,mean_shiftv4,comight,sas98,0.22265625
1024,mean_shiftv4,comight,sas98,0.15234375
1024,mean_shiftv4,comight,sas98,0.25390625
1024,mean_shiftv4,comight,sas98,0.234375
1024,mean_shiftv4,comight,sas98,0.21484375
1024,mean_shiftv4,comight,sas98,0.150390625
1024,mean_shiftv4,comight,sas98,0.072265625
1024,mean_shiftv4,comight,sas98,0.23828125
1024,mean_shiftv4,comight,sas98,0.17578125
1024,mean_shiftv4,comight,sas98,0.134765625
1024,mean_shiftv4,comight,sas98,0.134765625
1024,mean_shiftv4,comight,sas98,0.169921875
1024,mean_shiftv4,comight,sas98,0.09765625
1024,mean_shiftv4,comight,sas98,0.123046875
1024,mean_shiftv4,comight,sas98,0.0859375
1024,mean_shiftv4,comight,sas98,0.1875
