n_dims_1,sim_type,model,metric,metric_value
5,multi_modalv3,comight-cmi,auc,0.6795654296875
5,multi_modalv3,comight-cmi,auc,0.60845947265625
5,multi_modalv3,comight-cmi,auc,0.61688232421875
5,multi_modalv3,comight-cmi,auc,0.67120361328125
5,multi_modalv3,comight-cmi,auc,0.63824462890625
5,multi_modalv3,comight-cmi,auc,0.584228515625
5,multi_modalv3,comight-cmi,auc,0.6605224609375
5,multi_modalv3,comight-cmi,auc,0.62884521484375
5,multi_modalv3,comight-cmi,auc,0.5126953125
5,multi_modalv3,comight-cmi,auc,0.6739501953125
5,multi_modalv3,comight-cmi,auc,0.6055908203125
5,multi_modalv3,comight-cmi,auc,0.6199951171875
5,multi_modalv3,comight-cmi,auc,0.7081298828125
5,multi_modalv3,comight-cmi,auc,0.59368896484375
5,multi_modalv3,comight-cmi,auc,0.62628173828125
5,multi_modalv3,comight-cmi,auc,0.63818359375
5,multi_modalv3,comight-cmi,auc,0.58538818359375
5,multi_modalv3,comight-cmi,auc,0.62274169921875
5,multi_modalv3,comight-cmi,auc,0.58758544921875
5,multi_modalv3,comight-cmi,auc,0.695068359375
5,multi_modalv3,comight-cmi,auc,0.53155517578125
5,multi_modalv3,comight-cmi,auc,0.65948486328125
5,multi_modalv3,comight-cmi,auc,0.62628173828125
5,multi_modalv3,comight-cmi,auc,0.56201171875
5,multi_modalv3,comight-cmi,auc,0.6351318359375
5,multi_modalv3,comight-cmi,auc,0.64703369140625
5,multi_modalv3,comight-cmi,auc,0.58660888671875
5,multi_modalv3,comight-cmi,auc,0.65338134765625
5,multi_modalv3,comight-cmi,auc,0.620361328125
5,multi_modalv3,comight-cmi,auc,0.6837158203125
5,multi_modalv3,comight-cmi,auc,0.69000244140625
5,multi_modalv3,comight-cmi,auc,0.62200927734375
5,multi_modalv3,comight-cmi,auc,0.6241455078125
5,multi_modalv3,comight-cmi,auc,0.65386962890625
5,multi_modalv3,comight-cmi,auc,0.673095703125
5,multi_modalv3,comight-cmi,auc,0.59124755859375
5,multi_modalv3,comight-cmi,auc,0.5838623046875
5,multi_modalv3,comight-cmi,auc,0.66973876953125
5,multi_modalv3,comight-cmi,auc,0.58551025390625
5,multi_modalv3,comight-cmi,auc,0.64166259765625
5,multi_modalv3,comight-cmi,auc,0.6131591796875
5,multi_modalv3,comight-cmi,auc,0.607421875
5,multi_modalv3,comight-cmi,auc,0.631591796875
5,multi_modalv3,comight-cmi,auc,0.603515625
5,multi_modalv3,comight-cmi,auc,0.60821533203125
5,multi_modalv3,comight-cmi,auc,0.65826416015625
5,multi_modalv3,comight-cmi,auc,0.58221435546875
