sas98,idx,n_samples,n_dims_1,n_dims_2
-0.015625,0,256,506,6
-0.015625,0,512,506,6
-0.01171875,0,1024,506,6
0.015625,1,256,506,6
0.0,1,512,506,6
-0.009765625,1,1024,506,6
-0.015625,2,256,506,6
-0.00390625,2,512,506,6
0.0078125,2,1024,506,6
-0.0078125,3,256,506,6
-0.0234375,3,512,506,6
0.01171875,3,1024,506,6
0.0078125,4,256,506,6
0.01171875,4,512,506,6
-0.021484375,4,1024,506,6
-0.0078125,5,256,506,6
0.01171875,5,512,506,6
0.0078125,5,1024,506,6
-0.0078125,6,256,506,6
-0.0078125,6,512,506,6
0.01171875,6,1024,506,6
0.0234375,7,256,506,6
0.01953125,7,512,506,6
-0.01953125,7,1024,506,6
0.015625,8,256,506,6
-0.0078125,8,512,506,6
-0.005859375,8,1024,506,6
-0.0078125,9,256,506,6
-0.01953125,9,512,506,6
0.017578125,9,1024,506,6
-0.0234375,10,256,506,6
0.015625,10,512,506,6
-0.0078125,10,1024,506,6
0.015625,11,256,506,6
0.00390625,11,512,506,6
0.00390625,11,1024,506,6
-0.0859375,12,256,506,6
-0.0078125,12,512,506,6
-0.0078125,12,1024,506,6
0.09375,13,256,506,6
0.015625,13,512,506,6
0.005859375,13,1024,506,6
0.0,14,256,506,6
0.0,14,512,506,6
0.005859375,14,1024,506,6
-0.03125,15,256,506,6
-0.00390625,15,512,506,6
-0.00390625,15,1024,506,6
0.0234375,16,256,506,6
0.01171875,16,512,506,6
-0.005859375,16,1024,506,6
0.0078125,17,256,506,6
-0.015625,17,512,506,6
0.017578125,17,1024,506,6
-0.03125,18,256,506,6
0.0,18,512,506,6
-0.009765625,18,1024,506,6
0.0234375,19,256,506,6
0.00390625,19,512,506,6
0.00390625,19,1024,506,6
0.0078125,20,256,506,6
-0.0234375,20,512,506,6
-0.01953125,20,1024,506,6
-0.0078125,21,256,506,6
-0.00390625,21,512,506,6
0.01171875,21,1024,506,6
0.015625,22,256,506,6
0.03125,22,512,506,6
-0.001953125,22,1024,506,6
-0.0078125,23,256,506,6
-0.02734375,23,512,506,6
0.001953125,23,1024,506,6
-0.015625,24,256,506,6
0.02734375,24,512,506,6
0.01953125,24,1024,506,6
0.0,25,256,506,6
-0.015625,25,512,506,6
-0.005859375,25,1024,506,6
-0.015625,26,256,506,6
0.01953125,26,512,506,6
-0.0078125,26,1024,506,6
0.0234375,27,256,506,6
-0.00390625,27,512,506,6
-0.001953125,27,1024,506,6
-0.03125,28,256,506,6
-0.0625,28,512,506,6
0.001953125,28,1024,506,6
0.03125,29,256,506,6
0.05859375,29,512,506,6
-0.005859375,29,1024,506,6
-0.0078125,30,256,506,6
-0.01171875,30,512,506,6
0.01171875,30,1024,506,6
0.0078125,31,256,506,6
-0.00390625,31,512,506,6
0.0,31,1024,506,6
-0.03125,32,256,506,6
0.00390625,32,512,506,6
0.00390625,32,1024,506,6
-0.015625,33,256,506,6
0.015625,33,512,506,6
0.001953125,33,1024,506,6
0.0390625,34,256,506,6
-0.03125,34,512,506,6
-0.03515625,34,1024,506,6
0.0234375,35,256,506,6
0.015625,35,512,506,6
0.029296875,35,1024,506,6
-0.0546875,36,256,506,6
0.0078125,36,512,506,6
-0.009765625,36,1024,506,6
0.0,37,256,506,6
-0.0078125,37,512,506,6
-0.015625,37,1024,506,6
0.0390625,38,256,506,6
0.0,38,512,506,6
0.01953125,38,1024,506,6
0.0078125,39,256,506,6
0.01171875,39,512,506,6
-0.001953125,39,1024,506,6
-0.0234375,40,256,506,6
-0.00390625,40,512,506,6
0.001953125,40,1024,506,6
0.015625,41,256,506,6
0.0,41,512,506,6
0.005859375,41,1024,506,6
0.015625,42,256,506,6
-0.00390625,42,512,506,6
-0.009765625,42,1024,506,6
-0.046875,43,256,506,6
-0.01171875,43,512,506,6
-0.00390625,43,1024,506,6
0.0234375,44,256,506,6
-0.015625,44,512,506,6
0.009765625,44,1024,506,6
0.0078125,45,256,506,6
0.0234375,45,512,506,6
0.005859375,45,1024,506,6
0.0078125,46,256,506,6
0.015625,46,512,506,6
-0.001953125,46,1024,506,6
-0.0234375,47,256,506,6
-0.01171875,47,512,506,6
-0.009765625,47,1024,506,6
0.0078125,48,256,506,6
-0.015625,48,512,506,6
-0.025390625,48,1024,506,6
0.0078125,49,256,506,6
0.00390625,49,512,506,6
0.03125,49,1024,506,6
-0.0078125,50,256,506,6
0.01171875,50,512,506,6
-0.001953125,50,1024,506,6
0.015625,51,256,506,6
0.0,51,512,506,6
0.009765625,51,1024,506,6
0.0078125,52,256,506,6
0.0,52,512,506,6
-0.009765625,52,1024,506,6
-0.015625,53,256,506,6
-0.0078125,53,512,506,6
0.00390625,53,1024,506,6
-0.078125,54,256,506,6
-0.01171875,54,512,506,6
-0.01171875,54,1024,506,6
0.078125,55,256,506,6
0.015625,55,512,506,6
0.00390625,55,1024,506,6
0.0,56,256,506,6
-0.0078125,56,512,506,6
0.01171875,56,1024,506,6
-0.0078125,57,256,506,6
-0.01171875,57,512,506,6
-0.009765625,57,1024,506,6
-0.015625,58,256,506,6
0.0,58,512,506,6
-0.01171875,58,1024,506,6
-0.03125,59,256,506,6
-0.01171875,59,512,506,6
0.01171875,59,1024,506,6
0.0546875,60,256,506,6
0.0390625,60,512,506,6
0.0078125,60,1024,506,6
0.0,61,256,506,6
-0.01171875,61,512,506,6
-0.013671875,61,1024,506,6
-0.015625,62,256,506,6
0.00390625,62,512,506,6
-0.013671875,62,1024,506,6
0.0078125,63,256,506,6
0.0078125,63,512,506,6
0.009765625,63,1024,506,6
0.0,64,256,506,6
-0.0078125,64,512,506,6
0.0078125,64,1024,506,6
