n_dims_1,sim_type,model,metric,metric_value
2,mean_shiftv4,knn,sas98,0.140625
2,mean_shiftv4,knn,sas98,0.11328125
2,mean_shiftv4,knn,sas98,0.15234375
2,mean_shiftv4,knn,sas98,0.19140625
2,mean_shiftv4,knn,sas98,0.109375
2,mean_shiftv4,knn,sas98,0.171875
2,mean_shiftv4,knn,sas98,0.140625
2,mean_shiftv4,knn,sas98,0.21484375
2,mean_shiftv4,knn,sas98,0.12109375
2,mean_shiftv4,knn,sas98,0.18359375
2,mean_shiftv4,knn,sas98,0.171875
2,mean_shiftv4,knn,sas98,0.15234375
2,mean_shiftv4,knn,sas98,0.05078125
2,mean_shiftv4,knn,sas98,0.15625
2,mean_shiftv4,knn,sas98,0.12890625
2,mean_shiftv4,knn,sas98,0.17578125
2,mean_shiftv4,knn,sas98,0.29296875
2,mean_shiftv4,knn,sas98,0.1171875
2,mean_shiftv4,knn,sas98,0.05859375
2,mean_shiftv4,knn,sas98,0.09375
2,mean_shiftv4,knn,sas98,0.15625
2,mean_shiftv4,knn,sas98,0.17578125
2,mean_shiftv4,knn,sas98,0.08984375
2,mean_shiftv4,knn,sas98,0.10546875
2,mean_shiftv4,knn,sas98,0.109375
2,mean_shiftv4,knn,sas98,0.18359375
2,mean_shiftv4,knn,sas98,0.15234375
2,mean_shiftv4,knn,sas98,0.05078125
2,mean_shiftv4,knn,sas98,0.1875
2,mean_shiftv4,knn,sas98,0.0859375
2,mean_shiftv4,knn,sas98,0.1328125
2,mean_shiftv4,knn,sas98,0.125
2,mean_shiftv4,knn,sas98,0.0703125
2,mean_shiftv4,knn,sas98,0.1015625
2,mean_shiftv4,knn,sas98,0.203125
2,mean_shiftv4,knn,sas98,0.1015625
2,mean_shiftv4,knn,sas98,0.1953125
2,mean_shiftv4,knn,sas98,0.11328125
2,mean_shiftv4,knn,sas98,0.265625
2,mean_shiftv4,knn,sas98,0.16796875
2,mean_shiftv4,knn,sas98,0.09375
2,mean_shiftv4,knn,sas98,0.03125
2,mean_shiftv4,knn,sas98,0.12109375
2,mean_shiftv4,knn,sas98,0.13671875
2,mean_shiftv4,knn,sas98,0.21484375
2,mean_shiftv4,knn,sas98,0.0703125
2,mean_shiftv4,knn,sas98,0.140625
2,mean_shiftv4,knn,sas98,0.078125
2,mean_shiftv4,knn,sas98,0.0625
2,mean_shiftv4,knn,sas98,0.0859375
2,mean_shiftv4,knn,sas98,0.09765625
2,mean_shiftv4,knn,sas98,0.05859375
2,mean_shiftv4,knn,sas98,0.19921875
2,mean_shiftv4,knn,sas98,0.140625
2,mean_shiftv4,knn,sas98,0.08203125
2,mean_shiftv4,knn,sas98,0.12109375
2,mean_shiftv4,knn,sas98,0.16796875
2,mean_shiftv4,knn,sas98,0.16796875
2,mean_shiftv4,knn,sas98,0.16796875
2,mean_shiftv4,knn,sas98,0.12109375
2,mean_shiftv4,knn,sas98,0.09765625
2,mean_shiftv4,knn,sas98,0.1328125
2,mean_shiftv4,knn,sas98,0.1953125
2,mean_shiftv4,knn,sas98,0.12890625
2,mean_shiftv4,knn,sas98,0.08203125
2,mean_shiftv4,knn,sas98,0.1640625
2,mean_shiftv4,knn,sas98,0.12890625
2,mean_shiftv4,knn,sas98,0.07421875
2,mean_shiftv4,knn,sas98,0.10546875
2,mean_shiftv4,knn,sas98,0.21484375
2,mean_shiftv4,knn,sas98,0.2109375
2,mean_shiftv4,knn,sas98,0.1015625
2,mean_shiftv4,knn,sas98,0.08203125
2,mean_shiftv4,knn,sas98,0.1796875
2,mean_shiftv4,knn,sas98,0.1484375
2,mean_shiftv4,knn,sas98,0.1796875
2,mean_shiftv4,knn,sas98,0.03125
2,mean_shiftv4,knn,sas98,0.2421875
2,mean_shiftv4,knn,sas98,0.1640625
2,mean_shiftv4,knn,sas98,0.13671875
2,mean_shiftv4,knn,sas98,0.1171875
2,mean_shiftv4,knn,sas98,0.08203125
2,mean_shiftv4,knn,sas98,0.08984375
2,mean_shiftv4,knn,sas98,0.17578125
2,mean_shiftv4,knn,sas98,0.1171875
2,mean_shiftv4,knn,sas98,0.15234375
2,mean_shiftv4,knn,sas98,0.1328125
2,mean_shiftv4,knn,sas98,0.1015625
2,mean_shiftv4,knn,sas98,0.140625
2,mean_shiftv4,knn,sas98,0.15625
2,mean_shiftv4,knn,sas98,0.30078125
2,mean_shiftv4,knn,sas98,0.15234375
2,mean_shiftv4,knn,sas98,0.17578125
2,mean_shiftv4,knn,sas98,0.15625
2,mean_shiftv4,knn,sas98,0.11328125
2,mean_shiftv4,knn,sas98,0.1484375
2,mean_shiftv4,knn,sas98,0.109375
2,mean_shiftv4,knn,sas98,0.203125
2,mean_shiftv4,knn,sas98,0.16015625
2,mean_shiftv4,knn,sas98,0.12890625
10,mean_shiftv4,knn,sas98,0.14453125
10,mean_shiftv4,knn,sas98,0.09765625
10,mean_shiftv4,knn,sas98,0.16796875
10,mean_shiftv4,knn,sas98,0.046875
