sas98,cmi,idx,n_samples,n_dims_1,n_dims_2
0.03125,0.002012841387159514,0,256,506,6
0.06640625,0.01177317954037671,0,512,506,6
0.216796875,0.029269888319691795,0,1024,506,6
0.0703125,0.02085732612368474,1,256,506,6
0.1015625,0.023295367594569294,1,512,506,6
0.130859375,0.04153150819394624,1,1024,506,6
-0.015625,0.002889418956628975,2,256,506,6
0.08984375,0.0159601252302638,2,512,506,6
0.240234375,0.028625791608309914,2,1024,506,6
0.0546875,0.006347588201735088,3,256,506,6
0.078125,0.009340455985404006,3,512,506,6
0.212890625,0.023555328544166754,3,1024,506,6
0.03125,0.000216067555540711,4,256,506,6
0.0078125,0.01016708337225758,4,512,506,6
0.193359375,0.025980711074466645,4,1024,506,6
0.046875,0.016866609811064137,5,256,506,6
0.09375,0.022127837833892938,5,512,506,6
0.134765625,0.027083806319678105,5,1024,506,6
0.015625,0.0023308426717494335,6,256,506,6
-0.01953125,0.016029966460747835,6,512,506,6
0.0625,0.023745431170348774,6,1024,506,6
0.0625,0.02182544350924498,7,256,506,6
0.09765625,0.04061326977688284,7,512,506,6
0.232421875,0.0399015463616601,7,1024,506,6
0.0234375,0.0056745708185329535,8,256,506,6
0.1015625,0.021596769157914864,8,512,506,6
0.16015625,0.0372956559695945,8,1024,506,6
0.015625,0.019287771947569365,9,256,506,6
0.04296875,0.01886596492487813,9,512,506,6
0.130859375,0.026694017073505383,9,1024,506,6
0.015625,0.02919378528679073,10,256,506,6
0.109375,0.033215059650892,10,512,506,6
0.125,0.04429552719373797,10,1024,506,6
0.0,0.009341988774895116,11,256,506,6
0.07421875,0.01267250164060596,11,512,506,6
0.162109375,0.02168235465819468,11,1024,506,6
0.140625,0.006415115162939022,12,256,506,6
0.09375,0.012639366970277677,12,512,506,6
0.08203125,0.032428308857681776,12,1024,506,6
0.015625,0.009143141732917304,13,256,506,6
0.0546875,0.016823492655810623,13,512,506,6
0.1171875,0.028313173694708094,13,1024,506,6
0.1015625,0.004994210693793577,14,256,506,6
0.05078125,0.0065935782434565215,14,512,506,6
0.064453125,0.022459539433789977,14,1024,506,6
0.0078125,0.0023161881751503355,15,256,506,6
0.0234375,0.012944218391134243,15,512,506,6
0.162109375,0.026952604986781203,15,1024,506,6
0.0,0.010981602513321032,16,256,506,6
0.0078125,0.029806710842243067,16,512,506,6
0.05859375,0.035471453743798786,16,1024,506,6
0.03125,0.0004009323343066029,17,256,506,6
0.05078125,0.013908894486116541,17,512,506,6
0.064453125,0.01885416905507209,17,1024,506,6
-0.0078125,0.00721221815030082,18,256,506,6
0.00390625,0.016446422220685264,18,512,506,6
0.078125,0.024634856244080794,18,1024,506,6
0.015625,0.0070929493716321845,19,256,506,6
0.05859375,0.019273516111426803,19,512,506,6
0.09375,0.03697727098095416,19,1024,506,6
0.0234375,0.010792098406686712,20,256,506,6
0.0625,0.028847301791141144,20,512,506,6
0.10546875,0.04085076236818519,20,1024,506,6
0.0234375,0.008010267725753972,21,256,506,6
0.0078125,0.01781996583026646,21,512,506,6
0.103515625,0.028395058811906626,21,1024,506,6
-0.0078125,0.004128734591265948,22,256,506,6
0.0234375,0.013704791428856389,22,512,506,6
0.0546875,0.03262094435830254,22,1024,506,6
-0.0078125,0.0006184166023219806,23,256,506,6
0.04296875,0.011595832114084104,23,512,506,6
0.21484375,0.03216426070616407,23,1024,506,6
0.0078125,0.013572393647550918,24,256,506,6
0.02734375,0.02119190895873202,24,512,506,6
0.1171875,0.030856108313358388,24,1024,506,6
0.0078125,0.006039707224343105,25,256,506,6
0.1640625,0.018623353291356892,25,512,506,6
0.224609375,0.02523482284925571,25,1024,506,6
0.015625,0.002269576293571718,26,256,506,6
0.0859375,0.013783314885620124,26,512,506,6
0.173828125,0.02598137548738355,26,1024,506,6
0.0234375,0.007323141403133282,27,256,506,6
0.06640625,0.01738752644100572,27,512,506,6
0.103515625,0.028272963929447004,27,1024,506,6
0.0390625,0.003329530972566941,28,256,506,6
0.0390625,0.016169342995893787,28,512,506,6
0.1875,0.018089764157750654,28,1024,506,6
0.03125,0.009841633246864379,29,256,506,6
0.07421875,0.015058497929404169,29,512,506,6
0.009765625,0.034550693437229385,29,1024,506,6
0.03125,0.006839341491262418,30,256,506,6
0.01953125,0.010394586391650362,30,512,506,6
0.107421875,0.024776984226402066,30,1024,506,6
0.015625,0.014857079582168642,31,256,506,6
0.0703125,0.01599402336443645,31,512,506,6
0.236328125,0.024517795526533992,31,1024,506,6
0.015625,0.0034363367858557536,32,256,506,6
0.0390625,0.01301066870757206,32,512,506,6
0.169921875,0.035100906311028246,32,1024,506,6
0.03125,4.0706837485027236e-05,33,256,506,6
0.04296875,0.006046888229378822,33,512,506,6
0.166015625,0.02591717874508903,33,1024,506,6
0.3125,0.014886505211459289,34,256,506,6
0.3125,0.027912626763413995,34,512,506,6
0.228515625,0.041671226786851645,34,1024,506,6
0.0390625,0.001140102230375084,35,256,506,6
0.05078125,0.012305991328022126,35,512,506,6
0.1328125,0.02014244568438417,35,1024,506,6
0.203125,0.005085797656133151,36,256,506,6
0.21875,0.016792460748004667,36,512,506,6
0.189453125,0.027138767825843235,36,1024,506,6
0.125,0.013785892659242904,37,256,506,6
0.13671875,0.018625335834772327,37,512,506,6
0.08984375,0.02622055112815147,37,1024,506,6
0.0,0.004567161871283476,38,256,506,6
0.15234375,0.018541275665316603,38,512,506,6
0.259765625,0.03508028549167119,38,1024,506,6
-0.0078125,0.006874433871564278,39,256,506,6
0.11328125,0.01960436128650689,39,512,506,6
0.037109375,0.021668539256208708,39,1024,506,6
0.03125,0.002774870494812398,40,256,506,6
0.07421875,0.01901906751784388,40,512,506,6
0.173828125,0.035617234684213295,40,1024,506,6
0.125,0.01064635981405393,41,256,506,6
0.09765625,0.029969767293654415,41,512,506,6
0.15625,0.0455442339652653,41,1024,506,6
0.015625,0.005531220681741278,42,256,506,6
0.0,0.013519498813811981,42,512,506,6
0.17578125,0.028045744952162943,42,1024,506,6
-0.0078125,0.012389773991010267,43,256,506,6
0.09765625,0.015126380592095257,43,512,506,6
0.185546875,0.03916493542676314,43,1024,506,6
0.03125,-0.00035140114908605025,44,256,506,6
0.01171875,0.008031713544237706,44,512,506,6
0.091796875,0.020394283415785752,44,1024,506,6
0.0234375,0.01750114977308348,45,256,506,6
0.0703125,0.030087985114457427,45,512,506,6
0.15625,0.03715653597335877,45,1024,506,6
0.0234375,0.00389400248253835,46,256,506,6
0.04296875,0.025029477060275584,46,512,506,6
0.146484375,0.028246866997905462,46,1024,506,6
0.0078125,0.006413875400825053,47,256,506,6
0.0625,0.013608091196023908,47,512,506,6
0.18359375,0.033352528309131046,47,1024,506,6
0.046875,0.009110965334114596,48,256,506,6
0.06640625,0.015543801001278057,48,512,506,6
0.08984375,0.025080243547589864,48,1024,506,6
0.0234375,0.0015770446387464165,49,256,506,6
0.03125,0.011346324078124415,49,512,506,6
0.17578125,0.027949191552144925,49,1024,506,6
0.0234375,0.0023130139025185903,50,256,506,6
0.03125,0.005023950632853547,50,512,506,6
0.10546875,0.02119670994008671,50,1024,506,6
0.0390625,0.014489752075305673,51,256,506,6
0.0546875,0.027277459164685824,51,512,506,6
0.10546875,0.03510956718007119,51,1024,506,6
-0.0078125,0.0033520193348576255,52,256,506,6
0.21875,0.016498981092720633,52,512,506,6
0.119140625,0.030742107503340166,52,1024,506,6
0.0390625,0.011541816353140555,53,256,506,6
0.1171875,0.019050202799572813,53,512,506,6
0.201171875,0.03360824590989664,53,1024,506,6
-0.015625,0.003180440546441843,54,256,506,6
0.0859375,0.02221190018550412,54,512,506,6
0.087890625,0.0239511009462684,54,1024,506,6
0.0078125,0.0012308093580125634,55,256,506,6
0.0859375,0.01958390442043423,55,512,506,6
0.0859375,0.035495528515325225,55,1024,506,6
0.015625,0.004235843192800792,56,256,506,6
0.12109375,0.01624970512221313,56,512,506,6
0.201171875,0.03211005411516854,56,1024,506,6
0.0625,0.012242574216135838,57,256,506,6
0.07421875,0.017840345082602682,57,512,506,6
0.1171875,0.02971456762859548,57,1024,506,6
0.0703125,0.015171381833350317,58,256,506,6
0.04296875,0.01901873420283451,58,512,506,6
0.1484375,0.029319760538444872,58,1024,506,6
0.0390625,0.001628071795686692,59,256,506,6
0.1171875,0.011412164465178787,59,512,506,6
0.125,0.026044056454606168,59,1024,506,6
-0.0390625,0.0002729370270614373,60,256,506,6
0.00390625,0.006721589549243623,60,512,506,6
0.060546875,0.027875782353934286,60,1024,506,6
0.0234375,0.02315196135623443,61,256,506,6
0.11328125,0.03162275166760686,61,512,506,6
0.12109375,0.03724682483281738,61,1024,506,6
0.0625,0.012625423043038486,62,256,506,6
0.04296875,0.027528627979312548,62,512,506,6
0.091796875,0.036691518475621354,62,1024,506,6
0.0078125,0.01138472546421232,63,256,506,6
0.109375,0.01929872994326498,63,512,506,6
0.10546875,0.03746050386417088,63,1024,506,6
-0.0078125,0.007014470056784017,64,256,506,6
0.04296875,0.00940034314531868,64,512,506,6
0.08203125,0.023567106020098594,64,1024,506,6
-0.015625,0.0004715550749970765,65,256,506,6
0.07421875,0.006791092287329548,65,512,506,6
0.099609375,0.0165672928688938,65,1024,506,6
0.015625,0.003470811681899333,66,256,506,6
0.00390625,0.01521375542615555,66,512,506,6
0.12109375,0.03205896234752015,66,1024,506,6
0.015625,0.00510767518979216,67,256,506,6
0.09765625,0.017325179073245933,67,512,506,6
0.1328125,0.028782936280701943,67,1024,506,6
0.0390625,0.009467615834483079,68,256,506,6
0.0546875,0.0150581604142076,68,512,506,6
0.083984375,0.02358282654777466,68,1024,506,6
-0.03125,0.007576738336902422,69,256,506,6
0.125,0.02254001138067252,69,512,506,6
0.234375,0.03975886910170523,69,1024,506,6
0.046875,0.002995971392245167,70,256,506,6
0.16015625,0.02057657711838279,70,512,506,6
