2.091820384252868550e-02,1.884506576929502811e-02,2.238162720164547578e-02,2.103268278991226106e-02,1.910933164342714166e-02,1.789736583176396861e-02,1.973378717962584808e-02,2.199770172972304733e-02,2.348801417825493662e-02,1.910067790778080532e-02
1.237897027678791853e-02,1.294668191575057241e-02,1.371138163376069141e-02,1.306090596639103429e-02,1.182231311242324008e-02,1.239564351751453082e-02,1.479469080099924359e-02,1.403624779455553417e-02,1.301787309024228338e-02,1.183874887512289219e-02
9.157369539331753142e-03,8.561683142176805539e-03,9.781796989880535767e-03,1.012614544563232750e-02,8.452933197278252042e-03,8.433643516397464068e-03,9.372190245676677647e-03,9.258768200907383297e-03,9.985741332656224850e-03,9.878171160233725420e-03
6.599635100932635910e-03,7.728498294659222681e-03,7.018510934412052447e-03,8.491476169496550014e-03,7.046721329559056841e-03,6.578594260552740949e-03,7.515158300805529872e-03,7.503246775376374092e-03,7.208368365001558212e-03,7.366839395297406813e-03
6.344877197501491359e-03,5.800758128802796162e-03,5.945303534492548184e-03,6.055163135029816880e-03,5.757357811751988817e-03,5.577479704934828163e-03,5.204561817709441734e-03,5.640657272520723312e-03,5.854858712496517625e-03,5.449587642795714754e-03
4.994717760543821578e-03,4.730906766810163977e-03,4.732976352117881577e-03,5.092461618179848840e-03,4.737340353344388945e-03,4.777223297186580613e-03,4.434302186933961575e-03,4.921305299469817818e-03,4.569132361114202831e-03,4.581835248917584709e-03
4.100854370353600349e-03,4.265594806150607363e-03,4.272767355122355365e-03,4.279273627818324342e-03,4.012166830794481123e-03,3.999083691329422159e-03,4.152653453195036259e-03,4.263462810504310349e-03,4.312189227129272114e-03,4.165059003427407265e-03
3.760621834666460096e-03,3.917422670871554755e-03,3.770396585469096024e-03,3.820977355159447999e-03,3.839742039908268685e-03,3.833566001137237497e-03,3.873349126493755897e-03,3.936006950702669073e-03,3.934885766784065875e-03,3.887152462619584189e-03
3.715084308522536953e-03,3.671045566498737627e-03,3.672592239083660986e-03,3.743909945002712059e-03,3.778784169928235855e-03,3.671258443373222411e-03,3.670872562371925007e-03,3.546827581357539592e-03,3.714534654945452711e-03,3.668968604640423983e-03
3.583484256737198403e-03,3.609170663199103794e-03,3.644234771158376841e-03,3.574852133049595971e-03,3.754773485443897631e-03,3.598618800916083930e-03,3.563897826235764166e-03,3.616881480934371930e-03,3.572152698065638593e-03,3.666570723213637487e-03
3.531553974915689620e-03,3.510696278596292085e-03,3.536326970639078020e-03,3.570820446481169468e-03,3.560945364825127829e-03,3.553196097810943591e-03,3.530772684828118856e-03,3.574259572902391963e-03,3.584634097967475015e-03,3.553216995319812346e-03
