Variable Set,Classifier,mean,median,std,CoV
MotifAnalysis.DegenerateTetramer,might,0.31984126984126976,0.3253968253968254,0.007976091762794365,0.02493765662809157
MotifAnalysis.CongruentDimer,might,0.40555555555555556,0.40476190476190477,0.010317460317460319,0.02544031311154599
LengthAnalysis.Length15,might,0.3246031746031745,0.3214285714285714,0.008285957546754411,0.02552642178217741
LociFraction.CompartmentFraction,might,0.3484126984126984,0.3492063492063492,0.009014140231429003,0.0258720197986345
DyadAccessibility.cCRE_DistalEnhancers,might,0.326984126984127,0.32936507936507936,0.008547880646245247,0.026141576733662648
Delfi.LengthRatio,might,0.29682539682539677,0.29365079365079366,0.0080936817676076,0.02726748402990796
MotifAnalysis.CongruentDimer,rf,0.37222222222222223,0.373015873015873,0.024705368914719642,0.06637263290521694
LengthAnalysis.Length5,rf,0.3833333333333333,0.38888888888888884,0.03054266889665691,0.07967652755649629
MotifAnalysis.InsideMonomer,rf,0.346031746031746,0.34523809523809523,0.027992368394521277,0.08089537655297434
MotifAnalysis.OutsideMonomer,rf,0.39841269841269844,0.39285714285714285,0.033067724850793116,0.08299867193625363
MotifAnalysis.CongruentHexamer,rf,0.41269841269841273,0.40476190476190477,0.036196045241242474,0.0877058019307029
DyadAccessibility.AluY,rf,0.3634920634920635,0.36507936507936506,0.03249125315945829,0.08938641698890273
LociFraction.CompartmentFraction,rf,0.3801587301587302,0.3849206349206349,0.03503768262641923,0.09216592924694827
MotifAnalysis.OutsidePentamer,rf,0.38095238095238093,0.38095238095238093,0.03549314249999666,0.09316949906249124
MotifAnalysis.InsideHexamer,rf,0.30634920634920637,0.30952380952380953,0.02909571869813232,0.09497566207162363
DyadAccessibility.AluS,svm,0.26825396825396824,0.2619047619047619,0.026749681819607483,0.09971774879498647
MotifAnalysis.OutsideTetramer,rf,0.41111111111111115,0.41666666666666663,0.04241393401869012,0.1031690286941111
MotifAnalysis.InsidePentamer,rf,0.37222222222222223,0.376984126984127,0.04022643142055296,0.10807100978656019
MotifAnalysis.DegenerateHexamer,rf,0.3555555555555555,0.36507936507936506,0.038685897164933154,0.10880408577637452
DyadAccessibility.L1,rf,0.3388888888888889,0.3492063492063492,0.03706442675820831,0.10937043961438518
DyadAccessibility.cCRE_DNaseH3K4me3,rf,0.32380952380952377,0.32936507936507936,0.037696324085834655,0.11641511850037174
MotifAnalysis.OutsideDimer,svm,0.32936507936507936,0.3253968253968254,0.03892126931821976,0.11817060082158289
ichorCNA.ichorCNA,rf,0.2634920634920635,0.2619047619047619,0.0317063243737114,0.12033123105685653
LengthAnalysis.Length10,svm,0.20952380952380953,0.20634920634920634,0.025643641938735733,0.1223901092530569
DyadAccessibility.LINEs,rf,0.3476190476190476,0.3492063492063492,0.04270991760975781,0.12286414654861835
LociFraction.cCREFraction,rf,0.39047619047619053,0.376984126984127,0.0483801608067561,0.12390041182218023
LengthAnalysis.Length10,rf,0.3801587301587302,0.38095238095238093,0.04781046184707629,0.12576447166454305
MotifAnalysis.InsideTrimer0.01,svm,0.1849206349206349,0.18253968253968253,0.023287937700192395,0.1259347703958902
WiseCondorX.Wise-1,lr,0.09761904761904763,0.0992063492063492,0.012320773568460335,0.12621280240861804
WiseCondorX.Wise-1,rf,0.20555555555555555,0.20634920634920634,0.026190476190476188,0.1274131274131274
LengthAnalysis.Length15,rf,0.3793650793650794,0.373015873015873,0.04851018028551151,0.1278720233467458
MotifAnalysis.InsideTrimer,svm,0.17222222222222222,0.17063492063492064,0.022179664464257332,0.12878514850213935
LociFraction.AluFraction,rf,0.3817460317460317,0.3968253968253968,0.04936610012725075,0.12931660324394167
DyadAccessibility.AluJ,rf,0.3301587301587302,0.3214285714285714,0.04320843678989268,0.1308717075847711
MotifAnalysis.OutsideDimer,rf,0.35158730158730156,0.3571428571428571,0.046147910349544866,0.13125590754046623
LociFraction.AluFraction,svm,0.16746031746031748,0.16269841269841268,0.022008610514066742,0.1314258258185976
LengthAnalysis.Length20,rf,0.4031746031746032,0.4007936507936508,0.05321604639441336,0.13199255601763943
MotifAnalysis.OutsideHexamer,rf,0.3238095238095238,0.3412698412698413,0.04285714285714286,0.1323529411764706
LociFraction.cCREFraction,svm,0.32380952380952377,0.32539682539682535,0.04285714285714286,0.13235294117647062
DyadAccessibility.AluS,rf,0.3531746031746032,0.35317460317460314,0.04685229251792204,0.13266042375861073
Delfi.LengthRatio,rf,0.30476190476190473,0.2976190476190476,0.0415739709641549,0.13641459222613328
MotifAnalysis.DegenerateHexamer,svm,0.1880952380952381,0.1746031746031746,0.02609409876630729,0.13872812002340584
MotifAnalysis.InsideTetramer,rf,0.38730158730158726,0.4087301587301587,0.05380460716405806,0.13892173161211716
DyadAccessibility.cCRE_DistalEnhancers,rf,0.33333333333333337,0.32539682539682535,0.04681867048810358,0.14045601146431072
MotifAnalysis.CongruentTetramer,rf,0.4095238095238095,0.39285714285714285,0.057582086181641436,0.14060741974586863
DyadAccessibility.BudhrajaRPR,rf,0.33095238095238094,0.31746031746031744,0.046555585320833225,0.1406715527679853
MotifAnalysis.InsideTrimer,rf,0.35158730158730156,0.3492063492063492,0.04969673715699451,0.14134963615759163
WiseCondorX.Wise-10,rf,0.30079365079365084,0.3214285714285714,0.042658268731354566,0.1418190464419703
MotifAnalysis.CongruentTetramer,svm,0.18095238095238092,0.18253968253968253,0.025790598109955428,0.14252698955501686
DyadAccessibility.cCRE_ProximalEnhancers,rf,0.34285714285714286,0.3373015873015873,0.048898164446823364,0.14261964630323481
MotifAnalysis.OutsideTrimer,rf,0.40634920634920635,0.4087301587301587,0.05894426865913378,0.14505816115333706
DyadAccessibility.cCRE_Promoters,rf,0.33095238095238094,0.34523809523809523,0.04802079208700268,0.14509879623410882
MotifAnalysis.InsideDimer,rf,0.3849206349206349,0.3968253968253968,0.05625970983634058,0.1461592461727611
DyadAccessibility.AluJ,svm,0.17063492063492064,0.16269841269841268,0.026619856874997495,0.15600474261626437
MotifAnalysis.CongruentDimer,svm,0.21746031746031744,0.21428571428571427,0.03408081040251411,0.15672197484367803
WiseCondorX.Wise-5,rf,0.246031746031746,0.24206349206349204,0.03904245674999633,0.15868869517740447
MotifAnalysis.InsideMonomer,svm,0.15873015873015872,0.15476190476190477,0.02608202654786505,0.1643167672515498
LengthAnalysis.Length20,svm,0.20714285714285713,0.2103174603174603,0.03431105765272585,0.1656395886683317
MotifAnalysis.InsideDimer,svm,0.1468253968253968,0.1388888888888889,0.02439750182371333,0.16616676917772324
LengthAnalysis.Length15,svm,0.2206349206349206,0.21825396825396826,0.03719166512336502,0.16856653976776953
MotifAnalysis.InsideTrimer0.05,svm,0.23253968253968255,0.24206349206349204,0.03921148992709722,0.16862278944758533
DyadAccessibility.AluY,svm,0.19920634920634916,0.20238095238095238,0.033941912349750955,0.17038569546090124
MotifAnalysis.OutsideTrimer,svm,0.2849206349206349,0.2698412698412698,0.04885305840162665,0.1714619877048735
MotifAnalysis.CongruentTetramer,lr,0.08333333333333333,0.07936507936507936,0.014307743156603131,0.17169291787923757
MotifAnalysis.CongruentHexamer,lr,0.08968253968253967,0.09126984126984126,0.015491445472970742,0.1727364716455145
LengthAnalysis.Length5,svm,0.20793650793650795,0.2222222222222222,0.03668006351838521,0.1764003054700968
LociFraction.LINEsFraction,rf,0.36031746031746026,0.3650793650793651,0.06400585763065382,0.17763740223485425
MotifAnalysis.InsideTrimer0.05,rf,0.2666666666666667,0.26587301587301587,0.04790916911995737,0.17965938419984012
MotifAnalysis.CongruentDimer,lr,0.08968253968253967,0.09523809523809523,0.016284352800542214,0.18157773919188666
MotifAnalysis.OutsideDimer,lr,0.09761904761904762,0.0992063492063492,0.017764308956824914,0.18197584785040155
MotifAnalysis.InsideHexamer,svm,0.1626984126984127,0.16269841269841268,0.02995966045742361,0.18414230329928657
DyadAccessibility.BudhrajaRPR,lr,0.07936507936507937,0.07936507936507936,0.01463419755125855,0.18439088914585772
MotifAnalysis.InsideTrimer0.01,rf,0.22222222222222224,0.21428571428571427,0.04108628287474535,0.18488827293635404
DyadAccessibility.cCRE_CTCF,rf,0.3158730158730158,0.3055555555555556,0.05873015873015872,0.18592964824120606
WiseCondorX.Wise-10,svm,0.19285714285714287,0.20634920634920634,0.036378306782113776,0.1886282573887381
MotifAnalysis.InsideMonomer,lr,0.08174603174603175,0.07936507936507936,0.01549144547297074,0.1895070028732343
MotifAnalysis.OutsideHexamer,svm,0.16825396825396827,0.16269841269841268,0.032684540130117457,0.1942571724714528
MotifAnalysis.DegenerateTetramer,rf,0.3492063492063492,0.35317460317460314,0.06818010030131597,0.19524301449922302
LociFraction.LINEsFraction,lr,0.08968253968253967,0.0873015873015873,0.01776430895682491,0.19807990518229548
WiseCondorX.Wise-1,svm,0.19285714285714284,0.19047619047619047,0.0382355221283997,0.19825826288799847
MotifAnalysis.InsidePentamer,svm,0.17539682539682538,0.17857142857142855,0.03485744643809166,0.19873476249771718
MotifAnalysis.DegenerateTetramer,svm,0.2349206349206349,0.25396825396825395,0.046845570042456215,0.19941019680234742
WiseCondorX.Wise-5,lr,0.0873015873015873,0.08333333333333333,0.01774657124999833,0.20327890704543544
MotifAnalysis.OutsideTrimer,lr,0.09047619047619046,0.09126984126984126,0.018510958396334286,0.2045948033279053
LengthAnalysis.Length1,rf,0.3325396825396825,0.31746031746031744,0.06831392715239784,0.20543090265398875
LociFraction.LINEsFraction,svm,0.1714285714285714,0.16269841269841268,0.03552861791364982,0.20725027116295733
LengthAnalysis.Length20,lr,0.09523809523809523,0.09523809523809523,0.019761745393632905,0.20749832663314552
LengthAnalysis.Length15,lr,0.09365079365079364,0.09523809523809523,0.019697894676175963,0.2103334516269637
MotifAnalysis.InsideTrimer0.05,lr,0.0873015873015873,0.07936507936507936,0.018442777839082936,0.2112536370658591
MotifAnalysis.OutsideTetramer,svm,0.2246031746031746,0.23412698412698413,0.047625660916436496,0.21204357863855117
MotifAnalysis.InsideDimer,lr,0.08968253968253967,0.09126984126984126,0.019130112370149128,0.21330921757865404
DyadAccessibility.cCRE_DNaseH3K4me3,svm,0.08333333333333333,0.08333333333333333,0.01783508337638431,0.21402100051661174
LociFraction.CompartmentFraction,svm,0.15238095238095237,0.1388888888888889,0.032684540130117457,0.21449229460389582
LengthAnalysis.Length5,lr,0.08412698412698413,0.09126984126984126,0.018167497051205708,0.2159532668350867
MotifAnalysis.InsideTrimer0.01,lr,0.09841269841269842,0.10317460317460317,0.021354958804878903,0.21699393624312432
MotifAnalysis.DegenerateTetramer,lr,0.08095238095238096,0.07936507936507936,0.01767544242168261,0.2183437005031381
MotifAnalysis.InsideTetramer,svm,0.17619047619047618,0.1746031746031746,0.03868589716493314,0.21956860553070162
LociFraction.cCREFraction,lr,0.08968253968253967,0.09126984126984126,0.01977767586409065,0.22052983706862145
MotifAnalysis.OutsidePentamer,svm,0.18492063492063493,0.1865079365079365,0.04124694114344851,0.22305212807186747
DyadAccessibility.AluS,lr,0.07936507936507937,0.07539682539682539,0.01774657124999833,0.22360679774997894
LengthAnalysis.Length1,lr,0.10476190476190476,0.0992063492063492,0.0240202316673358,0.22928402955184174
MotifAnalysis.OutsidePentamer,lr,0.08333333333333333,0.08333333333333333,0.020156230316190946,0.24187476379429135
MotifAnalysis.DegenerateHexamer,lr,0.09285714285714285,0.09126984126984126,0.022461859838230007,0.2418969521040155
LengthAnalysis.Length1,svm,0.15396825396825395,0.14285714285714285,0.037929533794757206,0.24634645660512416
WiseCondorX.Wise-5,svm,0.2,0.1865079365079365,0.04966504078464132,0.2483252039232066
MotifAnalysis.OutsideTetramer,lr,0.073015873015873,0.06349206349206349,0.018714009718335867,0.2563005678815565
MotifAnalysis.CongruentHexamer,svm,0.19365079365079363,0.19047619047619047,0.05047020030344332,0.26062480484565
WiseCondorX.Wise-1,nb,0.08253968253968254,0.07539682539682539,0.021647907455533105,0.2622727249420357
MotifAnalysis.OutsideMonomer,lr,0.09444444444444444,0.0992063492063492,0.02545875386086577,0.2695632761738729
MotifAnalysis.InsidePentamer,lr,0.08333333333333333,0.07936507936507936,0.022517874538271598,0.2702144944592592
MotifAnalysis.InsideHexamer,lr,0.09126984126984126,0.09523809523809523,0.02490849972456383,0.27291051872130806
MotifAnalysis.OutsideMonomer,svm,0.22936507936507936,0.24206349206349204,0.06303905854701776,0.2748415701357868
DyadAccessibility.cCRE_Promoters,lr,0.04285714285714285,0.03968253968253968,0.011878277418329973,0.2771598064276994
DyadAccessibility.AluJ,lr,0.0611111111111111,0.06349206349206349,0.017040405201257054,0.27884299420238823
WiseCondorX.Wise-10,lr,0.07936507936507936,0.07936507936507936,0.022726700100438653,0.286356421265527
LociFraction.AluFraction,lr,0.08015873015873017,0.0873015873015873,0.0231250829910055,0.2884911343432369
MotifAnalysis.OutsideHexamer,lr,0.08888888888888889,0.0873015873015873,0.025790598109955428,0.2901442287369986
DyadAccessibility.cCRE_DistalEnhancers,lr,0.07222222222222222,0.07142857142857142,0.021428571428571425,0.2967032967032967
MotifAnalysis.InsideTrimer,lr,0.0873015873015873,0.07936507936507936,0.02608202654786505,0.29875775863918147
DyadAccessibility.L1,lr,0.07142857142857142,0.05952380952380952,0.023002185311411804,0.3220305943597653
LengthAnalysis.Length10,lr,0.08174603174603173,0.0873015873015873,0.026572490544100328,0.32506153481132444
ichorCNA.ichorCNA,svm,0.08492063492063491,0.07142857142857142,0.027958595164775456,0.32923205521137455
DyadAccessibility.cCRE_CTCF,lr,0.05317460317460317,0.047619047619047616,0.017764308956824914,0.33407506396417
DyadAccessibility.LINEs,lr,0.06428571428571428,0.07142857142857142,0.021720527275244456,0.3378748687260249
MotifAnalysis.InsideTetramer,lr,0.08968253968253968,0.09523809523809523,0.03095238095238095,0.34513274336283184
DyadAccessibility.AluY,lr,0.07142857142857142,0.07142857142857142,0.026796734946244655,0.37515428924742517
LociFraction.CompartmentFraction,lr,0.06031746031746031,0.05555555555555555,0.023056887375133252,0.3822589222719461
DyadAccessibility.L1,svm,0.06428571428571428,0.047619047619047616,0.024959024116692676,0.3882514862596639
Delfi.LengthRatio,svm,0.04047619047619048,0.047619047619047616,0.016817158809854835,0.4154827470670018
Delfi.LengthRatio,lr,0.052380952380952375,0.047619047619047616,0.02222222222222222,0.42424242424242425
DyadAccessibility.BudhrajaRPR,svm,0.06904761904761905,0.06349206349206349,0.029917582261858356,0.433289122413121
DyadAccessibility.cCRE_Promoters,svm,0.03968253968253968,0.047619047619047616,0.017388017698576702,0.4381780460041329
DyadAccessibility.cCRE_DNaseH3K4me3,lr,0.04523809523809523,0.047619047619047616,0.02009363317646375,0.4441750491639356
DyadAccessibility.cCRE_DistalEnhancers,svm,0.03571428571428571,0.031746031746031744,0.01674208183311824,0.46877829132731075
DyadAccessibility.cCRE_CTCF,svm,0.023015873015873014,0.01984126984126984,0.010910894511799617,0.4740595546506041
DyadAccessibility.cCRE_ProximalEnhancers,lr,0.04523809523809523,0.03968253968253968,0.022461859838230007,0.4965253227398213
MotifAnalysis.OutsideTetramer,nb,0.08333333333333333,0.09523809523809523,0.04393844614497273,0.5272613537396728
DyadAccessibility.LINEs,svm,0.04365079365079365,0.04365079365079365,0.023341970110877366,0.5347433152673724
ichorCNA.ichorCNA,lr,0.03571428571428571,0.031746031746031744,0.01984126984126984,0.5555555555555556
WiseCondorX.Wise-10,nb,0.06825396825396825,0.07936507936507936,0.03842450297431811,0.5629636482283817
ichorCNA.ichorCNA,nb,0.05952380952380952,0.06349206349206349,0.03726779962499649,0.626099033699941
LengthAnalysis.Length5,nb,0.0611111111111111,0.07936507936507936,0.04245104482640105,0.6946534607956537
DyadAccessibility.cCRE_ProximalEnhancers,svm,0.030952380952380946,0.01984126984126984,0.0231250829910055,0.7471180658632548
MotifAnalysis.OutsideDimer,nb,0.04365079365079365,0.06349206349206349,0.036757257704474314,0.8420753583206844
MotifAnalysis.InsideDimer,nb,0.04603174603174603,0.05952380952380952,0.03933178315353608,0.8544490823009563
MotifAnalysis.InsideMonomer,nb,0.05793650793650793,0.07539682539682539,0.04982332100228415,0.8599641707243566
LociFraction.LINEsFraction,nb,0.04126984126984127,0.051587301587301584,0.03563483225498991,0.8634593969478325
LengthAnalysis.Length20,nb,0.03412698412698413,0.03968253968253968,0.029493498692161977,0.8642281012121881
WiseCondorX.Wise-5,nb,0.04206349206349206,0.031746031746031744,0.04390976569404143,1.0438925429149473
LengthAnalysis.Length10,nb,0.03809523809523809,0.027777777777777776,0.03996723273655292,1.0491398593345143
MotifAnalysis.CongruentTetramer,nb,0.0373015873015873,0.027777777777777776,0.03937179922162686,1.0554992982819116
DyadAccessibility.cCRE_CTCF,nb,0.03333333333333333,0.0,0.04120874598649895,1.2362623795949685
LociFraction.CompartmentFraction,nb,0.03492063492063492,0.0,0.043787664203599114,1.2539194749212472
MotifAnalysis.OutsideTrimer,nb,0.0365079365079365,0.0,0.04589470569778083,1.2571158517218228
DyadAccessibility.cCRE_Promoters,nb,0.03492063492063492,0.0,0.04464241622357216,1.2783964645841117
LengthAnalysis.Length15,nb,0.03333333333333333,0.0,0.04300386407664783,1.290115922299435
LociFraction.AluFraction,nb,0.024603174603174603,0.0,0.03319130740686743,1.3490660429888053
MotifAnalysis.OutsideMonomer,nb,0.026190476190476188,0.0,0.03689409301323638,1.4086835514144802
DyadAccessibility.cCRE_DNaseH3K4me3,nb,0.026984126984126982,0.0,0.04126984126984127,1.5294117647058825
DyadAccessibility.AluY,nb,0.025396825396825397,0.0,0.039491604141665804,1.554981913078091
MotifAnalysis.InsideHexamer,nb,0.030158730158730156,0.0,0.04732714766944626,1.5692685806184814
LociFraction.cCREFraction,nb,0.023809523809523808,0.0,0.0375624113212674,1.5776212754932308
MotifAnalysis.CongruentDimer,nb,0.02222222222222222,0.0,0.035457631593156624,1.5955934216920482
MotifAnalysis.InsideTetramer,nb,0.02142857142857143,0.0,0.03442102927333562,1.6063146994223287
DyadAccessibility.AluJ,nb,0.013492063492063491,0.0,0.027042420694287014,2.0043205926353904
Delfi.LengthRatio,nb,0.01984126984126984,0.0,0.040038089700410916,2.0179197209007103
LengthAnalysis.Length1,nb,0.01825396825396825,0.0,0.03689409301323638,2.0211546607251236
DyadAccessibility.cCRE_DistalEnhancers,nb,0.015079365079365078,0.0,0.03062504981202339,2.0309243559552357
DyadAccessibility.cCRE_ProximalEnhancers,nb,0.015079365079365078,0.0,0.03062504981202339,2.0309243559552357
MotifAnalysis.InsideTrimer,nb,0.010317460317460317,0.0,0.021310669177932617,2.0654956280150074
MotifAnalysis.InsidePentamer,nb,0.00873015873015873,0.0,0.02619047619047619,3.0
DyadAccessibility.AluS,nb,0.007936507936507936,0.0,0.023809523809523808,3.0
MotifAnalysis.DegenerateHexamer,nb,0.010317460317460317,0.0,0.03095238095238095,3.0
DyadAccessibility.L1,nb,0.007936507936507936,0.0,0.023809523809523808,3.0
MotifAnalysis.OutsidePentamer,nb,0.01111111111111111,0.0,0.03333333333333333,3.0000000000000004
MotifAnalysis.InsideTrimer0.01,nb,0.006349206349206349,0.0,0.01904761904761905,3.0000000000000004
DyadAccessibility.BudhrajaRPR,nb,0.0,0.0,0.001,inf
MotifAnalysis.CongruentHexamer,nb,0.0,0.0,0.001,inf
MotifAnalysis.DegenerateTetramer,nb,0.0,0.0,0.001,inf
MotifAnalysis.OutsideHexamer,nb,0.0,0.0,0.001,inf
MotifAnalysis.InsideTrimer0.05,nb,0.0,0.0,0.001,inf
DyadAccessibility.LINEs,nb,0.0,0.0,0.001,inf
