n_samples,sim_type,model,metric,metric_value
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.046875
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.03125
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0234375
256,mean_shiftv2,comight-perm,sas98,0.09375
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.03125
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.015625
256,mean_shiftv2,comight-perm,sas98,0.0234375
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0234375
256,mean_shiftv2,comight-perm,sas98,0.0703125
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.015625
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0859375
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.015625
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0625
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0234375
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0078125
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.0
256,mean_shiftv2,comight-perm,sas98,0.015625
256,mean_shiftv2,comight-perm,sas98,0.015625
