n_dims_1,sim_type,model,metric,metric_value
2,mean_shiftv2,ksg,cmi,0.11609384265659851
2,mean_shiftv2,ksg,cmi,0.1098939709682251
2,mean_shiftv2,ksg,cmi,0.1330579284271545
2,mean_shiftv2,ksg,cmi,0.13536359480146642
2,mean_shiftv2,ksg,cmi,0.12515951257303815
2,mean_shiftv2,ksg,cmi,0.12054254070790144
2,mean_shiftv2,ksg,cmi,0.11955738158924188
2,mean_shiftv2,ksg,cmi,0.09846232304981381
2,mean_shiftv2,ksg,cmi,0.11594637250197125
2,mean_shiftv2,ksg,cmi,0.11338115240679443
2,mean_shiftv2,ksg,cmi,0.126587519759017
2,mean_shiftv2,ksg,cmi,0.12323358325443527
2,mean_shiftv2,ksg,cmi,0.1266007066085572
2,mean_shiftv2,ksg,cmi,0.1310067491173573
2,mean_shiftv2,ksg,cmi,0.1350126699420697
2,mean_shiftv2,ksg,cmi,0.1107949125191072
2,mean_shiftv2,ksg,cmi,0.09178303562427302
2,mean_shiftv2,ksg,cmi,0.14153023863325093
2,mean_shiftv2,ksg,cmi,0.11286481202609834
2,mean_shiftv2,ksg,cmi,0.10428265961822461
2,mean_shiftv2,ksg,cmi,0.09902987663694734
2,mean_shiftv2,ksg,cmi,0.11859252862954685
2,mean_shiftv2,ksg,cmi,0.12840740140969065
2,mean_shiftv2,ksg,cmi,0.10382810258190303
2,mean_shiftv2,ksg,cmi,0.10832388193396733
2,mean_shiftv2,ksg,cmi,0.12897365082573586
2,mean_shiftv2,ksg,cmi,0.11163368511231458
2,mean_shiftv2,ksg,cmi,0.13787188562351926
2,mean_shiftv2,ksg,cmi,0.12554130952281783
2,mean_shiftv2,ksg,cmi,0.10706538229040044
2,mean_shiftv2,ksg,cmi,0.11331756144997636
2,mean_shiftv2,ksg,cmi,0.14411025302844846
2,mean_shiftv2,ksg,cmi,0.11613924124901183
2,mean_shiftv2,ksg,cmi,0.13379816021057714
2,mean_shiftv2,ksg,cmi,0.1247668847000321
2,mean_shiftv2,ksg,cmi,0.1132346878228874
2,mean_shiftv2,ksg,cmi,0.11383654609061977
2,mean_shiftv2,ksg,cmi,0.08840610853271978
2,mean_shiftv2,ksg,cmi,0.11468140592469507
2,mean_shiftv2,ksg,cmi,0.12553110353625618
2,mean_shiftv2,ksg,cmi,0.11278004882499716
2,mean_shiftv2,ksg,cmi,0.10935051867250864
2,mean_shiftv2,ksg,cmi,0.13174438496541072
2,mean_shiftv2,ksg,cmi,0.09867945208328113
2,mean_shiftv2,ksg,cmi,0.11820140637671872
2,mean_shiftv2,ksg,cmi,0.11320222188603257
2,mean_shiftv2,ksg,cmi,0.1176166186537097
2,mean_shiftv2,ksg,cmi,0.11915271762323038
2,mean_shiftv2,ksg,cmi,0.11441772851464455
2,mean_shiftv2,ksg,cmi,0.10392020388680279
2,mean_shiftv2,ksg,cmi,0.11867301886050916
2,mean_shiftv2,ksg,cmi,0.11308988151980912
2,mean_shiftv2,ksg,cmi,0.1168055642567596
